"ISP (CET/CEST)","Area","Reserve Type","Regulation Up - Accepted [17.1.D] (MW)","Regulation Up - Activated [17.1.E] (MWh)","Regulation Down - Accepted [17.1.D] (MW)","Regulation Down - Activated [17.1.E] (MWh)"
"04/01/2017 00:00 - 04/01/2017 01:00","MBA|NO1","FCR","42.50","16.71","42.50",""
"04/01/2017 01:00 - 04/01/2017 02:00","MBA|NO1","FCR","42.90","0.00","42.90","1.04"
"04/01/2017 02:00 - 04/01/2017 03:00","MBA|NO1","FCR","39.50","4.01","39.50",""
"04/01/2017 03:00 - 04/01/2017 04:00","MBA|NO1","FCR","39.80","5.01","39.80",""
"04/01/2017 04:00 - 04/01/2017 05:00","MBA|NO1","FCR","40.60","0.00","40.60","10.34"
"04/01/2017 05:00 - 04/01/2017 06:00","MBA|NO1","FCR","40.70","8.27","40.70",""
"04/01/2017 06:00 - 04/01/2017 07:00","MBA|NO1","FCR","42.20","23.52","42.20",""
"04/01/2017 07:00 - 04/01/2017 08:00","MBA|NO1","FCR","46.30","0.00","46.30","11.92"
"04/01/2017 08:00 - 04/01/2017 09:00","MBA|NO1","FCR","46.20","0.00","46.20","20.17"
"04/01/2017 09:00 - 04/01/2017 10:00","MBA|NO1","FCR","46.10","0.00","46.10","7.12"
"04/01/2017 10:00 - 04/01/2017 11:00","MBA|NO1","FCR","45.50","4.63","45.50",""
"04/01/2017 11:00 - 04/01/2017 12:00","MBA|NO1","FCR","47.10","19.42","47.10",""
"04/01/2017 12:00 - 04/01/2017 13:00","MBA|NO1","FCR","47.40","14.57","47.40",""
"04/01/2017 13:00 - 04/01/2017 14:00","MBA|NO1","FCR","47.20","1.21","47.20",""
"04/01/2017 14:00 - 04/01/2017 15:00","MBA|NO1","FCR","49.30","0.00","49.30","6.30"
"04/01/2017 15:00 - 04/01/2017 16:00","MBA|NO1","FCR","49.20","0.00","49.20","6.30"
"04/01/2017 16:00 - 04/01/2017 17:00","MBA|NO1","FCR","49.70","0.00","49.70",""
"04/01/2017 17:00 - 04/01/2017 18:00","MBA|NO1","FCR","52.60","11.82","52.60",""
"04/01/2017 18:00 - 04/01/2017 19:00","MBA|NO1","FCR","50.80","0.00","50.80","13.85"
"04/01/2017 19:00 - 04/01/2017 20:00","MBA|NO1","FCR","49.50","0.00","49.50","3.91"
"04/01/2017 20:00 - 04/01/2017 21:00","MBA|NO1","FCR","54.00","0.00","54.00","4.39"
"04/01/2017 21:00 - 04/01/2017 22:00","MBA|NO1","FCR","50.50","1.29","50.50",""
"04/01/2017 22:00 - 04/01/2017 23:00","MBA|NO1","FCR","48.80","14.99","48.80",""
"04/01/2017 23:00 - 05/01/2017 00:00","MBA|NO1","FCR","48.60","0.00","48.60","12.84"
"05/01/2017 00:00 - 05/01/2017 01:00","MBA|NO1","FCR","51.10","0.00","51.10","21.49"
"05/01/2017 01:00 - 05/01/2017 02:00","MBA|NO1","FCR","45.50","9.31","45.50",""
"05/01/2017 02:00 - 05/01/2017 03:00","MBA|NO1","FCR","46.10","25.76","46.10",""
"05/01/2017 03:00 - 05/01/2017 04:00","MBA|NO1","FCR","46.50","26.99","46.50",""
"05/01/2017 04:00 - 05/01/2017 05:00","MBA|NO1","FCR","46.50","9.57","46.50",""
"05/01/2017 05:00 - 05/01/2017 06:00","MBA|NO1","FCR","44.80","2.42","44.80",""
"05/01/2017 06:00 - 05/01/2017 07:00","MBA|NO1","FCR","49.20","0.00","49.20","19.53"
"05/01/2017 07:00 - 05/01/2017 08:00","MBA|NO1","FCR","57.10","0.00","57.10","17.18"
"05/01/2017 08:00 - 05/01/2017 09:00","MBA|NO1","FCR","54.50","6.86","54.50",""
"05/01/2017 09:00 - 05/01/2017 10:00","MBA|NO1","FCR","54.10","0.00","54.10","5.49"
"05/01/2017 10:00 - 05/01/2017 11:00","MBA|NO1","FCR","56.40","18.58","56.40",""
"05/01/2017 11:00 - 05/01/2017 12:00","MBA|NO1","FCR","56.20","0.00","56.20","12.86"
"05/01/2017 12:00 - 05/01/2017 13:00","MBA|NO1","FCR","56.30","0.00","56.30","51.45"
"05/01/2017 13:00 - 05/01/2017 14:00","MBA|NO1","FCR","56.20","0.00","56.20","42.88"
"05/01/2017 14:00 - 05/01/2017 15:00","MBA|NO1","FCR","56.30","7.15","56.30",""
"05/01/2017 15:00 - 05/01/2017 16:00","MBA|NO1","FCR","56.20","0.00","56.20","7.14"
"05/01/2017 16:00 - 05/01/2017 17:00","MBA|NO1","FCR","56.40","10.01","56.40",""
"05/01/2017 17:00 - 05/01/2017 18:00","MBA|NO1","FCR","55.20","12.62","55.20",""
"05/01/2017 18:00 - 05/01/2017 19:00","MBA|NO1","FCR","53.50","0.00","53.50",""
"05/01/2017 19:00 - 05/01/2017 20:00","MBA|NO1","FCR","52.10","1.43","52.10",""
"05/01/2017 20:00 - 05/01/2017 21:00","MBA|NO1","FCR","56.40","0.00","56.40","12.86"
"05/01/2017 21:00 - 05/01/2017 22:00","MBA|NO1","FCR","56.20","0.00","56.20","30.00"
"05/01/2017 22:00 - 05/01/2017 23:00","MBA|NO1","FCR","56.10","0.00","56.10","12.86"
"05/01/2017 23:00 - 06/01/2017 00:00","MBA|NO1","FCR","52.80","0.00","52.80","22.73"
"06/01/2017 00:00 - 06/01/2017 01:00","MBA|NO1","FCR","50.50","31.78","50.50",""
"06/01/2017 01:00 - 06/01/2017 02:00","MBA|NO1","FCR","52.90","21.19","52.90",""
"06/01/2017 02:00 - 06/01/2017 03:00","MBA|NO1","FCR","52.50","3.97","52.50",""
"06/01/2017 03:00 - 06/01/2017 04:00","MBA|NO1","FCR","52.90","1.32","52.90",""
"06/01/2017 04:00 - 06/01/2017 05:00","MBA|NO1","FCR","54.50","6.83","54.50",""
"06/01/2017 05:00 - 06/01/2017 06:00","MBA|NO1","FCR","54.80","0.00","54.80","17.77"
"06/01/2017 06:00 - 06/01/2017 07:00","MBA|NO1","FCR","54.30","10.93","54.30",""
"06/01/2017 07:00 - 06/01/2017 08:00","MBA|NO1","FCR","54.70","20.50","54.70",""
"06/01/2017 08:00 - 06/01/2017 09:00","MBA|NO1","FCR","54.40","0.00","54.40","13.66"
"06/01/2017 09:00 - 06/01/2017 10:00","MBA|NO1","FCR","54.60","0.00","54.60","2.73"
"06/01/2017 10:00 - 06/01/2017 11:00","MBA|NO1","FCR","55.20","2.73","55.20",""
"06/01/2017 11:00 - 06/01/2017 12:00","MBA|NO1","FCR","55.30","0.00","55.30","12.30"
"06/01/2017 12:00 - 06/01/2017 13:00","MBA|NO1","FCR","55.10","0.00","55.10","8.14"
"06/01/2017 13:00 - 06/01/2017 14:00","MBA|NO1","FCR","55.30","5.43","55.30",""
"06/01/2017 14:00 - 06/01/2017 15:00","MBA|NO1","FCR","55.30","9.49","55.30",""
"06/01/2017 15:00 - 06/01/2017 16:00","MBA|NO1","FCR","54.40","33.92","54.40",""
"06/01/2017 16:00 - 06/01/2017 17:00","MBA|NO1","FCR","54.20","28.70","54.20",""
"06/01/2017 17:00 - 06/01/2017 18:00","MBA|NO1","FCR","54.50","4.10","54.50",""
"06/01/2017 18:00 - 06/01/2017 19:00","MBA|NO1","FCR","54.10","0.00","54.10","17.54"
"06/01/2017 19:00 - 06/01/2017 20:00","MBA|NO1","FCR","49.50","2.43","49.50",""
"06/01/2017 20:00 - 06/01/2017 21:00","MBA|NO1","FCR","47.50","0.00","47.50","26.71"
"06/01/2017 21:00 - 06/01/2017 22:00","MBA|NO1","FCR","45.80","14.81","45.80",""
"06/01/2017 22:00 - 06/01/2017 23:00","MBA|NO1","FCR","45.60","3.42","45.60",""
"06/01/2017 23:00 - 07/01/2017 00:00","MBA|NO1","FCR","46.10","0.00","46.10","9.17"
"07/01/2017 00:00 - 07/01/2017 01:00","MBA|NO1","FCR","43.50","4.32","43.50",""
"07/01/2017 01:00 - 07/01/2017 02:00","MBA|NO1","FCR","43.90","12.80","43.90",""
"07/01/2017 02:00 - 07/01/2017 03:00","MBA|NO1","FCR","43.50","11.73","43.50",""
"07/01/2017 03:00 - 07/01/2017 04:00","MBA|NO1","FCR","43.50","2.13","43.50",""
"07/01/2017 04:00 - 07/01/2017 05:00","MBA|NO1","FCR","43.90","0.00","43.90","9.60"
"07/01/2017 05:00 - 07/01/2017 06:00","MBA|NO1","FCR","46.50","0.00","46.50","2.24"
"07/01/2017 06:00 - 07/01/2017 07:00","MBA|NO1","FCR","45.50","0.00","45.50","14.44"
"07/01/2017 07:00 - 07/01/2017 08:00","MBA|NO1","FCR","42.40","0.00","42.40","11.61"
"07/01/2017 08:00 - 07/01/2017 09:00","MBA|NO1","FCR","43.50","15.13","43.50",""
"07/01/2017 09:00 - 07/01/2017 10:00","MBA|NO1","FCR","45.30","17.04","45.30",""
"07/01/2017 10:00 - 07/01/2017 11:00","MBA|NO1","FCR","45.50","15.90","45.50",""
"07/01/2017 11:00 - 07/01/2017 12:00","MBA|NO1","FCR","44.50","6.81","44.50",""
"07/01/2017 12:00 - 07/01/2017 13:00","MBA|NO1","FCR","45.50","7.95","45.50",""
"07/01/2017 13:00 - 07/01/2017 14:00","MBA|NO1","FCR","46.10","0.00","46.10","6.82"
"07/01/2017 14:00 - 07/01/2017 15:00","MBA|NO1","FCR","45.50","0.00","45.50","20.64"
"07/01/2017 15:00 - 07/01/2017 16:00","MBA|NO1","FCR","45.90","0.00","45.90","9.17"
"07/01/2017 16:00 - 07/01/2017 17:00","MBA|NO1","FCR","48.50","3.68","48.50",""
"07/01/2017 17:00 - 07/01/2017 18:00","MBA|NO1","FCR","46.90","8.73","46.90",""
"07/01/2017 18:00 - 07/01/2017 19:00","MBA|NO1","FCR","48.50","0.00","48.50","4.99"
"07/01/2017 19:00 - 07/01/2017 20:00","MBA|NO1","FCR","46.80","0.00","46.80","15.40"
"07/01/2017 20:00 - 07/01/2017 21:00","MBA|NO1","FCR","44.60","0.00","44.60","10.32"
"07/01/2017 21:00 - 07/01/2017 22:00","MBA|NO1","FCR","44.30","0.00","44.30","4.54"
"07/01/2017 22:00 - 07/01/2017 23:00","MBA|NO1","FCR","44.10","0.00","44.10","3.41"
"07/01/2017 23:00 - 08/01/2017 00:00","MBA|NO1","FCR","45.30","0.00","45.30","7.95"
"08/01/2017 00:00 - 08/01/2017 01:00","MBA|NO1","FCR","44.10","1.18","44.10",""
"08/01/2017 01:00 - 08/01/2017 02:00","MBA|NO1","FCR","44.40","12.94","44.40",""
"08/01/2017 02:00 - 08/01/2017 03:00","MBA|NO1","FCR","46.10","9.62","46.10",""
"08/01/2017 03:00 - 08/01/2017 04:00","MBA|NO1","FCR","46.30","3.61","46.30",""
"08/01/2017 04:00 - 08/01/2017 05:00","MBA|NO1","FCR","45.20","0.00","45.20","9.41"
"08/01/2017 05:00 - 08/01/2017 06:00","MBA|NO1","FCR","45.30","0.00","45.30","31.07"
"08/01/2017 06:00 - 08/01/2017 07:00","MBA|NO1","FCR","45.10","0.00","45.10","20.04"
"08/01/2017 07:00 - 08/01/2017 08:00","MBA|NO1","FCR","46.30","0.00","46.30","11.14"
"08/01/2017 08:00 - 08/01/2017 09:00","MBA|NO1","FCR","46.20","0.00","46.20","8.90"
"08/01/2017 09:00 - 08/01/2017 10:00","MBA|NO1","FCR","46.50","8.99","46.50",""
"08/01/2017 10:00 - 08/01/2017 11:00","MBA|NO1","FCR","45.90","17.83","45.90",""
"08/01/2017 11:00 - 08/01/2017 12:00","MBA|NO1","FCR","45.50","0.00","45.50","5.62"
"08/01/2017 12:00 - 08/01/2017 13:00","MBA|NO1","FCR","46.90","3.37","46.90",""
"08/01/2017 13:00 - 08/01/2017 14:00","MBA|NO1","FCR","46.50","8.99","46.50",""
"08/01/2017 14:00 - 08/01/2017 15:00","MBA|NO1","FCR","46.80","4.50","46.80",""
"08/01/2017 15:00 - 08/01/2017 16:00","MBA|NO1","FCR","47.60","6.84","47.60",""
"08/01/2017 16:00 - 08/01/2017 17:00","MBA|NO1","FCR","46.70","13.67","46.70",""
"08/01/2017 17:00 - 08/01/2017 18:00","MBA|NO1","FCR","46.60","0.00","46.60","10.46"
"08/01/2017 18:00 - 08/01/2017 19:00","MBA|NO1","FCR","46.70","0.00","46.70","18.23"
"08/01/2017 19:00 - 08/01/2017 20:00","MBA|NO1","FCR","46.60","0.00","46.60","13.67"
"08/01/2017 20:00 - 08/01/2017 21:00","MBA|NO1","FCR","39.80","0.00","39.80","18.46"
"08/01/2017 21:00 - 08/01/2017 22:00","MBA|NO1","FCR","42.50","0.00","42.50","6.28"
"08/01/2017 22:00 - 08/01/2017 23:00","MBA|NO1","FCR","39.90","0.00","39.90","18.46"
"08/01/2017 23:00 - 09/01/2017 00:00","MBA|NO1","FCR","40.50","0.00","40.50","0.99"
"09/01/2017 00:00 - 09/01/2017 01:00","MBA|NO1","FCR","46.50","21.69","46.50",""
"09/01/2017 01:00 - 09/01/2017 02:00","MBA|NO1","FCR","46.90","6.85","46.90",""
"09/01/2017 02:00 - 09/01/2017 03:00","MBA|NO1","FCR","47.30","6.97","47.30",""
"09/01/2017 03:00 - 09/01/2017 04:00","MBA|NO1","FCR","47.60","0.00","47.60","1.16"
"09/01/2017 04:00 - 09/01/2017 05:00","MBA|NO1","FCR","47.40","0.00","47.40","6.97"
"09/01/2017 05:00 - 09/01/2017 06:00","MBA|NO1","FCR","47.40","0.00","47.40","13.94"
"09/01/2017 06:00 - 09/01/2017 07:00","MBA|NO1","FCR","44.40","0.00","44.40","7.96"
"09/01/2017 07:00 - 09/01/2017 08:00","MBA|NO1","FCR","46.10","0.00","46.10","4.76"
"09/01/2017 08:00 - 09/01/2017 09:00","MBA|NO1","FCR","47.40","0.00","47.40","19.37"
"09/01/2017 09:00 - 09/01/2017 10:00","MBA|NO1","FCR","47.60","4.82","47.60",""
"09/01/2017 10:00 - 09/01/2017 11:00","MBA|NO1","FCR","48.30","23.16","48.30",""
"09/01/2017 11:00 - 09/01/2017 12:00","MBA|NO1","FCR","46.60","0.00","46.60","3.54"
"09/01/2017 12:00 - 09/01/2017 13:00","MBA|NO1","FCR","46.30","14.18","46.30",""
"09/01/2017 13:00 - 09/01/2017 14:00","MBA|NO1","FCR","45.60","14.87","45.60",""
"09/01/2017 14:00 - 09/01/2017 15:00","MBA|NO1","FCR","45.50","8.00","45.50",""
"09/01/2017 15:00 - 09/01/2017 16:00","MBA|NO1","FCR","46.30","16.02","46.30",""
"09/01/2017 16:00 - 09/01/2017 17:00","MBA|NO1","FCR","45.50","0.00","45.50","6.75"
"09/01/2017 17:00 - 09/01/2017 18:00","MBA|NO1","FCR","43.50","0.00","43.50","20.73"
"09/01/2017 18:00 - 09/01/2017 19:00","MBA|NO1","FCR","43.90","0.00","43.90","4.58"
"09/01/2017 19:00 - 09/01/2017 20:00","MBA|NO1","FCR","44.50","0.00","44.50",""
"09/01/2017 20:00 - 09/01/2017 21:00","MBA|NO1","FCR","44.50","0.00","44.50","27.16"
"09/01/2017 21:00 - 09/01/2017 22:00","MBA|NO1","FCR","44.90","6.79","44.90",""
"09/01/2017 22:00 - 09/01/2017 23:00","MBA|NO1","FCR","49.50","0.00","49.50","23.73"
"09/01/2017 23:00 - 10/01/2017 00:00","MBA|NO1","FCR","49.80","0.00","49.80","21.28"
"10/01/2017 00:00 - 10/01/2017 01:00","MBA|NO1","FCR","36.70","0.00","36.70","0.92"
"10/01/2017 01:00 - 10/01/2017 02:00","MBA|NO1","FCR","37.10","13.75","37.10",""
"10/01/2017 02:00 - 10/01/2017 03:00","MBA|NO1","FCR","36.70","7.33","36.70",""
"10/01/2017 03:00 - 10/01/2017 04:00","MBA|NO1","FCR","37.10","3.67","37.10",""
"10/01/2017 04:00 - 10/01/2017 05:00","MBA|NO1","FCR","36.80","4.58","36.80",""
"10/01/2017 05:00 - 10/01/2017 06:00","MBA|NO1","FCR","35.70","0.00","35.70","8.03"
"10/01/2017 06:00 - 10/01/2017 07:00","MBA|NO1","FCR","38.10","2.83","38.10",""
"10/01/2017 07:00 - 10/01/2017 08:00","MBA|NO1","FCR","40.80","3.93","40.80",""
"10/01/2017 08:00 - 10/01/2017 09:00","MBA|NO1","FCR","41.60","1.01","41.60",""
"10/01/2017 09:00 - 10/01/2017 10:00","MBA|NO1","FCR","42.80","5.15","42.80",""
"10/01/2017 10:00 - 10/01/2017 11:00","MBA|NO1","FCR","42.50","13.38","42.50",""
"10/01/2017 11:00 - 10/01/2017 12:00","MBA|NO1","FCR","41.50","20.59","41.50",""
"10/01/2017 12:00 - 10/01/2017 13:00","MBA|NO1","FCR","41.10","21.44","41.10",""
"10/01/2017 13:00 - 10/01/2017 14:00","MBA|NO1","FCR","41.40","8.15","41.40",""
"10/01/2017 14:00 - 10/01/2017 15:00","MBA|NO1","FCR","41.20","10.18","41.20",""
"10/01/2017 15:00 - 10/01/2017 16:00","MBA|NO1","FCR","42.70","5.19","42.70",""
"10/01/2017 16:00 - 10/01/2017 17:00","MBA|NO1","FCR","42.90","0.00","42.90","4.15"
"10/01/2017 17:00 - 10/01/2017 18:00","MBA|NO1","FCR","41.70","5.15","41.70",""
"10/01/2017 18:00 - 10/01/2017 19:00","MBA|NO1","FCR","41.90","0.00","41.90","12.36"
"10/01/2017 19:00 - 10/01/2017 20:00","MBA|NO1","FCR","42.80","0.00","42.80","16.20"
"10/01/2017 20:00 - 10/01/2017 21:00","MBA|NO1","FCR","43.90","0.00","43.90","17.29"
"10/01/2017 21:00 - 10/01/2017 22:00","MBA|NO1","FCR","43.70","0.00","43.70","7.44"
"10/01/2017 22:00 - 10/01/2017 23:00","MBA|NO1","FCR","42.90","0.00","42.90","24.28"
"10/01/2017 23:00 - 11/01/2017 00:00","MBA|NO1","FCR","41.80","0.00","41.80","21.59"
"11/01/2017 00:00 - 11/01/2017 01:00","MBA|NO1","FCR","44.10","0.00","44.10","3.16"
"11/01/2017 01:00 - 11/01/2017 02:00","MBA|NO1","FCR","42.40","6.02","42.40",""
"11/01/2017 02:00 - 11/01/2017 03:00","MBA|NO1","FCR","41.10","9.88","41.10",""
"11/01/2017 03:00 - 11/01/2017 04:00","MBA|NO1","FCR","41.30","20.75","41.30",""
"11/01/2017 04:00 - 11/01/2017 05:00","MBA|NO1","FCR","41.20","0.00","41.20","17.79"
"11/01/2017 05:00 - 11/01/2017 06:00","MBA|NO1","FCR","40.30","0.00","40.30","15.57"
"11/01/2017 06:00 - 11/01/2017 07:00","MBA|NO1","FCR","43.10","1.08","43.10",""
"11/01/2017 07:00 - 11/01/2017 08:00","MBA|NO1","FCR","41.30","0.00","41.30","4.16"
"11/01/2017 08:00 - 11/01/2017 09:00","MBA|NO1","FCR","42.10","0.00","42.10","11.45"
"11/01/2017 09:00 - 11/01/2017 10:00","MBA|NO1","FCR","42.40","16.66","42.40",""
"11/01/2017 10:00 - 11/01/2017 11:00","MBA|NO1","FCR","42.10","13.53","42.10",""
"11/01/2017 11:00 - 11/01/2017 12:00","MBA|NO1","FCR","41.30","0.00","41.30","3.95"
"11/01/2017 12:00 - 11/01/2017 13:00","MBA|NO1","FCR","41.00","8.88","41.00",""
"11/01/2017 13:00 - 11/01/2017 14:00","MBA|NO1","FCR","41.00","18.75","41.00",""
"11/01/2017 14:00 - 11/01/2017 15:00","MBA|NO1","FCR","41.40","8.88","41.40",""
"11/01/2017 15:00 - 11/01/2017 16:00","MBA|NO1","FCR","41.00","0.00","41.00","4.93"
"11/01/2017 16:00 - 11/01/2017 17:00","MBA|NO1","FCR","41.20","0.00","41.20","10.85"
"11/01/2017 17:00 - 11/01/2017 18:00","MBA|NO1","FCR","41.20","0.00","41.20","4.93"
"11/01/2017 18:00 - 11/01/2017 19:00","MBA|NO1","FCR","41.20","0.00","41.20","1.97"
"11/01/2017 19:00 - 11/01/2017 20:00","MBA|NO1","FCR","42.00","0.00","42.00","7.99"
"11/01/2017 20:00 - 11/01/2017 21:00","MBA|NO1","FCR","41.30","0.00","41.30","15.78"
"11/01/2017 21:00 - 11/01/2017 22:00","MBA|NO1","FCR","41.10","16.47","41.10",""
