"ISP (CET/CEST)","Area","Reserve Type","Regulation Up - Accepted [17.1.D] (MW)","Regulation Up - Activated [17.1.E] (MWh)","Regulation Down - Accepted [17.1.D] (MW)","Regulation Down - Activated [17.1.E] (MWh)"
"14/04/2016 12:00 - 14/04/2016 13:00","MBA|NO1","FCR","32.00","9.48","32.00",""
"14/04/2016 13:00 - 14/04/2016 14:00","MBA|NO1","FCR","32.00","11.06","32.00",""
"14/04/2016 14:00 - 14/04/2016 15:00","MBA|NO1","FCR","32.00","","32.00","8.69"
"14/04/2016 15:00 - 14/04/2016 16:00","MBA|NO1","FCR","33.00","","33.00","11.59"
"14/04/2016 16:00 - 14/04/2016 17:00","MBA|NO1","FCR","33.50","","33.50","4.20"
"14/04/2016 17:00 - 14/04/2016 18:00","MBA|NO1","FCR","33.50","4.20","33.50",""
"14/04/2016 18:00 - 14/04/2016 19:00","MBA|NO1","FCR","33.50","","33.50","8.40"
"14/04/2016 19:00 - 14/04/2016 20:00","MBA|NO1","FCR","33.50","","33.50","15.96"
"14/04/2016 20:00 - 14/04/2016 21:00","MBA|NO1","FCR","33.50","","33.50","1.68"
"14/04/2016 21:00 - 14/04/2016 22:00","MBA|NO1","FCR","33.50","0.84","33.50",""
"14/04/2016 22:00 - 14/04/2016 23:00","MBA|NO1","FCR","33.50","","33.50","15.13"
"14/04/2016 23:00 - 15/04/2016 00:00","MBA|NO1","FCR","33.50","","33.50","27.72"
"15/04/2016 00:00 - 15/04/2016 01:00","MBA|NO1","FCR","32.50","13.04","32.50",""
"15/04/2016 01:00 - 15/04/2016 02:00","MBA|NO1","FCR","32.50","1.63","32.50",""
"15/04/2016 02:00 - 15/04/2016 03:00","MBA|NO1","FCR","32.50","","32.50","5.71"
"15/04/2016 03:00 - 15/04/2016 04:00","MBA|NO1","FCR","32.50","","32.50","9.78"
"15/04/2016 04:00 - 15/04/2016 05:00","MBA|NO1","FCR","32.50","","32.50","8.15"
"15/04/2016 05:00 - 15/04/2016 06:00","MBA|NO1","FCR","32.50","8.97","32.50",""
"15/04/2016 06:00 - 15/04/2016 07:00","MBA|NO1","FCR","33.50","8.40","33.50",""
"15/04/2016 07:00 - 15/04/2016 08:00","MBA|NO1","FCR","33.50","","33.50","5.04"
"15/04/2016 08:00 - 15/04/2016 09:00","MBA|NO1","FCR","33.50","","33.50","4.20"
"15/04/2016 09:00 - 15/04/2016 10:00","MBA|NO1","FCR","32.50","1.59","32.50",""
"15/04/2016 10:00 - 15/04/2016 11:00","MBA|NO1","FCR","32.50","","32.50","1.59"
"15/04/2016 11:00 - 15/04/2016 12:00","MBA|NO1","FCR","31.50","","31.50","3.08"
"15/04/2016 12:00 - 15/04/2016 13:00","MBA|NO1","FCR","31.50","0.00","31.50",""
"15/04/2016 13:00 - 15/04/2016 14:00","MBA|NO1","FCR","31.50","9.72","31.50",""
"15/04/2016 14:00 - 15/04/2016 15:00","MBA|NO1","FCR","31.50","6.73","31.50",""
"15/04/2016 15:00 - 15/04/2016 16:00","MBA|NO1","FCR","31.60","","31.60","5.23"
"15/04/2016 16:00 - 15/04/2016 17:00","MBA|NO1","FCR","31.90","19.72","31.90",""
"15/04/2016 17:00 - 15/04/2016 18:00","MBA|NO1","FCR","31.90","2.28","31.90",""
"15/04/2016 18:00 - 15/04/2016 19:00","MBA|NO1","FCR","32.00","8.34","32.00",""
"15/04/2016 19:00 - 15/04/2016 20:00","MBA|NO1","FCR","31.90","4.55","31.90",""
"15/04/2016 20:00 - 15/04/2016 21:00","MBA|NO1","FCR","32.90","","32.90","11.73"
"15/04/2016 21:00 - 15/04/2016 22:00","MBA|NO1","FCR","32.90","","32.90","17.98"
"15/04/2016 22:00 - 15/04/2016 23:00","MBA|NO1","FCR","33.80","","33.80","18.68"
"15/04/2016 23:00 - 16/04/2016 00:00","MBA|NO1","FCR","33.90","","33.90","10.75"
"16/04/2016 00:00 - 16/04/2016 01:00","MBA|NO1","FCR","31.90","7.24","31.90",""
"16/04/2016 01:00 - 16/04/2016 02:00","MBA|NO1","FCR","31.90","","31.90","12.06"
"16/04/2016 02:00 - 16/04/2016 03:00","MBA|NO1","FCR","31.80","","31.80","4.02"
"16/04/2016 03:00 - 16/04/2016 04:00","MBA|NO1","FCR","31.90","2.41","31.90",""
"16/04/2016 04:00 - 16/04/2016 05:00","MBA|NO1","FCR","31.90","4.83","31.90",""
"16/04/2016 05:00 - 16/04/2016 06:00","MBA|NO1","FCR","31.90","4.02","31.90",""
"16/04/2016 06:00 - 16/04/2016 07:00","MBA|NO1","FCR","31.80","6.44","31.80",""
"16/04/2016 07:00 - 16/04/2016 08:00","MBA|NO1","FCR","31.90","12.06","31.90",""
"16/04/2016 08:00 - 16/04/2016 09:00","MBA|NO1","FCR","31.90","21.72","31.90",""
"16/04/2016 09:00 - 16/04/2016 10:00","MBA|NO1","FCR","30.90","6.24","30.90",""
"16/04/2016 10:00 - 16/04/2016 11:00","MBA|NO1","FCR","31.90","","31.90","5.63"
"16/04/2016 11:00 - 16/04/2016 12:00","MBA|NO1","FCR","31.80","4.96","31.80",""
"16/04/2016 12:00 - 16/04/2016 13:00","MBA|NO1","FCR","31.90","","31.90","0.83"
"16/04/2016 13:00 - 16/04/2016 14:00","MBA|NO1","FCR","31.90","","31.90","16.54"
"16/04/2016 14:00 - 16/04/2016 15:00","MBA|NO1","FCR","31.90","","31.90","6.62"
"16/04/2016 15:00 - 16/04/2016 16:00","MBA|NO1","FCR","31.80","9.10","31.80",""
"16/04/2016 16:00 - 16/04/2016 17:00","MBA|NO1","FCR","31.90","8.27","31.90",""
"16/04/2016 17:00 - 16/04/2016 18:00","MBA|NO1","FCR","31.90","1.65","31.90",""
"16/04/2016 18:00 - 16/04/2016 19:00","MBA|NO1","FCR","31.90","","31.90","4.96"
"16/04/2016 19:00 - 16/04/2016 20:00","MBA|NO1","FCR","31.80","0.00","31.80",""
"16/04/2016 20:00 - 16/04/2016 21:00","MBA|NO1","FCR","30.90","","30.90","11.69"
"16/04/2016 21:00 - 16/04/2016 22:00","MBA|NO1","FCR","30.90","","30.90","6.24"
"16/04/2016 22:00 - 16/04/2016 23:00","MBA|NO1","FCR","31.90","","31.90","11.09"
"16/04/2016 23:00 - 17/04/2016 00:00","MBA|NO1","FCR","31.90","","31.90","10.29"
"17/04/2016 00:00 - 17/04/2016 01:00","MBA|NO1","FCR","31.90","","31.90","10.77"
"17/04/2016 01:00 - 17/04/2016 02:00","MBA|NO1","FCR","30.90","","30.90","13.67"
"17/04/2016 02:00 - 17/04/2016 03:00","MBA|NO1","FCR","30.80","","30.80","0.76"
"17/04/2016 03:00 - 17/04/2016 04:00","MBA|NO1","FCR","30.90","6.84","30.90",""
"17/04/2016 04:00 - 17/04/2016 05:00","MBA|NO1","FCR","31.90","13.33","31.90",""
"17/04/2016 05:00 - 17/04/2016 06:00","MBA|NO1","FCR","30.90","3.04","30.90",""
"17/04/2016 06:00 - 17/04/2016 07:00","MBA|NO1","FCR","30.80","","30.80","4.56"
"17/04/2016 07:00 - 17/04/2016 08:00","MBA|NO1","FCR","30.90","7.44","30.90",""
"17/04/2016 08:00 - 17/04/2016 09:00","MBA|NO1","FCR","30.90","11.67","30.90",""
"17/04/2016 09:00 - 17/04/2016 10:00","MBA|NO1","FCR","30.90","10.21","30.90",""
"17/04/2016 10:00 - 17/04/2016 11:00","MBA|NO1","FCR","30.80","5.83","30.80",""
"17/04/2016 11:00 - 17/04/2016 12:00","MBA|NO1","FCR","31.90","","31.90","6.93"
"17/04/2016 12:00 - 17/04/2016 13:00","MBA|NO1","FCR","30.90","13.13","30.90",""
"17/04/2016 13:00 - 17/04/2016 14:00","MBA|NO1","FCR","30.90","8.75","30.90",""
"17/04/2016 14:00 - 17/04/2016 15:00","MBA|NO1","FCR","30.90","","30.90","11.67"
"17/04/2016 15:00 - 17/04/2016 16:00","MBA|NO1","FCR","30.80","","30.80","5.84"
"17/04/2016 16:00 - 17/04/2016 17:00","MBA|NO1","FCR","30.90","10.94","30.90",""
"17/04/2016 17:00 - 17/04/2016 18:00","MBA|NO1","FCR","31.90","3.07","31.90",""
"17/04/2016 18:00 - 17/04/2016 19:00","MBA|NO1","FCR","31.90","","31.90","19.94"
"17/04/2016 19:00 - 17/04/2016 20:00","MBA|NO1","FCR","31.80","0.77","31.80",""
"17/04/2016 20:00 - 17/04/2016 21:00","MBA|NO1","FCR","31.90","","31.90","23.01"
"17/04/2016 21:00 - 17/04/2016 22:00","MBA|NO1","FCR","31.00","5.96","31.00",""
"17/04/2016 22:00 - 17/04/2016 23:00","MBA|NO1","FCR","31.00","","31.00","5.96"
"17/04/2016 23:00 - 18/04/2016 00:00","MBA|NO1","FCR","31.00","","31.00","17.14"
"18/04/2016 00:00 - 18/04/2016 01:00","MBA|NO1","FCR","34.00","","34.00","15.22"
"18/04/2016 01:00 - 18/04/2016 02:00","MBA|NO1","FCR","34.00","","34.00","0.85"
"18/04/2016 02:00 - 18/04/2016 03:00","MBA|NO1","FCR","33.00","","33.00","9.84"
"18/04/2016 03:00 - 18/04/2016 04:00","MBA|NO1","FCR","34.00","","34.00","2.54"
"18/04/2016 04:00 - 18/04/2016 05:00","MBA|NO1","FCR","34.00","","34.00","0.85"
"18/04/2016 05:00 - 18/04/2016 06:00","MBA|NO1","FCR","34.00","","34.00","10.14"
"18/04/2016 06:00 - 18/04/2016 07:00","MBA|NO1","FCR","35.00","2.51","35.00",""
"18/04/2016 07:00 - 18/04/2016 08:00","MBA|NO1","FCR","36.00","6.02","36.00",""
"18/04/2016 08:00 - 18/04/2016 09:00","MBA|NO1","FCR","36.00","","36.00","1.73"
"18/04/2016 09:00 - 18/04/2016 10:00","MBA|NO1","FCR","35.10","","35.10","18.48"
"18/04/2016 10:00 - 18/04/2016 11:00","MBA|NO1","FCR","35.00","13.44","35.00",""
"18/04/2016 11:00 - 18/04/2016 12:00","MBA|NO1","FCR","33.00","1.58","33.00",""
"18/04/2016 12:00 - 18/04/2016 13:00","MBA|NO1","FCR","33.00","","33.00","0.79"
"18/04/2016 13:00 - 18/04/2016 14:00","MBA|NO1","FCR","34.00","4.88","34.00",""
"18/04/2016 14:00 - 18/04/2016 15:00","MBA|NO1","FCR","31.00","","31.00","6.82"
"18/04/2016 15:00 - 18/04/2016 16:00","MBA|NO1","FCR","31.00","6.91","31.00",""
"18/04/2016 16:00 - 18/04/2016 17:00","MBA|NO1","FCR","31.00","","31.00","0.77"
"18/04/2016 17:00 - 18/04/2016 18:00","MBA|NO1","FCR","31.00","1.54","31.00",""
"18/04/2016 18:00 - 18/04/2016 19:00","MBA|NO1","FCR","31.00","","31.00","5.37"
"18/04/2016 19:00 - 18/04/2016 20:00","MBA|NO1","FCR","31.00","0.77","31.00",""
"18/04/2016 20:00 - 18/04/2016 21:00","MBA|NO1","FCR","30.00","","30.00","9.75"
"18/04/2016 21:00 - 18/04/2016 22:00","MBA|NO1","FCR","30.10","9.00","30.10",""
"18/04/2016 22:00 - 18/04/2016 23:00","MBA|NO1","FCR","30.00","4.50","30.00",""
"18/04/2016 23:00 - 19/04/2016 00:00","MBA|NO1","FCR","30.00","","30.00","9.00"
"19/04/2016 00:00 - 19/04/2016 01:00","MBA|NO1","FCR","28.00","18.30","28.00",""
"19/04/2016 01:00 - 19/04/2016 02:00","MBA|NO1","FCR","28.00","2.71","28.00",""
"19/04/2016 02:00 - 19/04/2016 03:00","MBA|NO1","FCR","28.00","12.20","28.00",""
"19/04/2016 03:00 - 19/04/2016 04:00","MBA|NO1","FCR","28.00","17.62","28.00",""
"19/04/2016 04:00 - 19/04/2016 05:00","MBA|NO1","FCR","28.00","5.50","28.00",""
"19/04/2016 05:00 - 19/04/2016 06:00","MBA|NO1","FCR","28.00","","28.00","9.63"
"19/04/2016 06:00 - 19/04/2016 07:00","MBA|NO1","FCR","28.00","0.00","28.00",""
"19/04/2016 07:00 - 19/04/2016 08:00","MBA|NO1","FCR","29.10","4.85","29.10",""
"19/04/2016 08:00 - 19/04/2016 09:00","MBA|NO1","FCR","32.00","","32.00","9.82"
"19/04/2016 09:00 - 19/04/2016 10:00","MBA|NO1","FCR","32.00","","32.00","5.29"
"19/04/2016 10:00 - 19/04/2016 11:00","MBA|NO1","FCR","32.00","","32.00","5.29"
"19/04/2016 11:00 - 19/04/2016 12:00","MBA|NO1","FCR","32.00","","32.00","20.39"
"19/04/2016 12:00 - 19/04/2016 13:00","MBA|NO1","FCR","32.00","","32.00","9.06"
"19/04/2016 13:00 - 19/04/2016 14:00","MBA|NO1","FCR","32.00","8.31","32.00",""
"19/04/2016 14:00 - 19/04/2016 15:00","MBA|NO1","FCR","32.00","12.08","32.00",""
"19/04/2016 15:00 - 19/04/2016 16:00","MBA|NO1","FCR","29.00","","29.00","4.85"
"19/04/2016 16:00 - 19/04/2016 17:00","MBA|NO1","FCR","29.00","","29.00","4.85"
"19/04/2016 17:00 - 19/04/2016 18:00","MBA|NO1","FCR","29.00","8.31","29.00",""
"19/04/2016 18:00 - 19/04/2016 19:00","MBA|NO1","FCR","29.10","","29.10","4.85"
"19/04/2016 19:00 - 19/04/2016 20:00","MBA|NO1","FCR","29.00","","29.00","11.78"
"19/04/2016 20:00 - 19/04/2016 21:00","MBA|NO1","FCR","28.00","4.13","28.00",""
"19/04/2016 21:00 - 19/04/2016 22:00","MBA|NO1","FCR","28.00","7.56","28.00",""
"19/04/2016 22:00 - 19/04/2016 23:00","MBA|NO1","FCR","28.00","","28.00","2.75"
"19/04/2016 23:00 - 20/04/2016 00:00","MBA|NO1","FCR","28.00","","28.00","7.57"
"20/04/2016 00:00 - 20/04/2016 01:00","MBA|NO1","FCR","27.00","","27.00","12.45"
"20/04/2016 01:00 - 20/04/2016 02:00","MBA|NO1","FCR","26.00","9.71","26.00",""
"20/04/2016 02:00 - 20/04/2016 03:00","MBA|NO1","FCR","26.00","4.53","26.00",""
"20/04/2016 03:00 - 20/04/2016 04:00","MBA|NO1","FCR","26.00","","26.00","1.28"
"20/04/2016 04:00 - 20/04/2016 05:00","MBA|NO1","FCR","26.00","9.57","26.00",""
"20/04/2016 05:00 - 20/04/2016 06:00","MBA|NO1","FCR","26.00","6.38","26.00",""
"20/04/2016 06:00 - 20/04/2016 07:00","MBA|NO1","FCR","24.00","6.03","24.00",""
"20/04/2016 07:00 - 20/04/2016 08:00","MBA|NO1","FCR","25.00","0.00","25.00",""
"20/04/2016 08:00 - 20/04/2016 09:00","MBA|NO1","FCR","29.00","","29.00","23.55"
"20/04/2016 09:00 - 20/04/2016 10:00","MBA|NO1","FCR","25.00","","25.00","2.50"
"20/04/2016 10:00 - 20/04/2016 11:00","MBA|NO1","FCR","25.00","0.63","25.00",""
"20/04/2016 11:00 - 20/04/2016 12:00","MBA|NO1","FCR","25.00","","25.00","16.88"
"20/04/2016 12:00 - 20/04/2016 13:00","MBA|NO1","FCR","25.00","0.63","25.00",""
"20/04/2016 13:00 - 20/04/2016 14:00","MBA|NO1","FCR","25.00","4.38","25.00",""
"20/04/2016 14:00 - 20/04/2016 15:00","MBA|NO1","FCR","25.00","","25.00","2.50"
"20/04/2016 15:00 - 20/04/2016 16:00","MBA|NO1","FCR","25.00","11.88","25.00",""
"20/04/2016 16:00 - 20/04/2016 17:00","MBA|NO1","FCR","25.00","3.13","25.00",""
"20/04/2016 17:00 - 20/04/2016 18:00","MBA|NO1","FCR","25.00","7.50","25.00",""
"20/04/2016 18:00 - 20/04/2016 19:00","MBA|NO1","FCR","25.00","8.75","25.00",""
"20/04/2016 19:00 - 20/04/2016 20:00","MBA|NO1","FCR","25.00","5.00","25.00",""
"20/04/2016 20:00 - 20/04/2016 21:00","MBA|NO1","FCR","25.10","8.61","25.10",""
"20/04/2016 21:00 - 20/04/2016 22:00","MBA|NO1","FCR","25.00","3.69","25.00",""
"20/04/2016 22:00 - 20/04/2016 23:00","MBA|NO1","FCR","25.00","","25.00","21.53"
"20/04/2016 23:00 - 21/04/2016 00:00","MBA|NO1","FCR","25.00","","25.00","4.31"
"21/04/2016 00:00 - 21/04/2016 01:00","MBA|NO1","FCR","27.00","11.10","27.00",""
"21/04/2016 01:00 - 21/04/2016 02:00","MBA|NO1","FCR","27.00","","27.00","2.61"
"21/04/2016 02:00 - 21/04/2016 03:00","MBA|NO1","FCR","27.00","","27.00","1.96"
"21/04/2016 03:00 - 21/04/2016 04:00","MBA|NO1","FCR","27.00","","27.00","18.28"
"21/04/2016 04:00 - 21/04/2016 05:00","MBA|NO1","FCR","27.00","","27.00","8.48"
"21/04/2016 05:00 - 21/04/2016 06:00","MBA|NO1","FCR","27.00","13.05","27.00",""
"21/04/2016 06:00 - 21/04/2016 07:00","MBA|NO1","FCR","27.00","1.96","27.00",""
"21/04/2016 07:00 - 21/04/2016 08:00","MBA|NO1","FCR","29.00","","29.00","0.71"
"21/04/2016 08:00 - 21/04/2016 09:00","MBA|NO1","FCR","28.00","","28.00","11.64"
"21/04/2016 09:00 - 21/04/2016 10:00","MBA|NO1","FCR","27.00","","27.00","14.19"
"21/04/2016 10:00 - 21/04/2016 11:00","MBA|NO1","FCR","26.00","","26.00","0.64"
"21/04/2016 11:00 - 21/04/2016 12:00","MBA|NO1","FCR","26.00","","26.00","2.57"
"21/04/2016 12:00 - 21/04/2016 13:00","MBA|NO1","FCR","26.00","","26.00","3.85"
"21/04/2016 13:00 - 21/04/2016 14:00","MBA|NO1","FCR","26.00","","26.00","4.50"
"21/04/2016 14:00 - 21/04/2016 15:00","MBA|NO1","FCR","24.00","","24.00","3.51"
"21/04/2016 15:00 - 21/04/2016 16:00","MBA|NO1","FCR","24.00","4.68","24.00",""
"21/04/2016 16:00 - 21/04/2016 17:00","MBA|NO1","FCR","24.00","","24.00","0.58"
"21/04/2016 17:00 - 21/04/2016 18:00","MBA|NO1","FCR","26.00","18.82","26.00",""
"21/04/2016 18:00 - 21/04/2016 19:00","MBA|NO1","FCR","27.00","","27.00","4.57"
"21/04/2016 19:00 - 21/04/2016 20:00","MBA|NO1","FCR","27.00","","27.00","3.26"
"21/04/2016 20:00 - 21/04/2016 21:00","MBA|NO1","FCR","27.00","8.49","27.00",""
"21/04/2016 21:00 - 21/04/2016 22:00","MBA|NO1","FCR","27.00","9.14","27.00",""
"21/04/2016 22:00 - 21/04/2016 23:00","MBA|NO1","FCR","27.00","","27.00","22.18"
"21/04/2016 23:00 - 22/04/2016 00:00","MBA|NO1","FCR","27.00","","27.00","9.14"
"22/04/2016 00:00 - 22/04/2016 01:00","MBA|NO1","FCR","31.10","","31.10","9.62"
"22/04/2016 01:00 - 22/04/2016 02:00","MBA|NO1","FCR","30.90","1.60","30.90",""
"22/04/2016 02:00 - 22/04/2016 03:00","MBA|NO1","FCR","31.10","2.40","31.10",""
"22/04/2016 03:00 - 22/04/2016 04:00","MBA|NO1","FCR","31.10","12.02","31.10",""
"22/04/2016 04:00 - 22/04/2016 05:00","MBA|NO1","FCR","31.00","8.01","31.00",""
"22/04/2016 05:00 - 22/04/2016 06:00","MBA|NO1","FCR","31.10","","31.10","13.62"
"22/04/2016 06:00 - 22/04/2016 07:00","MBA|NO1","FCR","31.10","","31.10","24.84"
"22/04/2016 07:00 - 22/04/2016 08:00","MBA|NO1","FCR","31.10","","31.10","16.69"
"22/04/2016 08:00 - 22/04/2016 09:00","MBA|NO1","FCR","30.20","","30.20","6.93"
"22/04/2016 09:00 - 22/04/2016 10:00","MBA|NO1","FCR","30.20","6.93","30.20",""
"22/04/2016 10:00 - 22/04/2016 11:00","MBA|NO1","FCR","30.10","6.15","30.10",""
"22/04/2016 11:00 - 22/04/2016 12:00","MBA|NO1","FCR","30.20","","30.20","9.23"
"22/04/2016 12:00 - 22/04/2016 13:00","MBA|NO1","FCR","30.20","","30.20","7.70"
"22/04/2016 13:00 - 22/04/2016 14:00","MBA|NO1","FCR","30.10","","30.10","14.21"
"22/04/2016 14:00 - 22/04/2016 15:00","MBA|NO1","FCR","29.20","","29.20","3.76"
"22/04/2016 15:00 - 22/04/2016 16:00","MBA|NO1","FCR","28.30","8.72","28.30",""
"22/04/2016 16:00 - 22/04/2016 17:00","MBA|NO1","FCR","29.10","20.30","29.10",""
"22/04/2016 17:00 - 22/04/2016 18:00","MBA|NO1","FCR","29.20","16.55","29.20",""
"22/04/2016 18:00 - 22/04/2016 19:00","MBA|NO1","FCR","29.20","3.76","29.20",""
"22/04/2016 19:00 - 22/04/2016 20:00","MBA|NO1","FCR","29.10","9.77","29.10",""
"22/04/2016 20:00 - 22/04/2016 21:00","MBA|NO1","FCR","29.20","12.04","29.20",""
"22/04/2016 21:00 - 22/04/2016 22:00","MBA|NO1","FCR","29.20","3.76","29.20",""
"22/04/2016 22:00 - 22/04/2016 23:00","MBA|NO1","FCR","29.10","","29.10","11.28"
"22/04/2016 23:00 - 23/04/2016 00:00","MBA|NO1","FCR","29.20","","29.20","9.78"
"23/04/2016 00:00 - 23/04/2016 01:00","MBA|NO1","FCR","35.20","","35.20","9.35"
"23/04/2016 01:00 - 23/04/2016 02:00","MBA|NO1","FCR","35.20","16.15","35.20",""
"23/04/2016 02:00 - 23/04/2016 03:00","MBA|NO1","FCR","35.10","13.59","35.10",""
"23/04/2016 03:00 - 23/04/2016 04:00","MBA|NO1","FCR","35.20","5.95","35.20",""
"23/04/2016 04:00 - 23/04/2016 05:00","MBA|NO1","FCR","35.20","10.20","35.20",""
"23/04/2016 05:00 - 23/04/2016 06:00","MBA|NO1","FCR","35.10","2.55","35.10",""
"23/04/2016 06:00 - 23/04/2016 07:00","MBA|NO1","FCR","35.20","6.80","35.20",""
"23/04/2016 07:00 - 23/04/2016 08:00","MBA|NO1","FCR","36.20","19.52","36.20",""
"23/04/2016 08:00 - 23/04/2016 09:00","MBA|NO1","FCR","38.10","15.84","38.10",""
"23/04/2016 09:00 - 23/04/2016 10:00","MBA|NO1","FCR","38.20","","38.20","18.65"
"23/04/2016 10:00 - 23/04/2016 11:00","MBA|NO1","FCR","38.20","","38.20","13.05"
"23/04/2016 11:00 - 23/04/2016 12:00","MBA|NO1","FCR","38.10","","38.10","4.66"
"23/04/2016 12:00 - 23/04/2016 13:00","MBA|NO1","FCR","38.30","","38.30","7.46"
"23/04/2016 13:00 - 23/04/2016 14:00","MBA|NO1","FCR","38.20","","38.20","4.66"
"23/04/2016 14:00 - 23/04/2016 15:00","MBA|NO1","FCR","38.20","1.87","38.20",""
"23/04/2016 15:00 - 23/04/2016 16:00","MBA|NO1","FCR","38.10","","38.10","8.39"
"23/04/2016 16:00 - 23/04/2016 17:00","MBA|NO1","FCR","38.20","6.53","38.20",""
"23/04/2016 17:00 - 23/04/2016 18:00","MBA|NO1","FCR","38.20","15.85","38.20",""
"23/04/2016 18:00 - 23/04/2016 19:00","MBA|NO1","FCR","38.10","","38.10","0.93"
"23/04/2016 19:00 - 23/04/2016 20:00","MBA|NO1","FCR","38.30","","38.30","11.19"
"23/04/2016 20:00 - 23/04/2016 21:00","MBA|NO1","FCR","38.20","0.00","38.20",""
"23/04/2016 21:00 - 23/04/2016 22:00","MBA|NO1","FCR","38.20","16.77","38.20",""
"23/04/2016 22:00 - 23/04/2016 23:00","MBA|NO1","FCR","38.20","","38.20","14.92"
"23/04/2016 23:00 - 24/04/2016 00:00","MBA|NO1","FCR","38.20","","38.20","3.73"
"24/04/2016 00:00 - 24/04/2016 01:00","MBA|NO1","FCR","35.20","","35.20","13.12"
"24/04/2016 01:00 - 24/04/2016 02:00","MBA|NO1","FCR","34.10","11.17","34.10",""
"24/04/2016 02:00 - 24/04/2016 03:00","MBA|NO1","FCR","34.20","","34.20","5.16"
"24/04/2016 03:00 - 24/04/2016 04:00","MBA|NO1","FCR","34.20","","34.20","6.88"
"24/04/2016 04:00 - 24/04/2016 05:00","MBA|NO1","FCR","34.10","","34.10","10.31"
"24/04/2016 05:00 - 24/04/2016 06:00","MBA|NO1","FCR","34.30","","34.30","12.04"
"24/04/2016 06:00 - 24/04/2016 07:00","MBA|NO1","FCR","34.20","","34.20","1.72"
"24/04/2016 07:00 - 24/04/2016 08:00","MBA|NO1","FCR","34.20","9.45","34.20",""
"24/04/2016 08:00 - 24/04/2016 09:00","MBA|NO1","FCR","34.20","6.88","34.20",""
"24/04/2016 09:00 - 24/04/2016 10:00","MBA|NO1","FCR","35.20","5.25","35.20",""
"24/04/2016 10:00 - 24/04/2016 11:00","MBA|NO1","FCR","35.10","0.87","35.10",""
"24/04/2016 11:00 - 24/04/2016 12:00","MBA|NO1","FCR","35.20","","35.20","5.25"
"24/04/2016 12:00 - 24/04/2016 13:00","MBA|NO1","FCR","35.20","","35.20","16.62"
"24/04/2016 13:00 - 24/04/2016 14:00","MBA|NO1","FCR","35.10","","35.10","13.11"
"24/04/2016 14:00 - 24/04/2016 15:00","MBA|NO1","FCR","35.20","7.87","35.20",""
"24/04/2016 15:00 - 24/04/2016 16:00","MBA|NO1","FCR","35.30","20.12","35.30",""
"24/04/2016 16:00 - 24/04/2016 17:00","MBA|NO1","FCR","35.10","20.98","35.10",""
"24/04/2016 17:00 - 24/04/2016 18:00","MBA|NO1","FCR","35.20","15.75","35.20",""
"24/04/2016 18:00 - 24/04/2016 19:00","MBA|NO1","FCR","37.20","11.04","37.20",""
"24/04/2016 19:00 - 24/04/2016 20:00","MBA|NO1","FCR","37.10","0.00","37.10",""
"24/04/2016 20:00 - 24/04/2016 21:00","MBA|NO1","FCR","37.20","7.36","37.20",""
"24/04/2016 21:00 - 24/04/2016 22:00","MBA|NO1","FCR","37.20","11.04","37.20",""
"24/04/2016 22:00 - 24/04/2016 23:00","MBA|NO1","FCR","37.10","","37.10","8.27"
"24/04/2016 23:00 - 25/04/2016 00:00","MBA|NO1","FCR","36.20","","36.20","23.20"
"25/04/2016 00:00 - 25/04/2016 01:00","MBA|NO1","FCR","33.20","","33.20","28.47"
"25/04/2016 01:00 - 25/04/2016 02:00","MBA|NO1","FCR","35.10","","35.10","9.64"
"25/04/2016 02:00 - 25/04/2016 03:00","MBA|NO1","FCR","35.20","14.91","35.20",""
"25/04/2016 03:00 - 25/04/2016 04:00","MBA|NO1","FCR","35.20","3.51","35.20",""
"25/04/2016 04:00 - 25/04/2016 05:00","MBA|NO1","FCR","35.10","","35.10","2.63"
"25/04/2016 05:00 - 25/04/2016 06:00","MBA|NO1","FCR","34.20","","34.20","0.88"
"25/04/2016 06:00 - 25/04/2016 07:00","MBA|NO1","FCR","37.20","1.86","37.20",""
"25/04/2016 07:00 - 25/04/2016 08:00","MBA|NO1","FCR","39.10","17.31","39.10",""
"25/04/2016 08:00 - 25/04/2016 09:00","MBA|NO1","FCR","38.20","","38.20","22.67"
"25/04/2016 09:00 - 25/04/2016 10:00","MBA|NO1","FCR","39.10","","39.10","12.57"
"25/04/2016 10:00 - 25/04/2016 11:00","MBA|NO1","FCR","39.00","","39.00","12.56"
"25/04/2016 11:00 - 25/04/2016 12:00","MBA|NO1","FCR","39.00","0.00","39.00",""
"25/04/2016 12:00 - 25/04/2016 13:00","MBA|NO1","FCR","38.10","","38.10","3.71"
"25/04/2016 13:00 - 25/04/2016 14:00","MBA|NO1","FCR","38.10","","38.10","5.56"
"25/04/2016 14:00 - 25/04/2016 15:00","MBA|NO1","FCR","37.10","","37.10","17.32"
"25/04/2016 15:00 - 25/04/2016 16:00","MBA|NO1","FCR","37.00","","37.00","9.11"
"25/04/2016 16:00 - 25/04/2016 17:00","MBA|NO1","FCR","37.10","4.56","37.10",""
"25/04/2016 17:00 - 25/04/2016 18:00","MBA|NO1","FCR","37.00","22.78","37.00",""
"25/04/2016 18:00 - 25/04/2016 19:00","MBA|NO1","FCR","37.00","11.85","37.00",""
"25/04/2016 19:00 - 25/04/2016 20:00","MBA|NO1","FCR","37.10","","37.10","4.56"
