"ISP (CET/CEST)","Area","Reserve Type","Regulation Up - Accepted [17.1.D] (MW)","Regulation Up - Activated [17.1.E] (MWh)","Regulation Down - Accepted [17.1.D] (MW)","Regulation Down - Activated [17.1.E] (MWh)"
"02/01/2016 11:00 - 02/01/2016 12:00","MBA|NO1","FCR","39.50","15.04","39.50",""
"02/01/2016 12:00 - 02/01/2016 13:00","MBA|NO1","FCR","39.40","17.18","39.40",""
"02/01/2016 13:00 - 02/01/2016 14:00","MBA|NO1","FCR","39.50","8.59","39.50",""
"02/01/2016 14:00 - 02/01/2016 15:00","MBA|NO1","FCR","42.40","7.75","42.40",""
"02/01/2016 15:00 - 02/01/2016 16:00","MBA|NO1","FCR","44.50","13.84","44.50",""
"02/01/2016 16:00 - 02/01/2016 17:00","MBA|NO1","FCR","44.40","20.76","44.40",""
"02/01/2016 17:00 - 02/01/2016 18:00","MBA|NO1","FCR","43.50","24.25","43.50",""
"02/01/2016 18:00 - 02/01/2016 19:00","MBA|NO1","FCR","44.40","6.92","44.40",""
"02/01/2016 19:00 - 02/01/2016 20:00","MBA|NO1","FCR","47.50","","47.50","6.07"
"02/01/2016 20:00 - 02/01/2016 21:00","MBA|NO1","FCR","47.40","","47.40","7.29"
"02/01/2016 21:00 - 02/01/2016 22:00","MBA|NO1","FCR","44.50","3.42","44.50",""
"02/01/2016 22:00 - 02/01/2016 23:00","MBA|NO1","FCR","44.40","","44.40","10.27"
"02/01/2016 23:00 - 03/01/2016 00:00","MBA|NO1","FCR","44.20","","44.20","5.71"
"03/01/2016 00:00 - 03/01/2016 01:00","MBA|NO1","FCR","33.40","","33.40","15.40"
"03/01/2016 01:00 - 03/01/2016 02:00","MBA|NO1","FCR","36.50","12.73","36.50",""
"03/01/2016 02:00 - 03/01/2016 03:00","MBA|NO1","FCR","33.40","4.53","33.40",""
"03/01/2016 03:00 - 03/01/2016 04:00","MBA|NO1","FCR","34.50","","34.50","6.59"
"03/01/2016 04:00 - 03/01/2016 05:00","MBA|NO1","FCR","34.40","","34.40","13.19"
"03/01/2016 05:00 - 03/01/2016 06:00","MBA|NO1","FCR","33.40","","33.40","8.15"
"03/01/2016 06:00 - 03/01/2016 07:00","MBA|NO1","FCR","39.50","","39.50","11.68"
"03/01/2016 07:00 - 03/01/2016 08:00","MBA|NO1","FCR","41.40","","41.40","16.59"
"03/01/2016 08:00 - 03/01/2016 09:00","MBA|NO1","FCR","39.40","","39.40","1.06"
"03/01/2016 09:00 - 03/01/2016 10:00","MBA|NO1","FCR","37.50","13.81","37.50",""
"03/01/2016 10:00 - 03/01/2016 11:00","MBA|NO1","FCR","40.40","12.89","40.40",""
"03/01/2016 11:00 - 03/01/2016 12:00","MBA|NO1","FCR","43.50","","43.50","36.71"
"03/01/2016 12:00 - 03/01/2016 13:00","MBA|NO1","FCR","43.40","","43.40","1.23"
"03/01/2016 13:00 - 03/01/2016 14:00","MBA|NO1","FCR","45.40","17.13","45.40",""
"03/01/2016 14:00 - 03/01/2016 15:00","MBA|NO1","FCR","45.50","15.92","45.50",""
"03/01/2016 15:00 - 03/01/2016 16:00","MBA|NO1","FCR","43.40","19.58","43.40",""
"03/01/2016 16:00 - 03/01/2016 17:00","MBA|NO1","FCR","44.50","18.92","44.50",""
"03/01/2016 17:00 - 03/01/2016 18:00","MBA|NO1","FCR","44.40","12.62","44.40",""
"03/01/2016 18:00 - 03/01/2016 19:00","MBA|NO1","FCR","45.50","","45.50","2.52"
"03/01/2016 19:00 - 03/01/2016 20:00","MBA|NO1","FCR","46.40","","46.40","31.53"
"03/01/2016 20:00 - 03/01/2016 21:00","MBA|NO1","FCR","46.20","","46.20","21.45"
"03/01/2016 21:00 - 03/01/2016 22:00","MBA|NO1","FCR","45.50","","45.50","12.16"
"03/01/2016 22:00 - 03/01/2016 23:00","MBA|NO1","FCR","44.40","","44.40","16.64"
"03/01/2016 23:00 - 04/01/2016 00:00","MBA|NO1","FCR","44.50","","44.50","5.92"
"04/01/2016 00:00 - 04/01/2016 01:00","MBA|NO1","FCR","39.00","","39.00","9.35"
"04/01/2016 01:00 - 04/01/2016 02:00","MBA|NO1","FCR","40.00","10.43","40.00",""
"04/01/2016 02:00 - 04/01/2016 03:00","MBA|NO1","FCR","38.00","13.76","38.00",""
"04/01/2016 03:00 - 04/01/2016 04:00","MBA|NO1","FCR","40.00","4.91","40.00",""
"04/01/2016 04:00 - 04/01/2016 05:00","MBA|NO1","FCR","40.00","","40.00","2.95"
"04/01/2016 05:00 - 04/01/2016 06:00","MBA|NO1","FCR","39.00","","39.00","25.55"
"04/01/2016 06:00 - 04/01/2016 07:00","MBA|NO1","FCR","42.00","7.46","42.00",""
"04/01/2016 07:00 - 04/01/2016 08:00","MBA|NO1","FCR","40.00","17.51","40.00",""
"04/01/2016 08:00 - 04/01/2016 09:00","MBA|NO1","FCR","49.00","8.63","49.00",""
"04/01/2016 09:00 - 04/01/2016 10:00","MBA|NO1","FCR","50.90","12.14","50.90",""
"04/01/2016 10:00 - 04/01/2016 11:00","MBA|NO1","FCR","50.90","13.49","50.90",""
"04/01/2016 11:00 - 04/01/2016 12:00","MBA|NO1","FCR","51.00","1.35","51.00",""
"04/01/2016 12:00 - 04/01/2016 13:00","MBA|NO1","FCR","50.90","","50.90","10.79"
"04/01/2016 13:00 - 04/01/2016 14:00","MBA|NO1","FCR","51.00","","51.00","10.80"
"04/01/2016 14:00 - 04/01/2016 15:00","MBA|NO1","FCR","51.90","","51.90","15.20"
"04/01/2016 15:00 - 04/01/2016 16:00","MBA|NO1","FCR","52.00","","52.00","5.53"
"04/01/2016 16:00 - 04/01/2016 17:00","MBA|NO1","FCR","50.90","31.79","50.90",""
"04/01/2016 17:00 - 04/01/2016 18:00","MBA|NO1","FCR","44.00","7.58","44.00",""
"04/01/2016 18:00 - 04/01/2016 19:00","MBA|NO1","FCR","51.90","9.67","51.90",""
"04/01/2016 19:00 - 04/01/2016 20:00","MBA|NO1","FCR","49.80","16.01","49.80",""
"04/01/2016 20:00 - 04/01/2016 21:00","MBA|NO1","FCR","50.00","","50.00","6.67"
"04/01/2016 21:00 - 04/01/2016 22:00","MBA|NO1","FCR","49.90","","49.90","12.00"
"04/01/2016 22:00 - 04/01/2016 23:00","MBA|NO1","FCR","49.00","5.19","49.00",""
"04/01/2016 23:00 - 05/01/2016 00:00","MBA|NO1","FCR","46.90","","46.90","12.59"
"05/01/2016 00:00 - 05/01/2016 01:00","MBA|NO1","FCR","49.90","","49.90","27.33"
"05/01/2016 01:00 - 05/01/2016 02:00","MBA|NO1","FCR","50.00","26.04","50.00",""
"05/01/2016 02:00 - 05/01/2016 03:00","MBA|NO1","FCR","49.90","28.63","49.90",""
"05/01/2016 03:00 - 05/01/2016 04:00","MBA|NO1","FCR","50.00","9.11","50.00",""
"05/01/2016 04:00 - 05/01/2016 05:00","MBA|NO1","FCR","50.90","","50.90","9.55"
"05/01/2016 05:00 - 05/01/2016 06:00","MBA|NO1","FCR","51.00","","51.00","2.73"
"05/01/2016 06:00 - 05/01/2016 07:00","MBA|NO1","FCR","48.90","6.52","48.90",""
"05/01/2016 07:00 - 05/01/2016 08:00","MBA|NO1","FCR","48.80","10.70","48.80",""
"05/01/2016 08:00 - 05/01/2016 09:00","MBA|NO1","FCR","52.00","","52.00","8.32"
"05/01/2016 09:00 - 05/01/2016 10:00","MBA|NO1","FCR","51.90","1.39","51.90",""
"05/01/2016 10:00 - 05/01/2016 11:00","MBA|NO1","FCR","52.00","12.48","52.00",""
"05/01/2016 11:00 - 05/01/2016 12:00","MBA|NO1","FCR","51.90","24.95","51.90",""
"05/01/2016 12:00 - 05/01/2016 13:00","MBA|NO1","FCR","51.90","9.70","51.90",""
"05/01/2016 13:00 - 05/01/2016 14:00","MBA|NO1","FCR","51.90","","51.90","29.11"
"05/01/2016 14:00 - 05/01/2016 15:00","MBA|NO1","FCR","52.00","","52.00","31.90"
"05/01/2016 15:00 - 05/01/2016 16:00","MBA|NO1","FCR","51.90","","51.90","36.05"
"05/01/2016 16:00 - 05/01/2016 17:00","MBA|NO1","FCR","52.00","23.57","52.00",""
"05/01/2016 17:00 - 05/01/2016 18:00","MBA|NO1","FCR","51.90","","51.90","16.64"
"05/01/2016 18:00 - 05/01/2016 19:00","MBA|NO1","FCR","52.00","","52.00","27.73"
"05/01/2016 19:00 - 05/01/2016 20:00","MBA|NO1","FCR","49.90","","49.90","19.74"
"05/01/2016 20:00 - 05/01/2016 21:00","MBA|NO1","FCR","52.80","","52.80","12.78"
"05/01/2016 21:00 - 05/01/2016 22:00","MBA|NO1","FCR","47.00","26.81","47.00",""
"05/01/2016 22:00 - 05/01/2016 23:00","MBA|NO1","FCR","46.90","","46.90","22.97"
"05/01/2016 23:00 - 06/01/2016 00:00","MBA|NO1","FCR","47.00","","47.00","28.91"
"06/01/2016 00:00 - 06/01/2016 01:00","MBA|NO1","FCR","44.90","","44.90","34.84"
"06/01/2016 01:00 - 06/01/2016 02:00","MBA|NO1","FCR","45.00","11.62","45.00",""
"06/01/2016 02:00 - 06/01/2016 03:00","MBA|NO1","FCR","44.90","31.36","44.90",""
"06/01/2016 03:00 - 06/01/2016 04:00","MBA|NO1","FCR","44.90","29.03","44.90",""
"06/01/2016 04:00 - 06/01/2016 05:00","MBA|NO1","FCR","45.00","15.11","45.00",""
"06/01/2016 05:00 - 06/01/2016 06:00","MBA|NO1","FCR","44.90","10.45","44.90",""
"06/01/2016 06:00 - 06/01/2016 07:00","MBA|NO1","FCR","46.90","1.21","46.90",""
"06/01/2016 07:00 - 06/01/2016 08:00","MBA|NO1","FCR","50.00","43.87","50.00",""
"06/01/2016 08:00 - 06/01/2016 09:00","MBA|NO1","FCR","49.90","7.99","49.90",""
"06/01/2016 09:00 - 06/01/2016 10:00","MBA|NO1","FCR","49.00","","49.00","20.04"
"06/01/2016 10:00 - 06/01/2016 11:00","MBA|NO1","FCR","51.90","","51.90","11.70"
"06/01/2016 11:00 - 06/01/2016 12:00","MBA|NO1","FCR","52.00","","52.00","14.44"
"06/01/2016 12:00 - 06/01/2016 13:00","MBA|NO1","FCR","51.90","","51.90","23.14"
"06/01/2016 13:00 - 06/01/2016 14:00","MBA|NO1","FCR","51.90","","51.90","28.93"
"06/01/2016 14:00 - 06/01/2016 15:00","MBA|NO1","FCR","52.00","","52.00","33.59"
"06/01/2016 15:00 - 06/01/2016 16:00","MBA|NO1","FCR","51.90","","51.90","1.40"
"06/01/2016 16:00 - 06/01/2016 17:00","MBA|NO1","FCR","52.00","","52.00","19.59"
"06/01/2016 17:00 - 06/01/2016 18:00","MBA|NO1","FCR","51.90","","51.90","32.18"
"06/01/2016 18:00 - 06/01/2016 19:00","MBA|NO1","FCR","52.00","","52.00","29.37"
"06/01/2016 19:00 - 06/01/2016 20:00","MBA|NO1","FCR","51.90","30.51","51.90",""
"06/01/2016 20:00 - 06/01/2016 21:00","MBA|NO1","FCR","52.00","26.20","52.00",""
"06/01/2016 21:00 - 06/01/2016 22:00","MBA|NO1","FCR","49.90","","49.90","6.44"
"06/01/2016 22:00 - 06/01/2016 23:00","MBA|NO1","FCR","48.80","","48.80","31.49"
"06/01/2016 23:00 - 07/01/2016 00:00","MBA|NO1","FCR","51.00","24.63","51.00",""
"07/01/2016 00:00 - 07/01/2016 01:00","MBA|NO1","FCR","46.90","13.68","46.90",""
"07/01/2016 01:00 - 07/01/2016 02:00","MBA|NO1","FCR","49.00","","49.00","14.13"
"07/01/2016 02:00 - 07/01/2016 03:00","MBA|NO1","FCR","47.90","","47.90","19.26"
"07/01/2016 03:00 - 07/01/2016 04:00","MBA|NO1","FCR","48.00","0.00","48.00",""
"07/01/2016 04:00 - 07/01/2016 05:00","MBA|NO1","FCR","47.90","15.41","47.90",""
"07/01/2016 05:00 - 07/01/2016 06:00","MBA|NO1","FCR","47.90","","47.90","19.22"
"07/01/2016 06:00 - 07/01/2016 07:00","MBA|NO1","FCR","51.00","","51.00","23.11"
"07/01/2016 07:00 - 07/01/2016 08:00","MBA|NO1","FCR","51.90","25.50","51.90",""
"07/01/2016 08:00 - 07/01/2016 09:00","MBA|NO1","FCR","46.00","16.53","46.00",""
"07/01/2016 09:00 - 07/01/2016 10:00","MBA|NO1","FCR","41.90","","41.90","7.14"
"07/01/2016 10:00 - 07/01/2016 11:00","MBA|NO1","FCR","41.90","0.00","41.90",""
"07/01/2016 11:00 - 07/01/2016 12:00","MBA|NO1","FCR","42.00","","42.00","4.76"
"07/01/2016 12:00 - 07/01/2016 13:00","MBA|NO1","FCR","42.90","8.32","42.90",""
"07/01/2016 13:00 - 07/01/2016 14:00","MBA|NO1","FCR","43.00","17.84","43.00",""
"07/01/2016 14:00 - 07/01/2016 15:00","MBA|NO1","FCR","50.90","","50.90","19.45"
"07/01/2016 15:00 - 07/01/2016 16:00","MBA|NO1","FCR","51.90","","51.90","20.34"
"07/01/2016 16:00 - 07/01/2016 17:00","MBA|NO1","FCR","51.00","","51.00","26.42"
"07/01/2016 17:00 - 07/01/2016 18:00","MBA|NO1","FCR","50.90","","50.90","27.74"
"07/01/2016 18:00 - 07/01/2016 19:00","MBA|NO1","FCR","53.00","","53.00","52.87"
"07/01/2016 19:00 - 07/01/2016 20:00","MBA|NO1","FCR","51.90","","51.90","42.04"
"07/01/2016 20:00 - 07/01/2016 21:00","MBA|NO1","FCR","47.00","","47.00","11.10"
"07/01/2016 21:00 - 07/01/2016 22:00","MBA|NO1","FCR","51.90","","51.90","6.58"
"07/01/2016 22:00 - 07/01/2016 23:00","MBA|NO1","FCR","42.80","","42.80","13.81"
"07/01/2016 23:00 - 08/01/2016 00:00","MBA|NO1","FCR","47.00","","47.00","13.05"
"08/01/2016 00:00 - 08/01/2016 01:00","MBA|NO1","FCR","43.00","","43.00","12.02"
"08/01/2016 01:00 - 08/01/2016 02:00","MBA|NO1","FCR","43.00","19.67","43.00",""
"08/01/2016 02:00 - 08/01/2016 03:00","MBA|NO1","FCR","43.00","24.04","43.00",""
"08/01/2016 03:00 - 08/01/2016 04:00","MBA|NO1","FCR","42.00","22.88","42.00",""
"08/01/2016 04:00 - 08/01/2016 05:00","MBA|NO1","FCR","42.00","11.44","42.00",""
"08/01/2016 05:00 - 08/01/2016 06:00","MBA|NO1","FCR","42.00","","42.00","6.24"
"08/01/2016 06:00 - 08/01/2016 07:00","MBA|NO1","FCR","44.00","","44.00","4.44"
"08/01/2016 07:00 - 08/01/2016 08:00","MBA|NO1","FCR","48.00","","48.00","12.18"
"08/01/2016 08:00 - 08/01/2016 09:00","MBA|NO1","FCR","42.00","9.79","42.00",""
"08/01/2016 09:00 - 08/01/2016 10:00","MBA|NO1","FCR","42.00","27.19","42.00",""
"08/01/2016 10:00 - 08/01/2016 11:00","MBA|NO1","FCR","44.00","11.50","44.00",""
"08/01/2016 11:00 - 08/01/2016 12:00","MBA|NO1","FCR","46.00","16.56","46.00",""
"08/01/2016 12:00 - 08/01/2016 13:00","MBA|NO1","FCR","49.00","","49.00","19.11"
"08/01/2016 13:00 - 08/01/2016 14:00","MBA|NO1","FCR","52.00","","52.00","24.01"
"08/01/2016 14:00 - 08/01/2016 15:00","MBA|NO1","FCR","51.00","0.00","51.00",""
"08/01/2016 15:00 - 08/01/2016 16:00","MBA|NO1","FCR","49.00","22.99","49.00",""
"08/01/2016 16:00 - 08/01/2016 17:00","MBA|NO1","FCR","48.00","","48.00","7.97"
"08/01/2016 17:00 - 08/01/2016 18:00","MBA|NO1","FCR","49.00","","49.00","4.05"
"08/01/2016 18:00 - 08/01/2016 19:00","MBA|NO1","FCR","49.00","9.45","49.00",""
"08/01/2016 19:00 - 08/01/2016 20:00","MBA|NO1","FCR","48.00","","48.00","11.95"
"08/01/2016 20:00 - 08/01/2016 21:00","MBA|NO1","FCR","51.00","","51.00","16.56"
"08/01/2016 21:00 - 08/01/2016 22:00","MBA|NO1","FCR","49.00","1.33","49.00",""
"08/01/2016 22:00 - 08/01/2016 23:00","MBA|NO1","FCR","49.00","2.70","49.00",""
"08/01/2016 23:00 - 09/01/2016 00:00","MBA|NO1","FCR","49.00","21.28","49.00",""
"09/01/2016 00:00 - 09/01/2016 01:00","MBA|NO1","FCR","48.90","27.96","48.90",""
"09/01/2016 01:00 - 09/01/2016 02:00","MBA|NO1","FCR","46.00","1.20","46.00",""
"09/01/2016 02:00 - 09/01/2016 03:00","MBA|NO1","FCR","45.90","4.80","45.90",""
"09/01/2016 03:00 - 09/01/2016 04:00","MBA|NO1","FCR","43.90","","43.90","4.61"
"09/01/2016 04:00 - 09/01/2016 05:00","MBA|NO1","FCR","44.00","","44.00","3.46"
"09/01/2016 05:00 - 09/01/2016 06:00","MBA|NO1","FCR","43.90","","43.90","5.77"
"09/01/2016 06:00 - 09/01/2016 07:00","MBA|NO1","FCR","44.00","","44.00","2.31"
"09/01/2016 07:00 - 09/01/2016 08:00","MBA|NO1","FCR","46.90","33.44","46.90",""
"09/01/2016 08:00 - 09/01/2016 09:00","MBA|NO1","FCR","49.90","18.00","49.90",""
"09/01/2016 09:00 - 09/01/2016 10:00","MBA|NO1","FCR","49.00","15.43","49.00",""
"09/01/2016 10:00 - 09/01/2016 11:00","MBA|NO1","FCR","46.90","11.15","46.90",""
"09/01/2016 11:00 - 09/01/2016 12:00","MBA|NO1","FCR","46.90","","46.90","6.19"
"09/01/2016 12:00 - 09/01/2016 13:00","MBA|NO1","FCR","46.90","","46.90","3.72"
"09/01/2016 13:00 - 09/01/2016 14:00","MBA|NO1","FCR","47.00","18.58","47.00",""
"09/01/2016 14:00 - 09/01/2016 15:00","MBA|NO1","FCR","46.90","2.48","46.90",""
"09/01/2016 15:00 - 09/01/2016 16:00","MBA|NO1","FCR","48.00","","48.00","2.48"
"09/01/2016 16:00 - 09/01/2016 17:00","MBA|NO1","FCR","46.90","","46.90","3.72"
"09/01/2016 17:00 - 09/01/2016 18:00","MBA|NO1","FCR","47.00","12.38","47.00",""
"09/01/2016 18:00 - 09/01/2016 19:00","MBA|NO1","FCR","44.90","12.38","44.90",""
"09/01/2016 19:00 - 09/01/2016 20:00","MBA|NO1","FCR","47.00","","47.00","18.58"
"09/01/2016 20:00 - 09/01/2016 21:00","MBA|NO1","FCR","46.90","","46.90","8.57"
"09/01/2016 21:00 - 09/01/2016 22:00","MBA|NO1","FCR","47.00","","47.00","2.45"
"09/01/2016 22:00 - 09/01/2016 23:00","MBA|NO1","FCR","46.90","","46.90","7.34"
"09/01/2016 23:00 - 10/01/2016 00:00","MBA|NO1","FCR","46.00","","46.00","7.99"
"10/01/2016 00:00 - 10/01/2016 01:00","MBA|NO1","FCR","41.90","","41.90","23.39"
"10/01/2016 01:00 - 10/01/2016 02:00","MBA|NO1","FCR","42.00","","42.00","29.78"
"10/01/2016 02:00 - 10/01/2016 03:00","MBA|NO1","FCR","44.90","","44.90","16.97"
"10/01/2016 03:00 - 10/01/2016 04:00","MBA|NO1","FCR","45.00","","45.00","12.44"
"10/01/2016 04:00 - 10/01/2016 05:00","MBA|NO1","FCR","45.90","","45.90","7.92"
"10/01/2016 05:00 - 10/01/2016 06:00","MBA|NO1","FCR","46.00","","46.00","14.70"
"10/01/2016 06:00 - 10/01/2016 07:00","MBA|NO1","FCR","45.90","","45.90","26.01"
"10/01/2016 07:00 - 10/01/2016 08:00","MBA|NO1","FCR","46.00","","46.00","11.31"
"10/01/2016 08:00 - 10/01/2016 09:00","MBA|NO1","FCR","45.90","2.26","45.90",""
"10/01/2016 09:00 - 10/01/2016 10:00","MBA|NO1","FCR","42.00","3.19","42.00",""
"10/01/2016 10:00 - 10/01/2016 11:00","MBA|NO1","FCR","43.90","26.72","43.90",""
"10/01/2016 11:00 - 10/01/2016 12:00","MBA|NO1","FCR","44.00","22.27","44.00",""
"10/01/2016 12:00 - 10/01/2016 13:00","MBA|NO1","FCR","43.90","10.02","43.90",""
"10/01/2016 13:00 - 10/01/2016 14:00","MBA|NO1","FCR","43.80","10.02","43.80",""
"10/01/2016 14:00 - 10/01/2016 15:00","MBA|NO1","FCR","44.00","0.00","44.00",""
"10/01/2016 15:00 - 10/01/2016 16:00","MBA|NO1","FCR","43.90","","43.90","27.02"
"10/01/2016 16:00 - 10/01/2016 17:00","MBA|NO1","FCR","43.00","","43.00","15.69"
"10/01/2016 17:00 - 10/01/2016 18:00","MBA|NO1","FCR","43.90","","43.90","16.04"
"10/01/2016 18:00 - 10/01/2016 19:00","MBA|NO1","FCR","43.90","9.17","43.90",""
"10/01/2016 19:00 - 10/01/2016 20:00","MBA|NO1","FCR","43.00","11.21","43.00",""
"10/01/2016 20:00 - 10/01/2016 21:00","MBA|NO1","FCR","47.90","0.00","47.90",""
"10/01/2016 21:00 - 10/01/2016 22:00","MBA|NO1","FCR","50.00","2.55","50.00",""
"10/01/2016 22:00 - 10/01/2016 23:00","MBA|NO1","FCR","41.90","2.17","41.90",""
"10/01/2016 23:00 - 11/01/2016 00:00","MBA|NO1","FCR","45.00","3.45","45.00",""
"11/01/2016 00:00 - 11/01/2016 01:00","MBA|NO1","FCR","42.90","","42.90","5.55"
"11/01/2016 01:00 - 11/01/2016 02:00","MBA|NO1","FCR","44.00","","44.00","5.56"
"11/01/2016 02:00 - 11/01/2016 03:00","MBA|NO1","FCR","43.90","","43.90","8.89"
"11/01/2016 03:00 - 11/01/2016 04:00","MBA|NO1","FCR","43.90","","43.90","1.11"
"11/01/2016 04:00 - 11/01/2016 05:00","MBA|NO1","FCR","44.00","12.22","44.00",""
"11/01/2016 05:00 - 11/01/2016 06:00","MBA|NO1","FCR","44.90","","44.90","3.48"
"11/01/2016 06:00 - 11/01/2016 07:00","MBA|NO1","FCR","49.00","","49.00","3.70"
"11/01/2016 07:00 - 11/01/2016 08:00","MBA|NO1","FCR","49.90","","49.90","29.06"
"11/01/2016 08:00 - 11/01/2016 09:00","MBA|NO1","FCR","48.00","","48.00","26.79"
"11/01/2016 09:00 - 11/01/2016 10:00","MBA|NO1","FCR","47.90","19.14","47.90",""
"11/01/2016 10:00 - 11/01/2016 11:00","MBA|NO1","FCR","48.80","25.72","48.80",""
"11/01/2016 11:00 - 11/01/2016 12:00","MBA|NO1","FCR","49.00","27.01","49.00",""
"11/01/2016 12:00 - 11/01/2016 13:00","MBA|NO1","FCR","49.90","22.45","49.90",""
"11/01/2016 13:00 - 11/01/2016 14:00","MBA|NO1","FCR","48.90","5.14","48.90",""
"11/01/2016 14:00 - 11/01/2016 15:00","MBA|NO1","FCR","49.00","9.00","49.00",""
"11/01/2016 15:00 - 11/01/2016 16:00","MBA|NO1","FCR","48.90","","48.90","29.58"
"11/01/2016 16:00 - 11/01/2016 17:00","MBA|NO1","FCR","49.90","","49.90","47.55"
"11/01/2016 17:00 - 11/01/2016 18:00","MBA|NO1","FCR","47.00","","47.00","29.29"
"11/01/2016 18:00 - 11/01/2016 19:00","MBA|NO1","FCR","45.90","","45.90","12.29"
"11/01/2016 19:00 - 11/01/2016 20:00","MBA|NO1","FCR","46.90","21.65","46.90",""
"11/01/2016 20:00 - 11/01/2016 21:00","MBA|NO1","FCR","45.00","","45.00","1.19"
"11/01/2016 21:00 - 11/01/2016 22:00","MBA|NO1","FCR","44.90","","44.90","2.37"
"11/01/2016 22:00 - 11/01/2016 23:00","MBA|NO1","FCR","47.00","","47.00","19.50"
"11/01/2016 23:00 - 12/01/2016 00:00","MBA|NO1","FCR","44.90","","44.90","22.97"
"12/01/2016 00:00 - 12/01/2016 01:00","MBA|NO1","FCR","43.90","12.00","43.90",""
"12/01/2016 01:00 - 12/01/2016 02:00","MBA|NO1","FCR","43.00","5.32","43.00",""
"12/01/2016 02:00 - 12/01/2016 03:00","MBA|NO1","FCR","42.90","14.89","42.90",""
"12/01/2016 03:00 - 12/01/2016 04:00","MBA|NO1","FCR","40.90","11.12","40.90",""
"12/01/2016 04:00 - 12/01/2016 05:00","MBA|NO1","FCR","41.00","17.19","41.00",""
