"ISP (CET/CEST)","Area","Reserve Type","Regulation Up - Accepted [17.1.D] (MW)","Regulation Up - Activated [17.1.E] (MWh)","Regulation Down - Accepted [17.1.D] (MW)","Regulation Down - Activated [17.1.E] (MWh)"
"01/01/2023 22:00 - 01/01/2023 23:00","MBA|NO1","FCR","29.90","0.00","29.90",""
"01/01/2023 23:00 - 02/01/2023 00:00","MBA|NO1","FCR","29.60","0.00","29.60","1.48"
"02/01/2023 00:00 - 02/01/2023 01:00","MBA|NO1","FCR","28.50","0.00","28.50","1.43"
"02/01/2023 01:00 - 02/01/2023 02:00","MBA|NO1","FCR","28.50","16.39","28.50",""
"02/01/2023 02:00 - 02/01/2023 03:00","MBA|NO1","FCR","28.60","0.00","28.60","12.87"
"02/01/2023 03:00 - 02/01/2023 04:00","MBA|NO1","FCR","28.50","4.28","28.50",""
"02/01/2023 04:00 - 02/01/2023 05:00","MBA|NO1","FCR","28.40","7.10","28.40",""
"02/01/2023 05:00 - 02/01/2023 06:00","MBA|NO1","FCR","28.60","0.00","28.60","2.86"
"02/01/2023 06:00 - 02/01/2023 07:00","MBA|NO1","FCR","27.60","0.00","27.60","1.38"
"02/01/2023 07:00 - 02/01/2023 08:00","MBA|NO1","FCR","35.60","3.56","35.60",""
"02/01/2023 08:00 - 02/01/2023 09:00","MBA|NO1","FCR","30.40","0.00","30.40","3.80"
"02/01/2023 09:00 - 02/01/2023 10:00","MBA|NO1","FCR","29.50","0.00","29.50","8.85"
"02/01/2023 10:00 - 02/01/2023 11:00","MBA|NO1","FCR","31.40","0.00","31.40","3.93"
"02/01/2023 11:00 - 02/01/2023 12:00","MBA|NO1","FCR","30.50","13.73","30.50",""
"02/01/2023 12:00 - 02/01/2023 13:00","MBA|NO1","FCR","30.80","0.00","30.80","1.54"
"02/01/2023 13:00 - 02/01/2023 14:00","MBA|NO1","FCR","29.80","0.00","29.80","10.43"
"02/01/2023 14:00 - 02/01/2023 15:00","MBA|NO1","FCR","27.20","0.00","27.20","2.04"
"02/01/2023 15:00 - 02/01/2023 16:00","MBA|NO1","FCR","28.10","7.03","28.10",""
"02/01/2023 16:00 - 02/01/2023 17:00","MBA|NO1","FCR","30.20","0.00","30.20","1.51"
"02/01/2023 17:00 - 02/01/2023 18:00","MBA|NO1","FCR","32.00","0.80","32.00",""
"02/01/2023 18:00 - 02/01/2023 19:00","MBA|NO1","FCR","32.10","0.00","32.10",""
"02/01/2023 19:00 - 02/01/2023 20:00","MBA|NO1","FCR","28.20","0.00","28.20","9.17"
"02/01/2023 20:00 - 02/01/2023 21:00","MBA|NO1","FCR","28.10","0.00","28.10","11.24"
"02/01/2023 21:00 - 02/01/2023 22:00","MBA|NO1","FCR","26.70","0.00","26.70","6.68"
"02/01/2023 22:00 - 02/01/2023 23:00","MBA|NO1","FCR","29.70","0.00","29.70",""
"02/01/2023 23:00 - 03/01/2023 00:00","MBA|NO1","FCR","33.70","6.74","33.70",""
"03/01/2023 00:00 - 03/01/2023 01:00","MBA|NO1","FCR","29.00","8.70","29.00",""
"03/01/2023 01:00 - 03/01/2023 02:00","MBA|NO1","FCR","28.30","0.00","28.30","11.32"
"03/01/2023 02:00 - 03/01/2023 03:00","MBA|NO1","FCR","28.00","0.00","28.00","6.30"
"03/01/2023 03:00 - 03/01/2023 04:00","MBA|NO1","FCR","28.00","0.00","28.00","3.50"
"03/01/2023 04:00 - 03/01/2023 05:00","MBA|NO1","FCR","28.00","7.00","28.00",""
"03/01/2023 05:00 - 03/01/2023 06:00","MBA|NO1","FCR","26.20","0.00","26.20",""
"03/01/2023 06:00 - 03/01/2023 07:00","MBA|NO1","FCR","28.00","2.10","28.00",""
"03/01/2023 07:00 - 03/01/2023 08:00","MBA|NO1","FCR","28.00","0.00","28.00","2.80"
"03/01/2023 08:00 - 03/01/2023 09:00","MBA|NO1","FCR","30.20","0.00","30.20","5.29"
"03/01/2023 09:00 - 03/01/2023 10:00","MBA|NO1","FCR","27.00","0.00","27.00","8.10"
"03/01/2023 10:00 - 03/01/2023 11:00","MBA|NO1","FCR","27.30","0.00","27.30","10.24"
"03/01/2023 11:00 - 03/01/2023 12:00","MBA|NO1","FCR","29.00","3.63","29.00",""
"03/01/2023 12:00 - 03/01/2023 13:00","MBA|NO1","FCR","31.30","9.39","31.30",""
"03/01/2023 13:00 - 03/01/2023 14:00","MBA|NO1","FCR","29.90","6.73","29.90",""
"03/01/2023 14:00 - 03/01/2023 15:00","MBA|NO1","FCR","29.20","7.30","29.20",""
"03/01/2023 15:00 - 03/01/2023 16:00","MBA|NO1","FCR","32.10","0.00","32.10","1.61"
"03/01/2023 16:00 - 03/01/2023 17:00","MBA|NO1","FCR","32.20","10.47","32.20",""
"03/01/2023 17:00 - 03/01/2023 18:00","MBA|NO1","FCR","34.00","14.45","34.00",""
"03/01/2023 18:00 - 03/01/2023 19:00","MBA|NO1","FCR","32.20","0.00","32.20","8.86"
"03/01/2023 19:00 - 03/01/2023 20:00","MBA|NO1","FCR","33.10","0.00","33.10","0.83"
"03/01/2023 20:00 - 03/01/2023 21:00","MBA|NO1","FCR","34.10","0.00","34.10","3.41"
"03/01/2023 21:00 - 03/01/2023 22:00","MBA|NO1","FCR","31.60","4.74","31.60",""
"03/01/2023 22:00 - 03/01/2023 23:00","MBA|NO1","FCR","29.20","2.92","29.20",""
"03/01/2023 23:00 - 04/01/2023 00:00","MBA|NO1","FCR","29.50","0.00","29.50","2.21"
"04/01/2023 00:00 - 04/01/2023 01:00","MBA|NO1","FCR","28.80","6.48","28.80",""
"04/01/2023 01:00 - 04/01/2023 02:00","MBA|NO1","FCR","28.20","0.00","28.20","9.87"
"04/01/2023 02:00 - 04/01/2023 03:00","MBA|NO1","FCR","28.60","0.00","28.60","15.02"
"04/01/2023 03:00 - 04/01/2023 04:00","MBA|NO1","FCR","26.70","0.00","26.70","9.35"
"04/01/2023 04:00 - 04/01/2023 05:00","MBA|NO1","FCR","26.70","0.00","26.70",""
"04/01/2023 05:00 - 04/01/2023 06:00","MBA|NO1","FCR","28.80","4.32","28.80",""
"04/01/2023 06:00 - 04/01/2023 07:00","MBA|NO1","FCR","26.10","3.92","26.10",""
"04/01/2023 07:00 - 04/01/2023 08:00","MBA|NO1","FCR","28.30","5.66","28.30",""
"04/01/2023 08:00 - 04/01/2023 09:00","MBA|NO1","FCR","28.50","1.43","28.50",""
"04/01/2023 09:00 - 04/01/2023 10:00","MBA|NO1","FCR","27.30","9.56","27.30",""
"04/01/2023 10:00 - 04/01/2023 11:00","MBA|NO1","FCR","28.80","0.72","28.80",""
"04/01/2023 11:00 - 04/01/2023 12:00","MBA|NO1","FCR","25.30","1.90","25.30",""
"04/01/2023 12:00 - 04/01/2023 13:00","MBA|NO1","FCR","23.50","7.05","23.50",""
"04/01/2023 13:00 - 04/01/2023 14:00","MBA|NO1","FCR","23.30","0.00","23.30",""
"04/01/2023 14:00 - 04/01/2023 15:00","MBA|NO1","FCR","24.30","0.00","24.30","1.82"
"04/01/2023 15:00 - 04/01/2023 16:00","MBA|NO1","FCR","23.30","0.58","23.30",""
"04/01/2023 16:00 - 04/01/2023 17:00","MBA|NO1","FCR","24.50","0.00","24.50","1.84"
"04/01/2023 17:00 - 04/01/2023 18:00","MBA|NO1","FCR","27.30","1.37","27.30",""
"04/01/2023 18:00 - 04/01/2023 19:00","MBA|NO1","FCR","25.50","0.00","25.50",""
"04/01/2023 19:00 - 04/01/2023 20:00","MBA|NO1","FCR","27.20","2.04","27.20",""
"04/01/2023 20:00 - 04/01/2023 21:00","MBA|NO1","FCR","27.30","0.00","27.30","4.10"
"04/01/2023 21:00 - 04/01/2023 22:00","MBA|NO1","FCR","30.50","0.00","30.50","0.76"
"04/01/2023 22:00 - 04/01/2023 23:00","MBA|NO1","FCR","31.60","1.58","31.60",""
"04/01/2023 23:00 - 05/01/2023 00:00","MBA|NO1","FCR","29.30","0.00","29.30",""
"05/01/2023 00:00 - 05/01/2023 01:00","MBA|NO1","FCR","24.70","2.47","24.70",""
"05/01/2023 01:00 - 05/01/2023 02:00","MBA|NO1","FCR","24.00","6.60","24.00",""
"05/01/2023 02:00 - 05/01/2023 03:00","MBA|NO1","FCR","27.60","0.00","27.60","4.14"
"05/01/2023 03:00 - 05/01/2023 04:00","MBA|NO1","FCR","24.00","0.00","24.00","4.80"
"05/01/2023 04:00 - 05/01/2023 05:00","MBA|NO1","FCR","23.60","0.00","23.60","7.67"
"05/01/2023 05:00 - 05/01/2023 06:00","MBA|NO1","FCR","24.90","0.62","24.90",""
"05/01/2023 06:00 - 05/01/2023 07:00","MBA|NO1","FCR","28.80","0.72","28.80",""
"05/01/2023 07:00 - 05/01/2023 08:00","MBA|NO1","FCR","29.90","8.22","29.90",""
"05/01/2023 08:00 - 05/01/2023 09:00","MBA|NO1","FCR","22.70","2.27","22.70",""
"05/01/2023 09:00 - 05/01/2023 10:00","MBA|NO1","FCR","21.70","2.71","21.70",""
"05/01/2023 10:00 - 05/01/2023 11:00","MBA|NO1","FCR","26.60","0.67","26.60",""
"05/01/2023 11:00 - 05/01/2023 12:00","MBA|NO1","FCR","27.20","0.00","27.20","1.36"
"05/01/2023 12:00 - 05/01/2023 13:00","MBA|NO1","FCR","30.30","0.00","30.30","0.76"
"05/01/2023 13:00 - 05/01/2023 14:00","MBA|NO1","FCR","23.70","0.00","23.70","11.26"
"05/01/2023 14:00 - 05/01/2023 15:00","MBA|NO1","FCR","26.90","4.04","26.90",""
"05/01/2023 15:00 - 05/01/2023 16:00","MBA|NO1","FCR","24.60","8.00","24.60",""
"05/01/2023 16:00 - 05/01/2023 17:00","MBA|NO1","FCR","24.70","0.00","24.70","1.85"
"05/01/2023 17:00 - 05/01/2023 18:00","MBA|NO1","FCR","25.90","0.00","25.90","7.12"
"05/01/2023 18:00 - 05/01/2023 19:00","MBA|NO1","FCR","25.60","0.00","25.60","3.84"
"05/01/2023 19:00 - 05/01/2023 20:00","MBA|NO1","FCR","27.90","0.00","27.90","4.19"
"05/01/2023 20:00 - 05/01/2023 21:00","MBA|NO1","FCR","27.70","0.00","27.70","1.39"
"05/01/2023 21:00 - 05/01/2023 22:00","MBA|NO1","FCR","30.70","2.30","30.70",""
"05/01/2023 22:00 - 05/01/2023 23:00","MBA|NO1","FCR","23.60","0.59","23.60",""
"05/01/2023 23:00 - 06/01/2023 00:00","MBA|NO1","FCR","27.30","0.00","27.30","12.97"
"06/01/2023 00:00 - 06/01/2023 01:00","MBA|NO1","FCR","25.60","4.48","25.60",""
"06/01/2023 01:00 - 06/01/2023 02:00","MBA|NO1","FCR","21.60","0.54","21.60",""
"06/01/2023 02:00 - 06/01/2023 03:00","MBA|NO1","FCR","21.80","0.00","21.80","10.36"
"06/01/2023 03:00 - 06/01/2023 04:00","MBA|NO1","FCR","20.50","0.00","20.50","8.71"
"06/01/2023 04:00 - 06/01/2023 05:00","MBA|NO1","FCR","21.80","0.00","21.80","13.08"
"06/01/2023 05:00 - 06/01/2023 06:00","MBA|NO1","FCR","20.50","2.56","20.50",""
"06/01/2023 06:00 - 06/01/2023 07:00","MBA|NO1","FCR","23.80","7.14","23.80",""
"06/01/2023 07:00 - 06/01/2023 08:00","MBA|NO1","FCR","28.60","7.87","28.60",""
"06/01/2023 08:00 - 06/01/2023 09:00","MBA|NO1","FCR","23.80","4.17","23.80",""
"06/01/2023 09:00 - 06/01/2023 10:00","MBA|NO1","FCR","23.50","2.94","23.50",""
"06/01/2023 10:00 - 06/01/2023 11:00","MBA|NO1","FCR","23.80","4.76","23.80",""
"06/01/2023 11:00 - 06/01/2023 12:00","MBA|NO1","FCR","23.60","5.90","23.60",""
"06/01/2023 12:00 - 06/01/2023 13:00","MBA|NO1","FCR","23.10","0.58","23.10",""
"06/01/2023 13:00 - 06/01/2023 14:00","MBA|NO1","FCR","24.10","0.60","24.10",""
"06/01/2023 14:00 - 06/01/2023 15:00","MBA|NO1","FCR","25.30","3.16","25.30",""
"06/01/2023 15:00 - 06/01/2023 16:00","MBA|NO1","FCR","29.60","0.00","29.60","0.74"
"06/01/2023 16:00 - 06/01/2023 17:00","MBA|NO1","FCR","31.20","0.00","31.20","0.78"
"06/01/2023 17:00 - 06/01/2023 18:00","MBA|NO1","FCR","27.00","0.00","27.00","3.38"
"06/01/2023 18:00 - 06/01/2023 19:00","MBA|NO1","FCR","31.00","3.10","31.00",""
"06/01/2023 19:00 - 06/01/2023 20:00","MBA|NO1","FCR","31.00","0.00","31.00","8.53"
"06/01/2023 20:00 - 06/01/2023 21:00","MBA|NO1","FCR","31.00","2.33","31.00",""
"06/01/2023 21:00 - 06/01/2023 22:00","MBA|NO1","FCR","27.20","4.08","27.20",""
"06/01/2023 22:00 - 06/01/2023 23:00","MBA|NO1","FCR","33.00","3.30","33.00",""
"06/01/2023 23:00 - 07/01/2023 00:00","MBA|NO1","FCR","30.20","2.27","30.20",""
"07/01/2023 00:00 - 07/01/2023 01:00","MBA|NO1","FCR","35.50","0.00","35.50",""
"07/01/2023 01:00 - 07/01/2023 02:00","MBA|NO1","FCR","41.70","17.72","41.70",""
"07/01/2023 02:00 - 07/01/2023 03:00","MBA|NO1","FCR","33.60","0.00","33.60","18.48"
"07/01/2023 03:00 - 07/01/2023 04:00","MBA|NO1","FCR","30.80","0.00","30.80","20.02"
"07/01/2023 04:00 - 07/01/2023 05:00","MBA|NO1","FCR","30.30","0.00","30.30","11.36"
"07/01/2023 05:00 - 07/01/2023 06:00","MBA|NO1","FCR","30.90","6.95","30.90",""
"07/01/2023 06:00 - 07/01/2023 07:00","MBA|NO1","FCR","28.30","7.08","28.30",""
"07/01/2023 07:00 - 07/01/2023 08:00","MBA|NO1","FCR","30.50","7.63","30.50",""
"07/01/2023 08:00 - 07/01/2023 09:00","MBA|NO1","FCR","32.30","4.04","32.30",""
"07/01/2023 09:00 - 07/01/2023 10:00","MBA|NO1","FCR","29.50","2.21","29.50",""
"07/01/2023 10:00 - 07/01/2023 11:00","MBA|NO1","FCR","36.10","0.00","36.10","1.81"
"07/01/2023 11:00 - 07/01/2023 12:00","MBA|NO1","FCR","34.50","3.45","34.50",""
"07/01/2023 12:00 - 07/01/2023 13:00","MBA|NO1","FCR","26.30","1.32","26.30",""
"07/01/2023 13:00 - 07/01/2023 14:00","MBA|NO1","FCR","27.50","2.75","27.50",""
"07/01/2023 14:00 - 07/01/2023 15:00","MBA|NO1","FCR","36.00","3.60","36.00",""
"07/01/2023 15:00 - 07/01/2023 16:00","MBA|NO1","FCR","26.40","1.98","26.40",""
"07/01/2023 16:00 - 07/01/2023 17:00","MBA|NO1","FCR","37.10","0.93","37.10",""
"07/01/2023 17:00 - 07/01/2023 18:00","MBA|NO1","FCR","33.10","3.31","33.10",""
"07/01/2023 18:00 - 07/01/2023 19:00","MBA|NO1","FCR","32.40","0.00","32.40","4.86"
"07/01/2023 19:00 - 07/01/2023 20:00","MBA|NO1","FCR","26.40","0.00","26.40","11.22"
"07/01/2023 20:00 - 07/01/2023 21:00","MBA|NO1","FCR","35.50","11.54","35.50",""
"07/01/2023 21:00 - 07/01/2023 22:00","MBA|NO1","FCR","35.20","0.00","35.20","8.80"
"07/01/2023 22:00 - 07/01/2023 23:00","MBA|NO1","FCR","32.80","0.00","32.80","8.20"
"07/01/2023 23:00 - 08/01/2023 00:00","MBA|NO1","FCR","32.40","0.00","32.40","1.62"
"08/01/2023 00:00 - 08/01/2023 01:00","MBA|NO1","FCR","38.00","6.65","38.00",""
"08/01/2023 01:00 - 08/01/2023 02:00","MBA|NO1","FCR","34.00","0.00","34.00","5.95"
"08/01/2023 02:00 - 08/01/2023 03:00","MBA|NO1","FCR","34.20","0.00","34.20","6.84"
"08/01/2023 03:00 - 08/01/2023 04:00","MBA|NO1","FCR","34.10","0.00","34.10","5.12"
"08/01/2023 04:00 - 08/01/2023 05:00","MBA|NO1","FCR","34.00","7.65","34.00",""
"08/01/2023 05:00 - 08/01/2023 06:00","MBA|NO1","FCR","34.20","5.13","34.20",""
"08/01/2023 06:00 - 08/01/2023 07:00","MBA|NO1","FCR","37.10","0.00","37.10","7.42"
"08/01/2023 07:00 - 08/01/2023 08:00","MBA|NO1","FCR","40.20","0.00","40.20","3.02"
"08/01/2023 08:00 - 08/01/2023 09:00","MBA|NO1","FCR","37.00","6.48","37.00",""
"08/01/2023 09:00 - 08/01/2023 10:00","MBA|NO1","FCR","41.00","7.18","41.00",""
"08/01/2023 10:00 - 08/01/2023 11:00","MBA|NO1","FCR","37.00","6.48","37.00",""
"08/01/2023 11:00 - 08/01/2023 12:00","MBA|NO1","FCR","28.00","3.50","28.00",""
"08/01/2023 12:00 - 08/01/2023 13:00","MBA|NO1","FCR","29.80","3.73","29.80",""
"08/01/2023 13:00 - 08/01/2023 14:00","MBA|NO1","FCR","30.80","1.54","30.80",""
"08/01/2023 14:00 - 08/01/2023 15:00","MBA|NO1","FCR","32.00","2.40","32.00",""
"08/01/2023 15:00 - 08/01/2023 16:00","MBA|NO1","FCR","30.00","3.75","30.00",""
"08/01/2023 16:00 - 08/01/2023 17:00","MBA|NO1","FCR","33.80","5.92","33.80",""
"08/01/2023 17:00 - 08/01/2023 18:00","MBA|NO1","FCR","32.80","0.00","32.80","1.64"
"08/01/2023 18:00 - 08/01/2023 19:00","MBA|NO1","FCR","35.20","0.00","35.20","2.64"
"08/01/2023 19:00 - 08/01/2023 20:00","MBA|NO1","FCR","33.80","6.76","33.80",""
"08/01/2023 20:00 - 08/01/2023 21:00","MBA|NO1","FCR","35.20","4.40","35.20",""
"08/01/2023 21:00 - 08/01/2023 22:00","MBA|NO1","FCR","36.00","14.40","36.00",""
"08/01/2023 22:00 - 08/01/2023 23:00","MBA|NO1","FCR","37.20","0.93","37.20",""
"08/01/2023 23:00 - 09/01/2023 00:00","MBA|NO1","FCR","30.90","0.00","30.90","9.27"
"09/01/2023 00:00 - 09/01/2023 01:00","MBA|NO1","FCR","31.80","0.00","31.80","11.93"
"09/01/2023 01:00 - 09/01/2023 02:00","MBA|NO1","FCR","35.10","0.00","35.10","16.67"
"09/01/2023 02:00 - 09/01/2023 03:00","MBA|NO1","FCR","27.80","0.00","27.80","5.56"
"09/01/2023 03:00 - 09/01/2023 04:00","MBA|NO1","FCR","28.00","7.00","28.00",""
"09/01/2023 04:00 - 09/01/2023 05:00","MBA|NO1","FCR","34.70","0.00","34.70","0.87"
"09/01/2023 05:00 - 09/01/2023 06:00","MBA|NO1","FCR","31.80","1.59","31.80",""
"09/01/2023 06:00 - 09/01/2023 07:00","MBA|NO1","FCR","31.40","1.57","31.40",""
"09/01/2023 07:00 - 09/01/2023 08:00","MBA|NO1","FCR","35.20","0.00","35.20","7.92"
"09/01/2023 08:00 - 09/01/2023 09:00","MBA|NO1","FCR","34.90","0.00","34.90","4.36"
"09/01/2023 09:00 - 09/01/2023 10:00","MBA|NO1","FCR","32.90","0.00","32.90","5.76"
"09/01/2023 10:00 - 09/01/2023 11:00","MBA|NO1","FCR","36.20","3.62","36.20",""
"09/01/2023 11:00 - 09/01/2023 12:00","MBA|NO1","FCR","35.90","8.08","35.90",""
"09/01/2023 12:00 - 09/01/2023 13:00","MBA|NO1","FCR","33.20","0.00","33.20","0.83"
"09/01/2023 13:00 - 09/01/2023 14:00","MBA|NO1","FCR","32.80","6.56","32.80",""
"09/01/2023 14:00 - 09/01/2023 15:00","MBA|NO1","FCR","33.30","4.16","33.30",""
"09/01/2023 15:00 - 09/01/2023 16:00","MBA|NO1","FCR","31.90","1.60","31.90",""
"09/01/2023 16:00 - 09/01/2023 17:00","MBA|NO1","FCR","32.20","0.00","32.20","1.61"
"09/01/2023 17:00 - 09/01/2023 18:00","MBA|NO1","FCR","34.90","2.62","34.90",""
"09/01/2023 18:00 - 09/01/2023 19:00","MBA|NO1","FCR","35.30","0.88","35.30",""
"09/01/2023 19:00 - 09/01/2023 20:00","MBA|NO1","FCR","33.90","0.85","33.90",""
"09/01/2023 20:00 - 09/01/2023 21:00","MBA|NO1","FCR","34.10","0.00","34.10",""
"09/01/2023 21:00 - 09/01/2023 22:00","MBA|NO1","FCR","34.90","2.62","34.90",""
"09/01/2023 22:00 - 09/01/2023 23:00","MBA|NO1","FCR","35.40","0.00","35.40","1.77"
"09/01/2023 23:00 - 10/01/2023 00:00","MBA|NO1","FCR","30.20","0.76","30.20",""
"10/01/2023 00:00 - 10/01/2023 01:00","MBA|NO1","FCR","27.40","3.43","27.40",""
"10/01/2023 01:00 - 10/01/2023 02:00","MBA|NO1","FCR","28.60","0.00","28.60","7.87"
"10/01/2023 02:00 - 10/01/2023 03:00","MBA|NO1","FCR","29.30","1.47","29.30",""
"10/01/2023 03:00 - 10/01/2023 04:00","MBA|NO1","FCR","29.30","0.00","29.30","7.33"
"10/01/2023 04:00 - 10/01/2023 05:00","MBA|NO1","FCR","28.60","0.00","28.60","4.29"
"10/01/2023 05:00 - 10/01/2023 06:00","MBA|NO1","FCR","30.40","3.80","30.40",""
"10/01/2023 06:00 - 10/01/2023 07:00","MBA|NO1","FCR","34.90","12.22","34.90",""
"10/01/2023 07:00 - 10/01/2023 08:00","MBA|NO1","FCR","32.40","2.43","32.40",""
"10/01/2023 08:00 - 10/01/2023 09:00","MBA|NO1","FCR","34.60","0.87","34.60",""
"10/01/2023 09:00 - 10/01/2023 10:00","MBA|NO1","FCR","35.90","0.00","35.90",""
"10/01/2023 10:00 - 10/01/2023 11:00","MBA|NO1","FCR","37.40","2.81","37.40",""
"10/01/2023 11:00 - 10/01/2023 12:00","MBA|NO1","FCR","31.50","0.00","31.50","4.73"
"10/01/2023 12:00 - 10/01/2023 13:00","MBA|NO1","FCR","34.20","0.00","34.20","26.51"
"10/01/2023 13:00 - 10/01/2023 14:00","MBA|NO1","FCR","34.50","0.00","34.50","1.73"
"10/01/2023 14:00 - 10/01/2023 15:00","MBA|NO1","FCR","34.10","9.38","34.10",""
"10/01/2023 15:00 - 10/01/2023 16:00","MBA|NO1","FCR","33.40","9.19","33.40",""
"10/01/2023 16:00 - 10/01/2023 17:00","MBA|NO1","FCR","36.10","7.22","36.10",""
"10/01/2023 17:00 - 10/01/2023 18:00","MBA|NO1","FCR","34.20","0.00","34.20","4.28"
"10/01/2023 18:00 - 10/01/2023 19:00","MBA|NO1","FCR","39.50","0.00","39.50","5.93"
"10/01/2023 19:00 - 10/01/2023 20:00","MBA|NO1","FCR","34.50","0.00","34.50","1.73"
"10/01/2023 20:00 - 10/01/2023 21:00","MBA|NO1","FCR","32.80","0.00","32.80","0.82"
"10/01/2023 21:00 - 10/01/2023 22:00","MBA|NO1","FCR","32.20","0.81","32.20",""
"10/01/2023 22:00 - 10/01/2023 23:00","MBA|NO1","FCR","33.40","0.84","33.40",""
"10/01/2023 23:00 - 11/01/2023 00:00","MBA|NO1","FCR","32.10","0.00","32.10","4.01"
"11/01/2023 00:00 - 11/01/2023 01:00","MBA|NO1","FCR","36.30","0.00","36.30",""
"11/01/2023 01:00 - 11/01/2023 02:00","MBA|NO1","FCR","36.60","0.00","36.60","10.07"
"11/01/2023 02:00 - 11/01/2023 03:00","MBA|NO1","FCR","33.30","0.00","33.30","17.48"
"11/01/2023 03:00 - 11/01/2023 04:00","MBA|NO1","FCR","33.60","0.00","33.60","11.76"
"11/01/2023 04:00 - 11/01/2023 05:00","MBA|NO1","FCR","33.30","0.00","33.30","5.83"
"11/01/2023 05:00 - 11/01/2023 06:00","MBA|NO1","FCR","33.60","0.00","33.60",""
"11/01/2023 06:00 - 11/01/2023 07:00","MBA|NO1","FCR","36.80","11.04","36.80",""
"11/01/2023 07:00 - 11/01/2023 08:00","MBA|NO1","FCR","31.40","3.93","31.40",""
"11/01/2023 08:00 - 11/01/2023 09:00","MBA|NO1","FCR","33.00","2.48","33.00",""
"11/01/2023 09:00 - 11/01/2023 10:00","MBA|NO1","FCR","34.40","8.60","34.40",""
"11/01/2023 10:00 - 11/01/2023 11:00","MBA|NO1","FCR","31.90","4.79","31.90",""
"11/01/2023 11:00 - 11/01/2023 12:00","MBA|NO1","FCR","34.50","0.00","34.50","10.35"
"11/01/2023 12:00 - 11/01/2023 13:00","MBA|NO1","FCR","32.00","0.00","32.00","2.40"
"11/01/2023 13:00 - 11/01/2023 14:00","MBA|NO1","FCR","28.20","0.00","28.20","0.71"
"11/01/2023 14:00 - 11/01/2023 15:00","MBA|NO1","FCR","30.10","3.76","30.10",""
"11/01/2023 15:00 - 11/01/2023 16:00","MBA|NO1","FCR","30.40","2.28","30.40",""
"11/01/2023 16:00 - 11/01/2023 17:00","MBA|NO1","FCR","32.10","4.82","32.10",""
"11/01/2023 17:00 - 11/01/2023 18:00","MBA|NO1","FCR","37.10","0.00","37.10","27.83"
"11/01/2023 18:00 - 11/01/2023 19:00","MBA|NO1","FCR","36.80","0.00","36.80","20.24"
"11/01/2023 19:00 - 11/01/2023 20:00","MBA|NO1","FCR","34.30","0.86","34.30",""
"11/01/2023 20:00 - 11/01/2023 21:00","MBA|NO1","FCR","32.70","0.00","32.70","9.81"
"11/01/2023 21:00 - 11/01/2023 22:00","MBA|NO1","FCR","28.40","4.97","28.40",""
"11/01/2023 22:00 - 11/01/2023 23:00","MBA|NO1","FCR","28.00","2.80","28.00",""
