"ISP (CET/CEST)","Area","Reserve Type","Regulation Up - Accepted [17.1.D] (MW)","Regulation Up - Activated [17.1.E] (MWh)","Regulation Down - Accepted [17.1.D] (MW)","Regulation Down - Activated [17.1.E] (MWh)"
"17/02/2022 00:00 - 17/02/2022 01:00","MBA|NO1","FCR","26.50","0.00","26.50","5.30"
"17/02/2022 01:00 - 17/02/2022 02:00","MBA|NO1","FCR","24.50","0.00","24.50","10.41"
"17/02/2022 02:00 - 17/02/2022 03:00","MBA|NO1","FCR","25.40","3.18","25.40",""
"17/02/2022 03:00 - 17/02/2022 04:00","MBA|NO1","FCR","26.50","0.00","26.50","7.95"
"17/02/2022 04:00 - 17/02/2022 05:00","MBA|NO1","FCR","27.60","0.69","27.60",""
"17/02/2022 05:00 - 17/02/2022 06:00","MBA|NO1","FCR","28.40","4.97","28.40",""
"17/02/2022 06:00 - 17/02/2022 07:00","MBA|NO1","FCR","34.50","2.59","34.50",""
"17/02/2022 07:00 - 17/02/2022 08:00","MBA|NO1","FCR","33.50","2.51","33.50",""
"17/02/2022 08:00 - 17/02/2022 09:00","MBA|NO1","FCR","29.50","0.00","29.50","3.69"
"17/02/2022 09:00 - 17/02/2022 10:00","MBA|NO1","FCR","33.00","4.13","33.00",""
"17/02/2022 10:00 - 17/02/2022 11:00","MBA|NO1","FCR","38.00","8.55","38.00",""
"17/02/2022 11:00 - 17/02/2022 12:00","MBA|NO1","FCR","35.90","0.00","35.90","2.69"
"17/02/2022 12:00 - 17/02/2022 13:00","MBA|NO1","FCR","30.00","0.75","30.00",""
"17/02/2022 13:00 - 17/02/2022 14:00","MBA|NO1","FCR","31.00","0.78","31.00",""
"17/02/2022 14:00 - 17/02/2022 15:00","MBA|NO1","FCR","29.90","2.24","29.90",""
"17/02/2022 15:00 - 17/02/2022 16:00","MBA|NO1","FCR","30.00","0.00","30.00","13.50"
"17/02/2022 16:00 - 17/02/2022 17:00","MBA|NO1","FCR","35.00","4.38","35.00",""
"17/02/2022 17:00 - 17/02/2022 18:00","MBA|NO1","FCR","28.90","3.61","28.90",""
"17/02/2022 18:00 - 17/02/2022 19:00","MBA|NO1","FCR","32.00","0.00","32.00",""
"17/02/2022 19:00 - 17/02/2022 20:00","MBA|NO1","FCR","32.00","0.00","32.00","7.20"
"17/02/2022 20:00 - 17/02/2022 21:00","MBA|NO1","FCR","34.00","0.00","34.00","11.05"
"17/02/2022 21:00 - 17/02/2022 22:00","MBA|NO1","FCR","31.00","0.78","31.00",""
"17/02/2022 22:00 - 17/02/2022 23:00","MBA|NO1","FCR","29.00","1.45","29.00",""
"17/02/2022 23:00 - 18/02/2022 00:00","MBA|NO1","FCR","29.00","0.00","29.00","0.73"
"18/02/2022 00:00 - 18/02/2022 01:00","MBA|NO1","FCR","25.50","3.83","25.50",""
"18/02/2022 01:00 - 18/02/2022 02:00","MBA|NO1","FCR","23.50","7.05","23.50",""
"18/02/2022 02:00 - 18/02/2022 03:00","MBA|NO1","FCR","23.40","15.80","23.40",""
"18/02/2022 03:00 - 18/02/2022 04:00","MBA|NO1","FCR","24.50","0.00","24.50","3.68"
"18/02/2022 04:00 - 18/02/2022 05:00","MBA|NO1","FCR","26.50","1.99","26.50",""
"18/02/2022 05:00 - 18/02/2022 06:00","MBA|NO1","FCR","32.40","0.00","32.40","2.43"
"18/02/2022 06:00 - 18/02/2022 07:00","MBA|NO1","FCR","29.50","0.74","29.50",""
"18/02/2022 07:00 - 18/02/2022 08:00","MBA|NO1","FCR","29.10","6.55","29.10",""
"18/02/2022 08:00 - 18/02/2022 09:00","MBA|NO1","FCR","37.10","0.00","37.10","3.71"
"18/02/2022 09:00 - 18/02/2022 10:00","MBA|NO1","FCR","38.10","0.95","38.10",""
"18/02/2022 10:00 - 18/02/2022 11:00","MBA|NO1","FCR","31.00","8.53","31.00",""
"18/02/2022 11:00 - 18/02/2022 12:00","MBA|NO1","FCR","37.00","0.00","37.00","5.55"
"18/02/2022 12:00 - 18/02/2022 13:00","MBA|NO1","FCR","28.20","0.00","28.20",""
"18/02/2022 13:00 - 18/02/2022 14:00","MBA|NO1","FCR","30.10","0.00","30.10","1.51"
"18/02/2022 14:00 - 18/02/2022 15:00","MBA|NO1","FCR","29.10","0.00","29.10","7.28"
"18/02/2022 15:00 - 18/02/2022 16:00","MBA|NO1","FCR","32.10","0.00","32.10",""
"18/02/2022 16:00 - 18/02/2022 17:00","MBA|NO1","FCR","29.10","0.00","29.10","1.46"
"18/02/2022 17:00 - 18/02/2022 18:00","MBA|NO1","FCR","28.10","0.00","28.10","3.51"
"18/02/2022 18:00 - 18/02/2022 19:00","MBA|NO1","FCR","33.00","1.65","33.00",""
"18/02/2022 19:00 - 18/02/2022 20:00","MBA|NO1","FCR","30.00","0.00","30.00","4.50"
"18/02/2022 20:00 - 18/02/2022 21:00","MBA|NO1","FCR","33.20","0.00","33.20","9.96"
"18/02/2022 21:00 - 18/02/2022 22:00","MBA|NO1","FCR","31.10","0.00","31.10","2.33"
"18/02/2022 22:00 - 18/02/2022 23:00","MBA|NO1","FCR","28.10","1.41","28.10",""
"18/02/2022 23:00 - 19/02/2022 00:00","MBA|NO1","FCR","31.10","0.00","31.10","1.56"
"19/02/2022 00:00 - 19/02/2022 01:00","MBA|NO1","FCR","32.40","0.00","32.40","12.96"
"19/02/2022 01:00 - 19/02/2022 02:00","MBA|NO1","FCR","33.40","0.00","33.40","7.52"
"19/02/2022 02:00 - 19/02/2022 03:00","MBA|NO1","FCR","30.30","0.00","30.30","3.03"
"19/02/2022 03:00 - 19/02/2022 04:00","MBA|NO1","FCR","27.40","14.39","27.40",""
"19/02/2022 04:00 - 19/02/2022 05:00","MBA|NO1","FCR","27.50","7.56","27.50",""
"19/02/2022 05:00 - 19/02/2022 06:00","MBA|NO1","FCR","28.40","2.84","28.40",""
"19/02/2022 06:00 - 19/02/2022 07:00","MBA|NO1","FCR","27.40","6.17","27.40",""
"19/02/2022 07:00 - 19/02/2022 08:00","MBA|NO1","FCR","32.40","0.00","32.40","3.24"
"19/02/2022 08:00 - 19/02/2022 09:00","MBA|NO1","FCR","37.40","0.00","37.40","7.48"
"19/02/2022 09:00 - 19/02/2022 10:00","MBA|NO1","FCR","38.40","0.00","38.40","1.92"
"19/02/2022 10:00 - 19/02/2022 11:00","MBA|NO1","FCR","39.30","3.93","39.30",""
"19/02/2022 11:00 - 19/02/2022 12:00","MBA|NO1","FCR","38.40","0.00","38.40","5.76"
"19/02/2022 12:00 - 19/02/2022 13:00","MBA|NO1","FCR","38.50","0.00","38.50","20.21"
"19/02/2022 13:00 - 19/02/2022 14:00","MBA|NO1","FCR","37.40","0.00","37.40","1.87"
"19/02/2022 14:00 - 19/02/2022 15:00","MBA|NO1","FCR","40.40","7.07","40.40",""
"19/02/2022 15:00 - 19/02/2022 16:00","MBA|NO1","FCR","39.30","0.00","39.30","1.97"
"19/02/2022 16:00 - 19/02/2022 17:00","MBA|NO1","FCR","43.40","19.53","43.40",""
"19/02/2022 17:00 - 19/02/2022 18:00","MBA|NO1","FCR","42.40","4.24","42.40",""
"19/02/2022 18:00 - 19/02/2022 19:00","MBA|NO1","FCR","41.40","0.00","41.40","17.60"
"19/02/2022 19:00 - 19/02/2022 20:00","MBA|NO1","FCR","35.30","0.00","35.30","0.88"
"19/02/2022 20:00 - 19/02/2022 21:00","MBA|NO1","FCR","43.40","0.00","43.40","6.51"
"19/02/2022 21:00 - 19/02/2022 22:00","MBA|NO1","FCR","43.40","0.00","43.40","26.04"
"19/02/2022 22:00 - 19/02/2022 23:00","MBA|NO1","FCR","44.30","14.40","44.30",""
"19/02/2022 23:00 - 20/02/2022 00:00","MBA|NO1","FCR","32.40","10.53","32.40",""
"20/02/2022 00:00 - 20/02/2022 01:00","MBA|NO1","FCR","36.40","18.20","36.40",""
"20/02/2022 01:00 - 20/02/2022 02:00","MBA|NO1","FCR","36.40","15.47","36.40",""
"20/02/2022 02:00 - 20/02/2022 03:00","MBA|NO1","FCR","36.30","10.89","36.30",""
"20/02/2022 03:00 - 20/02/2022 04:00","MBA|NO1","FCR","32.40","18.63","32.40",""
"20/02/2022 04:00 - 20/02/2022 05:00","MBA|NO1","FCR","30.40","5.32","30.40",""
"20/02/2022 05:00 - 20/02/2022 06:00","MBA|NO1","FCR","32.30","0.00","32.30","3.23"
"20/02/2022 06:00 - 20/02/2022 07:00","MBA|NO1","FCR","32.40","0.00","32.40","10.53"
"20/02/2022 07:00 - 20/02/2022 08:00","MBA|NO1","FCR","30.40","0.00","30.40","2.28"
"20/02/2022 08:00 - 20/02/2022 09:00","MBA|NO1","FCR","30.40","0.00","30.40","12.16"
"20/02/2022 09:00 - 20/02/2022 10:00","MBA|NO1","FCR","32.40","2.43","32.40",""
"20/02/2022 10:00 - 20/02/2022 11:00","MBA|NO1","FCR","35.40","0.00","35.40",""
"20/02/2022 11:00 - 20/02/2022 12:00","MBA|NO1","FCR","35.30","0.00","35.30","7.94"
"20/02/2022 12:00 - 20/02/2022 13:00","MBA|NO1","FCR","33.40","0.84","33.40",""
"20/02/2022 13:00 - 20/02/2022 14:00","MBA|NO1","FCR","34.40","4.30","34.40",""
"20/02/2022 14:00 - 20/02/2022 15:00","MBA|NO1","FCR","37.30","6.53","37.30",""
"20/02/2022 15:00 - 20/02/2022 16:00","MBA|NO1","FCR","46.40","0.00","46.40","1.16"
"20/02/2022 16:00 - 20/02/2022 17:00","MBA|NO1","FCR","36.50","0.00","36.50","1.83"
"20/02/2022 17:00 - 20/02/2022 18:00","MBA|NO1","FCR","40.40","1.01","40.40",""
"20/02/2022 18:00 - 20/02/2022 19:00","MBA|NO1","FCR","41.30","0.00","41.30","1.03"
"20/02/2022 19:00 - 20/02/2022 20:00","MBA|NO1","FCR","44.20","0.00","44.20","4.42"
"20/02/2022 20:00 - 20/02/2022 21:00","MBA|NO1","FCR","45.30","0.00","45.30","21.52"
"20/02/2022 21:00 - 20/02/2022 22:00","MBA|NO1","FCR","40.60","0.00","40.60","5.08"
"20/02/2022 22:00 - 20/02/2022 23:00","MBA|NO1","FCR","41.40","6.21","41.40",""
"20/02/2022 23:00 - 21/02/2022 00:00","MBA|NO1","FCR","33.40","0.00","33.40","1.67"
"21/02/2022 00:00 - 21/02/2022 01:00","MBA|NO1","FCR","32.40","0.00","32.40",""
"21/02/2022 01:00 - 21/02/2022 02:00","MBA|NO1","FCR","32.40","0.00","32.40","9.72"
"21/02/2022 02:00 - 21/02/2022 03:00","MBA|NO1","FCR","32.30","5.65","32.30",""
"21/02/2022 03:00 - 21/02/2022 04:00","MBA|NO1","FCR","32.40","4.86","32.40",""
"21/02/2022 04:00 - 21/02/2022 05:00","MBA|NO1","FCR","32.50","0.00","32.50","8.13"
"21/02/2022 05:00 - 21/02/2022 06:00","MBA|NO1","FCR","34.40","3.44","34.40",""
"21/02/2022 06:00 - 21/02/2022 07:00","MBA|NO1","FCR","36.40","3.64","36.40",""
"21/02/2022 07:00 - 21/02/2022 08:00","MBA|NO1","FCR","37.40","6.55","37.40",""
"21/02/2022 08:00 - 21/02/2022 09:00","MBA|NO1","FCR","38.40","2.88","38.40",""
"21/02/2022 09:00 - 21/02/2022 10:00","MBA|NO1","FCR","36.40","10.01","36.40",""
"21/02/2022 10:00 - 21/02/2022 11:00","MBA|NO1","FCR","39.40","0.00","39.40","9.85"
"21/02/2022 11:00 - 21/02/2022 12:00","MBA|NO1","FCR","40.30","3.02","40.30",""
"21/02/2022 12:00 - 21/02/2022 13:00","MBA|NO1","FCR","29.40","2.21","29.40",""
"21/02/2022 13:00 - 21/02/2022 14:00","MBA|NO1","FCR","28.50","0.00","28.50",""
"21/02/2022 14:00 - 21/02/2022 15:00","MBA|NO1","FCR","30.40","2.28","30.40",""
"21/02/2022 15:00 - 21/02/2022 16:00","MBA|NO1","FCR","38.30","0.96","38.30",""
"21/02/2022 16:00 - 21/02/2022 17:00","MBA|NO1","FCR","29.20","2.92","29.20",""
"21/02/2022 17:00 - 21/02/2022 18:00","MBA|NO1","FCR","38.30","18.19","38.30",""
"21/02/2022 18:00 - 21/02/2022 19:00","MBA|NO1","FCR","39.60","0.00","39.60","2.97"
"21/02/2022 19:00 - 21/02/2022 20:00","MBA|NO1","FCR","41.40","0.00","41.40","2.07"
"21/02/2022 20:00 - 21/02/2022 21:00","MBA|NO1","FCR","31.40","0.00","31.40","3.14"
"21/02/2022 21:00 - 21/02/2022 22:00","MBA|NO1","FCR","32.40","11.34","32.40",""
"21/02/2022 22:00 - 21/02/2022 23:00","MBA|NO1","FCR","41.30","0.00","41.30","9.29"
"21/02/2022 23:00 - 22/02/2022 00:00","MBA|NO1","FCR","39.40","0.00","39.40",""
"22/02/2022 00:00 - 22/02/2022 01:00","MBA|NO1","FCR","33.60","3.36","33.60",""
"22/02/2022 01:00 - 22/02/2022 02:00","MBA|NO1","FCR","34.60","0.00","34.60","9.52"
"22/02/2022 02:00 - 22/02/2022 03:00","MBA|NO1","FCR","36.50","0.00","36.50","3.65"
"22/02/2022 03:00 - 22/02/2022 04:00","MBA|NO1","FCR","36.60","7.32","36.60",""
"22/02/2022 04:00 - 22/02/2022 05:00","MBA|NO1","FCR","32.60","4.89","32.60",""
"22/02/2022 05:00 - 22/02/2022 06:00","MBA|NO1","FCR","37.60","0.00","37.60","1.88"
"22/02/2022 06:00 - 22/02/2022 07:00","MBA|NO1","FCR","40.60","0.00","40.60","1.02"
"22/02/2022 07:00 - 22/02/2022 08:00","MBA|NO1","FCR","39.10","0.00","39.10","33.24"
"22/02/2022 08:00 - 22/02/2022 09:00","MBA|NO1","FCR","35.10","0.00","35.10","14.04"
"22/02/2022 09:00 - 22/02/2022 10:00","MBA|NO1","FCR","33.20","9.96","33.20",""
"22/02/2022 10:00 - 22/02/2022 11:00","MBA|NO1","FCR","40.10","6.02","40.10",""
"22/02/2022 11:00 - 22/02/2022 12:00","MBA|NO1","FCR","42.10","2.11","42.10",""
"22/02/2022 12:00 - 22/02/2022 13:00","MBA|NO1","FCR","43.10","6.47","43.10",""
"22/02/2022 13:00 - 22/02/2022 14:00","MBA|NO1","FCR","50.20","7.53","50.20",""
"22/02/2022 14:00 - 22/02/2022 15:00","MBA|NO1","FCR","49.20","3.69","49.20",""
"22/02/2022 15:00 - 22/02/2022 16:00","MBA|NO1","FCR","43.20","1.08","43.20",""
"22/02/2022 16:00 - 22/02/2022 17:00","MBA|NO1","FCR","44.90","0.00","44.90","1.12"
"22/02/2022 17:00 - 22/02/2022 18:00","MBA|NO1","FCR","43.10","0.00","43.10","3.23"
"22/02/2022 18:00 - 22/02/2022 19:00","MBA|NO1","FCR","50.20","0.00","50.20","23.85"
"22/02/2022 19:00 - 22/02/2022 20:00","MBA|NO1","FCR","44.50","2.23","44.50",""
"22/02/2022 20:00 - 22/02/2022 21:00","MBA|NO1","FCR","57.90","0.00","57.90","2.90"
"22/02/2022 21:00 - 22/02/2022 22:00","MBA|NO1","FCR","44.90","0.00","44.90","2.25"
"22/02/2022 22:00 - 22/02/2022 23:00","MBA|NO1","FCR","42.90","0.00","42.90","12.87"
"22/02/2022 23:00 - 23/02/2022 00:00","MBA|NO1","FCR","39.90","0.00","39.90","21.95"
"23/02/2022 00:00 - 23/02/2022 01:00","MBA|NO1","FCR","28.70","2.87","28.70",""
"23/02/2022 01:00 - 23/02/2022 02:00","MBA|NO1","FCR","27.70","0.00","27.70","5.54"
"23/02/2022 02:00 - 23/02/2022 03:00","MBA|NO1","FCR","27.60","14.49","27.60",""
"23/02/2022 03:00 - 23/02/2022 04:00","MBA|NO1","FCR","27.60","8.97","27.60",""
"23/02/2022 04:00 - 23/02/2022 05:00","MBA|NO1","FCR","27.60","4.83","27.60",""
"23/02/2022 05:00 - 23/02/2022 06:00","MBA|NO1","FCR","30.70","3.84","30.70",""
"23/02/2022 06:00 - 23/02/2022 07:00","MBA|NO1","FCR","35.70","3.57","35.70",""
"23/02/2022 07:00 - 23/02/2022 08:00","MBA|NO1","FCR","37.20","7.44","37.20",""
"23/02/2022 08:00 - 23/02/2022 09:00","MBA|NO1","FCR","33.80","0.00","33.80","2.54"
"23/02/2022 09:00 - 23/02/2022 10:00","MBA|NO1","FCR","36.00","0.00","36.00","9.00"
"23/02/2022 10:00 - 23/02/2022 11:00","MBA|NO1","FCR","28.20","0.00","28.20","18.33"
"23/02/2022 11:00 - 23/02/2022 12:00","MBA|NO1","FCR","34.10","0.00","34.10","10.23"
"23/02/2022 12:00 - 23/02/2022 13:00","MBA|NO1","FCR","32.00","1.60","32.00",""
"23/02/2022 13:00 - 23/02/2022 14:00","MBA|NO1","FCR","32.10","0.00","32.10","8.03"
"23/02/2022 14:00 - 23/02/2022 15:00","MBA|NO1","FCR","33.10","2.48","33.10",""
"23/02/2022 15:00 - 23/02/2022 16:00","MBA|NO1","FCR","37.00","12.03","37.00",""
"23/02/2022 16:00 - 23/02/2022 17:00","MBA|NO1","FCR","31.10","7.78","31.10",""
"23/02/2022 17:00 - 23/02/2022 18:00","MBA|NO1","FCR","30.00","3.75","30.00",""
"23/02/2022 18:00 - 23/02/2022 19:00","MBA|NO1","FCR","33.10","0.00","33.10","0.83"
"23/02/2022 19:00 - 23/02/2022 20:00","MBA|NO1","FCR","37.10","0.00","37.10","9.28"
"23/02/2022 20:00 - 23/02/2022 21:00","MBA|NO1","FCR","35.30","10.59","35.30",""
"23/02/2022 21:00 - 23/02/2022 22:00","MBA|NO1","FCR","35.00","19.25","35.00",""
"23/02/2022 22:00 - 23/02/2022 23:00","MBA|NO1","FCR","31.00","0.00","31.00","3.10"
"23/02/2022 23:00 - 24/02/2022 00:00","MBA|NO1","FCR","30.90","3.09","30.90",""
"24/02/2022 00:00 - 24/02/2022 01:00","MBA|NO1","FCR","27.00","6.75","27.00",""
"24/02/2022 01:00 - 24/02/2022 02:00","MBA|NO1","FCR","26.90","0.00","26.90",""
"24/02/2022 02:00 - 24/02/2022 03:00","MBA|NO1","FCR","28.00","0.00","28.00","3.50"
"24/02/2022 03:00 - 24/02/2022 04:00","MBA|NO1","FCR","26.00","0.00","26.00","10.40"
"24/02/2022 04:00 - 24/02/2022 05:00","MBA|NO1","FCR","27.00","1.35","27.00",""
"24/02/2022 05:00 - 24/02/2022 06:00","MBA|NO1","FCR","31.90","7.98","31.90",""
"24/02/2022 06:00 - 24/02/2022 07:00","MBA|NO1","FCR","34.00","5.10","34.00",""
"24/02/2022 07:00 - 24/02/2022 08:00","MBA|NO1","FCR","34.90","0.87","34.90",""
"24/02/2022 08:00 - 24/02/2022 09:00","MBA|NO1","FCR","32.00","0.00","32.00","4.80"
"24/02/2022 09:00 - 24/02/2022 10:00","MBA|NO1","FCR","34.90","4.36","34.90",""
"24/02/2022 10:00 - 24/02/2022 11:00","MBA|NO1","FCR","34.00","0.00","34.00","1.70"
"24/02/2022 11:00 - 24/02/2022 12:00","MBA|NO1","FCR","34.90","0.00","34.90","13.96"
"24/02/2022 12:00 - 24/02/2022 13:00","MBA|NO1","FCR","32.90","0.00","32.90","4.11"
"24/02/2022 13:00 - 24/02/2022 14:00","MBA|NO1","FCR","35.90","1.80","35.90",""
"24/02/2022 14:00 - 24/02/2022 15:00","MBA|NO1","FCR","31.80","6.36","31.80",""
"24/02/2022 15:00 - 24/02/2022 16:00","MBA|NO1","FCR","32.00","20.80","32.00",""
"24/02/2022 16:00 - 24/02/2022 17:00","MBA|NO1","FCR","31.00","0.00","31.00","6.98"
"24/02/2022 17:00 - 24/02/2022 18:00","MBA|NO1","FCR","33.70","0.00","33.70","10.11"
"24/02/2022 18:00 - 24/02/2022 19:00","MBA|NO1","FCR","31.60","3.95","31.60",""
"24/02/2022 19:00 - 24/02/2022 20:00","MBA|NO1","FCR","32.60","4.89","32.60",""
"24/02/2022 20:00 - 24/02/2022 21:00","MBA|NO1","FCR","33.70","1.69","33.70",""
"24/02/2022 21:00 - 24/02/2022 22:00","MBA|NO1","FCR","32.50","13.00","32.50",""
"24/02/2022 22:00 - 24/02/2022 23:00","MBA|NO1","FCR","32.60","2.45","32.60",""
"24/02/2022 23:00 - 25/02/2022 00:00","MBA|NO1","FCR","32.50","1.63","32.50",""
"25/02/2022 00:00 - 25/02/2022 01:00","MBA|NO1","FCR","38.20","0.00","38.20","12.42"
"25/02/2022 01:00 - 25/02/2022 02:00","MBA|NO1","FCR","34.30","0.00","34.30","7.72"
"25/02/2022 02:00 - 25/02/2022 03:00","MBA|NO1","FCR","38.20","0.00","38.20","9.55"
"25/02/2022 03:00 - 25/02/2022 04:00","MBA|NO1","FCR","34.30","9.43","34.30",""
"25/02/2022 04:00 - 25/02/2022 05:00","MBA|NO1","FCR","36.10","3.61","36.10",""
"25/02/2022 05:00 - 25/02/2022 06:00","MBA|NO1","FCR","30.20","0.00","30.20","12.84"
"25/02/2022 06:00 - 25/02/2022 07:00","MBA|NO1","FCR","34.30","4.29","34.30",""
"25/02/2022 07:00 - 25/02/2022 08:00","MBA|NO1","FCR","29.60","6.66","29.60",""
"25/02/2022 08:00 - 25/02/2022 09:00","MBA|NO1","FCR","33.50","1.68","33.50",""
"25/02/2022 09:00 - 25/02/2022 10:00","MBA|NO1","FCR","33.60","11.76","33.60",""
"25/02/2022 10:00 - 25/02/2022 11:00","MBA|NO1","FCR","38.60","0.97","38.60",""
"25/02/2022 11:00 - 25/02/2022 12:00","MBA|NO1","FCR","41.50","0.00","41.50",""
"25/02/2022 12:00 - 25/02/2022 13:00","MBA|NO1","FCR","35.50","0.00","35.50","7.99"
"25/02/2022 13:00 - 25/02/2022 14:00","MBA|NO1","FCR","34.70","0.00","34.70","6.07"
"25/02/2022 14:00 - 25/02/2022 15:00","MBA|NO1","FCR","38.60","0.97","38.60",""
"25/02/2022 15:00 - 25/02/2022 16:00","MBA|NO1","FCR","31.60","0.79","31.60",""
"25/02/2022 16:00 - 25/02/2022 17:00","MBA|NO1","FCR","36.40","0.00","36.40",""
"25/02/2022 17:00 - 25/02/2022 18:00","MBA|NO1","FCR","41.60","1.04","41.60",""
"25/02/2022 18:00 - 25/02/2022 19:00","MBA|NO1","FCR","33.60","0.00","33.60","19.32"
"25/02/2022 19:00 - 25/02/2022 20:00","MBA|NO1","FCR","33.60","0.00","33.60","0.84"
"25/02/2022 20:00 - 25/02/2022 21:00","MBA|NO1","FCR","33.60","0.00","33.60","15.96"
"25/02/2022 21:00 - 25/02/2022 22:00","MBA|NO1","FCR","34.60","6.06","34.60",""
"25/02/2022 22:00 - 25/02/2022 23:00","MBA|NO1","FCR","34.50","7.76","34.50",""
"25/02/2022 23:00 - 26/02/2022 00:00","MBA|NO1","FCR","34.50","14.66","34.50",""
"26/02/2022 00:00 - 26/02/2022 01:00","MBA|NO1","FCR","40.60","3.05","40.60",""
"26/02/2022 01:00 - 26/02/2022 02:00","MBA|NO1","FCR","42.60","18.11","42.60",""
"26/02/2022 02:00 - 26/02/2022 03:00","MBA|NO1","FCR","30.50","12.96","30.50",""
"26/02/2022 03:00 - 26/02/2022 04:00","MBA|NO1","FCR","30.50","11.44","30.50",""
"26/02/2022 04:00 - 26/02/2022 05:00","MBA|NO1","FCR","30.70","13.05","30.70",""
"26/02/2022 05:00 - 26/02/2022 06:00","MBA|NO1","FCR","30.60","16.83","30.60",""
"26/02/2022 06:00 - 26/02/2022 07:00","MBA|NO1","FCR","31.60","2.37","31.60",""
"26/02/2022 07:00 - 26/02/2022 08:00","MBA|NO1","FCR","38.40","0.00","38.40","6.72"
"26/02/2022 08:00 - 26/02/2022 09:00","MBA|NO1","FCR","40.10","5.01","40.10",""
"26/02/2022 09:00 - 26/02/2022 10:00","MBA|NO1","FCR","44.10","0.00","44.10","7.72"
"26/02/2022 10:00 - 26/02/2022 11:00","MBA|NO1","FCR","45.20","0.00","45.20","16.95"
"26/02/2022 11:00 - 26/02/2022 12:00","MBA|NO1","FCR","44.00","0.00","44.00","22.00"
"26/02/2022 12:00 - 26/02/2022 13:00","MBA|NO1","FCR","36.00","0.00","36.00","11.70"
"26/02/2022 13:00 - 26/02/2022 14:00","MBA|NO1","FCR","34.10","0.00","34.10","1.71"
"26/02/2022 14:00 - 26/02/2022 15:00","MBA|NO1","FCR","36.10","0.00","36.10","13.54"
"26/02/2022 15:00 - 26/02/2022 16:00","MBA|NO1","FCR","36.00","0.00","36.00","9.00"
"26/02/2022 16:00 - 26/02/2022 17:00","MBA|NO1","FCR","46.10","0.00","46.10","6.92"
"26/02/2022 17:00 - 26/02/2022 18:00","MBA|NO1","FCR","43.10","6.47","43.10",""
"26/02/2022 18:00 - 26/02/2022 19:00","MBA|NO1","FCR","48.10","0.00","48.10",""
"26/02/2022 19:00 - 26/02/2022 20:00","MBA|NO1","FCR","48.00","2.40","48.00",""
"26/02/2022 20:00 - 26/02/2022 21:00","MBA|NO1","FCR","46.10","5.76","46.10",""
"26/02/2022 21:00 - 26/02/2022 22:00","MBA|NO1","FCR","34.10","17.90","34.10",""
"26/02/2022 22:00 - 26/02/2022 23:00","MBA|NO1","FCR","34.10","0.00","34.10","7.67"
"26/02/2022 23:00 - 27/02/2022 00:00","MBA|NO1","FCR","35.20","0.00","35.20","4.40"
"27/02/2022 00:00 - 27/02/2022 01:00","MBA|NO1","FCR","27.70","0.00","27.70","0.69"
"27/02/2022 01:00 - 27/02/2022 02:00","MBA|NO1","FCR","27.80","0.00","27.80","2.78"
"27/02/2022 02:00 - 27/02/2022 03:00","MBA|NO1","FCR","27.60","0.00","27.60","8.28"
"27/02/2022 03:00 - 27/02/2022 04:00","MBA|NO1","FCR","27.70","0.00","27.70","3.46"
"27/02/2022 04:00 - 27/02/2022 05:00","MBA|NO1","FCR","28.80","0.00","28.80","9.36"
"27/02/2022 05:00 - 27/02/2022 06:00","MBA|NO1","FCR","29.60","0.00","29.60","5.18"
"27/02/2022 06:00 - 27/02/2022 07:00","MBA|NO1","FCR","30.70","0.00","30.70","6.14"
"27/02/2022 07:00 - 27/02/2022 08:00","MBA|NO1","FCR","30.80","0.00","30.80","11.55"
"27/02/2022 08:00 - 27/02/2022 09:00","MBA|NO1","FCR","30.60","0.77","30.60",""
"27/02/2022 09:00 - 27/02/2022 10:00","MBA|NO1","FCR","30.70","14.58","30.70",""
"27/02/2022 10:00 - 27/02/2022 11:00","MBA|NO1","FCR","29.80","2.98","29.80",""
"27/02/2022 11:00 - 27/02/2022 12:00","MBA|NO1","FCR","29.60","0.00","29.60","2.22"
"27/02/2022 12:00 - 27/02/2022 13:00","MBA|NO1","FCR","27.80","0.00","27.80",""
"27/02/2022 13:00 - 27/02/2022 14:00","MBA|NO1","FCR","27.70","4.85","27.70",""
"27/02/2022 14:00 - 27/02/2022 15:00","MBA|NO1","FCR","27.80","0.00","27.80",""
"27/02/2022 15:00 - 27/02/2022 16:00","MBA|NO1","FCR","28.60","2.15","28.60",""
"27/02/2022 16:00 - 27/02/2022 17:00","MBA|NO1","FCR","31.80","11.13","31.80",""
"27/02/2022 17:00 - 27/02/2022 18:00","MBA|NO1","FCR","32.70","8.99","32.70",""
"27/02/2022 18:00 - 27/02/2022 19:00","MBA|NO1","FCR","37.70","7.54","37.70",""
"27/02/2022 19:00 - 27/02/2022 20:00","MBA|NO1","FCR","38.70","0.00","38.70","20.32"
"27/02/2022 20:00 - 27/02/2022 21:00","MBA|NO1","FCR","30.80","1.54","30.80",""
"27/02/2022 21:00 - 27/02/2022 22:00","MBA|NO1","FCR","29.60","8.88","29.60",""
"27/02/2022 22:00 - 27/02/2022 23:00","MBA|NO1","FCR","29.80","0.75","29.80",""
"27/02/2022 23:00 - 28/02/2022 00:00","MBA|NO1","FCR","29.70","5.20","29.70",""
"28/02/2022 00:00 - 28/02/2022 01:00","MBA|NO1","FCR","31.70","0.00","31.70","1.59"
