"ISP (CET/CEST)","Area","Reserve Type","Regulation Up - Accepted [17.1.D] (MW)","Regulation Up - Activated [17.1.E] (MWh)","Regulation Down - Accepted [17.1.D] (MW)","Regulation Down - Activated [17.1.E] (MWh)"
"02/01/2015 03:00 - 02/01/2015 04:00","MBA|NO1","FCR","51.00","","51.00","26.13"
"02/01/2015 04:00 - 02/01/2015 05:00","MBA|NO1","FCR","51.00","","51.00","13.75"
"02/01/2015 05:00 - 02/01/2015 06:00","MBA|NO1","FCR","58.00","","58.00","20.54"
"02/01/2015 06:00 - 02/01/2015 07:00","MBA|NO1","FCR","52.00","","52.00","46.78"
"02/01/2015 07:00 - 02/01/2015 08:00","MBA|NO1","FCR","58.00","","58.00","29.78"
"02/01/2015 08:00 - 02/01/2015 09:00","MBA|NO1","FCR","58.00","","58.00","17.24"
"02/01/2015 09:00 - 02/01/2015 10:00","MBA|NO1","FCR","58.00","","58.00","7.84"
"02/01/2015 10:00 - 02/01/2015 11:00","MBA|NO1","FCR","58.00","21.95","58.00",""
"02/01/2015 11:00 - 02/01/2015 12:00","MBA|NO1","FCR","58.00","28.22","58.00",""
"02/01/2015 12:00 - 02/01/2015 13:00","MBA|NO1","FCR","58.00","26.65","58.00",""
"02/01/2015 13:00 - 02/01/2015 14:00","MBA|NO1","FCR","58.00","0.00","58.00",""
"02/01/2015 14:00 - 02/01/2015 15:00","MBA|NO1","FCR","58.00","31.35","58.00",""
"02/01/2015 15:00 - 02/01/2015 16:00","MBA|NO1","FCR","58.00","26.65","58.00",""
"02/01/2015 16:00 - 02/01/2015 17:00","MBA|NO1","FCR","58.00","","58.00","9.41"
"02/01/2015 17:00 - 02/01/2015 18:00","MBA|NO1","FCR","58.00","","58.00","17.24"
"02/01/2015 18:00 - 02/01/2015 19:00","MBA|NO1","FCR","58.00","","58.00","4.70"
"02/01/2015 19:00 - 02/01/2015 20:00","MBA|NO1","FCR","58.00","6.27","58.00",""
"02/01/2015 20:00 - 02/01/2015 21:00","MBA|NO1","FCR","54.00","","54.00","32.01"
"02/01/2015 21:00 - 02/01/2015 22:00","MBA|NO1","FCR","54.00","","54.00","21.83"
"02/01/2015 22:00 - 02/01/2015 23:00","MBA|NO1","FCR","54.00","13.19","54.00",""
"02/01/2015 23:00 - 03/01/2015 00:00","MBA|NO1","FCR","54.00","","54.00","5.86"
"03/01/2015 00:00 - 03/01/2015 01:00","MBA|NO1","FCR","50.00","","50.00","5.33"
"03/01/2015 01:00 - 03/01/2015 02:00","MBA|NO1","FCR","49.00","","49.00","7.85"
"03/01/2015 02:00 - 03/01/2015 03:00","MBA|NO1","FCR","49.00","6.54","49.00",""
"03/01/2015 03:00 - 03/01/2015 04:00","MBA|NO1","FCR","49.00","37.92","49.00",""
"03/01/2015 04:00 - 03/01/2015 05:00","MBA|NO1","FCR","49.00","24.84","49.00",""
"03/01/2015 05:00 - 03/01/2015 06:00","MBA|NO1","FCR","49.00","18.31","49.00",""
"03/01/2015 06:00 - 03/01/2015 07:00","MBA|NO1","FCR","49.00","","49.00","34.00"
"03/01/2015 07:00 - 03/01/2015 08:00","MBA|NO1","FCR","52.00","","52.00","24.40"
"03/01/2015 08:00 - 03/01/2015 09:00","MBA|NO1","FCR","55.00","","55.00","13.41"
"03/01/2015 09:00 - 03/01/2015 10:00","MBA|NO1","FCR","52.00","","52.00","14.68"
"03/01/2015 10:00 - 03/01/2015 11:00","MBA|NO1","FCR","52.00","0.00","52.00",""
"03/01/2015 11:00 - 03/01/2015 12:00","MBA|NO1","FCR","54.00","12.12","54.00",""
"03/01/2015 12:00 - 03/01/2015 13:00","MBA|NO1","FCR","52.00","20.37","52.00",""
"03/01/2015 13:00 - 03/01/2015 14:00","MBA|NO1","FCR","52.00","23.28","52.00",""
"03/01/2015 14:00 - 03/01/2015 15:00","MBA|NO1","FCR","52.00","7.28","52.00",""
"03/01/2015 15:00 - 03/01/2015 16:00","MBA|NO1","FCR","52.00","","52.00","5.82"
"03/01/2015 16:00 - 03/01/2015 17:00","MBA|NO1","FCR","52.00","8.73","52.00",""
"03/01/2015 17:00 - 03/01/2015 18:00","MBA|NO1","FCR","51.00","13.93","51.00",""
"03/01/2015 18:00 - 03/01/2015 19:00","MBA|NO1","FCR","51.00","","51.00","2.79"
"03/01/2015 19:00 - 03/01/2015 20:00","MBA|NO1","FCR","52.00","","52.00","32.01"
"03/01/2015 20:00 - 03/01/2015 21:00","MBA|NO1","FCR","52.00","","52.00","36.38"
"03/01/2015 21:00 - 03/01/2015 22:00","MBA|NO1","FCR","54.00","2.97","54.00",""
"03/01/2015 22:00 - 03/01/2015 23:00","MBA|NO1","FCR","52.00","14.45","52.00",""
"03/01/2015 23:00 - 04/01/2015 00:00","MBA|NO1","FCR","51.00","28.40","51.00",""
"04/01/2015 00:00 - 04/01/2015 01:00","MBA|NO1","FCR","53.00","","53.00","14.00"
"04/01/2015 01:00 - 04/01/2015 02:00","MBA|NO1","FCR","54.00","","54.00","7.48"
"04/01/2015 02:00 - 04/01/2015 03:00","MBA|NO1","FCR","54.00","","54.00","7.48"
"04/01/2015 03:00 - 04/01/2015 04:00","MBA|NO1","FCR","54.00","","54.00","11.96"
"04/01/2015 04:00 - 04/01/2015 05:00","MBA|NO1","FCR","52.00","","52.00","19.44"
"04/01/2015 05:00 - 04/01/2015 06:00","MBA|NO1","FCR","52.00","10.47","52.00",""
"04/01/2015 06:00 - 04/01/2015 07:00","MBA|NO1","FCR","52.00","20.93","52.00",""
"04/01/2015 07:00 - 04/01/2015 08:00","MBA|NO1","FCR","54.00","26.91","54.00",""
"04/01/2015 08:00 - 04/01/2015 09:00","MBA|NO1","FCR","53.00","","53.00","20.65"
"04/01/2015 09:00 - 04/01/2015 10:00","MBA|NO1","FCR","57.00","3.13","57.00",""
"04/01/2015 10:00 - 04/01/2015 11:00","MBA|NO1","FCR","57.00","18.75","57.00",""
"04/01/2015 11:00 - 04/01/2015 12:00","MBA|NO1","FCR","57.00","","57.00","7.81"
"04/01/2015 12:00 - 04/01/2015 13:00","MBA|NO1","FCR","57.00","","57.00","34.38"
"04/01/2015 13:00 - 04/01/2015 14:00","MBA|NO1","FCR","56.00","","56.00","12.50"
"04/01/2015 14:00 - 04/01/2015 15:00","MBA|NO1","FCR","55.00","14.06","55.00",""
"04/01/2015 15:00 - 04/01/2015 16:00","MBA|NO1","FCR","55.00","29.69","55.00",""
"04/01/2015 16:00 - 04/01/2015 17:00","MBA|NO1","FCR","55.00","39.06","55.00",""
"04/01/2015 17:00 - 04/01/2015 18:00","MBA|NO1","FCR","55.00","","55.00","9.38"
"04/01/2015 18:00 - 04/01/2015 19:00","MBA|NO1","FCR","55.00","","55.00","23.44"
"04/01/2015 19:00 - 04/01/2015 20:00","MBA|NO1","FCR","55.00","","55.00","17.19"
"04/01/2015 20:00 - 04/01/2015 21:00","MBA|NO1","FCR","55.00","","55.00","34.38"
"04/01/2015 21:00 - 04/01/2015 22:00","MBA|NO1","FCR","57.00","","57.00","15.63"
"04/01/2015 22:00 - 04/01/2015 23:00","MBA|NO1","FCR","56.00","","56.00","15.63"
"04/01/2015 23:00 - 05/01/2015 00:00","MBA|NO1","FCR","57.00","4.69","57.00",""
"05/01/2015 00:00 - 05/01/2015 01:00","MBA|NO1","FCR","52.00","","52.00","28.50"
"05/01/2015 01:00 - 05/01/2015 02:00","MBA|NO1","FCR","53.00","","53.00","10.19"
"05/01/2015 02:00 - 05/01/2015 03:00","MBA|NO1","FCR","53.00","","53.00","5.82"
"05/01/2015 03:00 - 05/01/2015 04:00","MBA|NO1","FCR","53.00","7.28","53.00",""
"05/01/2015 04:00 - 05/01/2015 05:00","MBA|NO1","FCR","51.00","13.95","51.00",""
"05/01/2015 05:00 - 05/01/2015 06:00","MBA|NO1","FCR","52.00","11.26","52.00",""
"05/01/2015 06:00 - 05/01/2015 07:00","MBA|NO1","FCR","52.00","","52.00","2.82"
"05/01/2015 07:00 - 05/01/2015 08:00","MBA|NO1","FCR","54.00","1.50","54.00",""
"05/01/2015 08:00 - 05/01/2015 09:00","MBA|NO1","FCR","59.00","","59.00","12.72"
"05/01/2015 09:00 - 05/01/2015 10:00","MBA|NO1","FCR","61.00","","61.00","31.59"
"05/01/2015 10:00 - 05/01/2015 11:00","MBA|NO1","FCR","61.00","33.25","61.00",""
"05/01/2015 11:00 - 05/01/2015 12:00","MBA|NO1","FCR","61.00","34.91","61.00",""
"05/01/2015 12:00 - 05/01/2015 13:00","MBA|NO1","FCR","61.00","","61.00","34.91"
"05/01/2015 13:00 - 05/01/2015 14:00","MBA|NO1","FCR","60.00","","60.00","4.84"
"05/01/2015 14:00 - 05/01/2015 15:00","MBA|NO1","FCR","59.00","11.13","59.00",""
"05/01/2015 15:00 - 05/01/2015 16:00","MBA|NO1","FCR","59.00","44.52","59.00",""
"05/01/2015 16:00 - 05/01/2015 17:00","MBA|NO1","FCR","59.00","","59.00","15.90"
"05/01/2015 17:00 - 05/01/2015 18:00","MBA|NO1","FCR","59.00","","59.00","17.49"
"05/01/2015 18:00 - 05/01/2015 19:00","MBA|NO1","FCR","59.00","","59.00","3.18"
"05/01/2015 19:00 - 05/01/2015 20:00","MBA|NO1","FCR","59.00","7.95","59.00",""
"05/01/2015 20:00 - 05/01/2015 21:00","MBA|NO1","FCR","51.00","","51.00","2.82"
"05/01/2015 21:00 - 05/01/2015 22:00","MBA|NO1","FCR","54.00","11.68","54.00",""
"05/01/2015 22:00 - 05/01/2015 23:00","MBA|NO1","FCR","53.00","","53.00","14.33"
"05/01/2015 23:00 - 06/01/2015 00:00","MBA|NO1","FCR","54.00","","54.00","5.89"
"06/01/2015 00:00 - 06/01/2015 01:00","MBA|NO1","FCR","52.00","18.95","52.00",""
"06/01/2015 01:00 - 06/01/2015 02:00","MBA|NO1","FCR","52.00","42.30","52.00",""
"06/01/2015 02:00 - 06/01/2015 03:00","MBA|NO1","FCR","52.00","35.25","52.00",""
"06/01/2015 03:00 - 06/01/2015 04:00","MBA|NO1","FCR","52.00","15.51","52.00",""
"06/01/2015 04:00 - 06/01/2015 05:00","MBA|NO1","FCR","52.00","25.38","52.00",""
"06/01/2015 05:00 - 06/01/2015 06:00","MBA|NO1","FCR","52.00","","52.00","9.87"
"06/01/2015 06:00 - 06/01/2015 07:00","MBA|NO1","FCR","56.00","","56.00","8.88"
"06/01/2015 07:00 - 06/01/2015 08:00","MBA|NO1","FCR","53.00","12.98","53.00",""
"06/01/2015 08:00 - 06/01/2015 09:00","MBA|NO1","FCR","53.00","","53.00","41.83"
"06/01/2015 09:00 - 06/01/2015 10:00","MBA|NO1","FCR","53.00","","53.00","30.29"
"06/01/2015 10:00 - 06/01/2015 11:00","MBA|NO1","FCR","52.00","","52.00","15.87"
"06/01/2015 11:00 - 06/01/2015 12:00","MBA|NO1","FCR","51.00","","51.00","12.98"
"06/01/2015 12:00 - 06/01/2015 13:00","MBA|NO1","FCR","51.00","19.01","51.00",""
"06/01/2015 13:00 - 06/01/2015 14:00","MBA|NO1","FCR","52.00","1.44","52.00",""
"06/01/2015 14:00 - 06/01/2015 15:00","MBA|NO1","FCR","52.00","24.52","52.00",""
"06/01/2015 15:00 - 06/01/2015 16:00","MBA|NO1","FCR","52.00","20.20","52.00",""
"06/01/2015 16:00 - 06/01/2015 17:00","MBA|NO1","FCR","53.00","","53.00","26.64"
"06/01/2015 17:00 - 06/01/2015 18:00","MBA|NO1","FCR","54.00","","54.00","16.28"
"06/01/2015 18:00 - 06/01/2015 19:00","MBA|NO1","FCR","52.00","","52.00","28.85"
"06/01/2015 19:00 - 06/01/2015 20:00","MBA|NO1","FCR","52.00","","52.00","11.54"
"06/01/2015 20:00 - 06/01/2015 21:00","MBA|NO1","FCR","53.00","","53.00","8.79"
"06/01/2015 21:00 - 06/01/2015 22:00","MBA|NO1","FCR","52.00","12.98","52.00",""
"06/01/2015 22:00 - 06/01/2015 23:00","MBA|NO1","FCR","53.00","","53.00","33.70"
"06/01/2015 23:00 - 07/01/2015 00:00","MBA|NO1","FCR","54.00","","54.00","20.72"
"07/01/2015 00:00 - 07/01/2015 01:00","MBA|NO1","FCR","55.00","30.45","55.00",""
"07/01/2015 01:00 - 07/01/2015 02:00","MBA|NO1","FCR","55.00","7.61","55.00",""
"07/01/2015 02:00 - 07/01/2015 03:00","MBA|NO1","FCR","55.00","","55.00","4.57"
"07/01/2015 03:00 - 07/01/2015 04:00","MBA|NO1","FCR","52.00","","52.00","2.94"
"07/01/2015 04:00 - 07/01/2015 05:00","MBA|NO1","FCR","53.00","13.55","53.00",""
"07/01/2015 05:00 - 07/01/2015 06:00","MBA|NO1","FCR","53.00","","53.00","5.94"
"07/01/2015 06:00 - 07/01/2015 07:00","MBA|NO1","FCR","53.00","","53.00","34.50"
"07/01/2015 07:00 - 07/01/2015 08:00","MBA|NO1","FCR","54.00","29.31","54.00",""
"07/01/2015 08:00 - 07/01/2015 09:00","MBA|NO1","FCR","50.00","","50.00","26.33"
"07/01/2015 09:00 - 07/01/2015 10:00","MBA|NO1","FCR","50.00","","50.00","19.01"
"07/01/2015 10:00 - 07/01/2015 11:00","MBA|NO1","FCR","50.00","","50.00","7.31"
"07/01/2015 11:00 - 07/01/2015 12:00","MBA|NO1","FCR","50.00","","50.00","4.39"
"07/01/2015 12:00 - 07/01/2015 13:00","MBA|NO1","FCR","50.00","29.25","50.00",""
"07/01/2015 13:00 - 07/01/2015 14:00","MBA|NO1","FCR","50.00","15.03","50.00",""
"07/01/2015 14:00 - 07/01/2015 15:00","MBA|NO1","FCR","50.00","","50.00","3.01"
"07/01/2015 15:00 - 07/01/2015 16:00","MBA|NO1","FCR","51.00","","51.00","13.52"
"07/01/2015 16:00 - 07/01/2015 17:00","MBA|NO1","FCR","54.00","","54.00","23.48"
"07/01/2015 17:00 - 07/01/2015 18:00","MBA|NO1","FCR","55.00","","55.00","42.26"
"07/01/2015 18:00 - 07/01/2015 19:00","MBA|NO1","FCR","54.00","","54.00","12.22"
"07/01/2015 19:00 - 07/01/2015 20:00","MBA|NO1","FCR","51.00","","51.00","29.85"
"07/01/2015 20:00 - 07/01/2015 21:00","MBA|NO1","FCR","52.00","","52.00","55.22"
"07/01/2015 21:00 - 07/01/2015 22:00","MBA|NO1","FCR","52.00","","52.00","29.85"
"07/01/2015 22:00 - 07/01/2015 23:00","MBA|NO1","FCR","52.00","","52.00","1.49"
"07/01/2015 23:00 - 08/01/2015 00:00","MBA|NO1","FCR","52.00","5.97","52.00",""
"08/01/2015 00:00 - 08/01/2015 01:00","MBA|NO1","FCR","53.00","4.45","53.00",""
"08/01/2015 01:00 - 08/01/2015 02:00","MBA|NO1","FCR","52.00","4.45","52.00",""
"08/01/2015 02:00 - 08/01/2015 03:00","MBA|NO1","FCR","52.00","16.31","52.00",""
"08/01/2015 03:00 - 08/01/2015 04:00","MBA|NO1","FCR","52.00","2.97","52.00",""
"08/01/2015 04:00 - 08/01/2015 05:00","MBA|NO1","FCR","52.00","11.86","52.00",""
"08/01/2015 05:00 - 08/01/2015 06:00","MBA|NO1","FCR","52.00","","52.00","4.45"
"08/01/2015 06:00 - 08/01/2015 07:00","MBA|NO1","FCR","52.00","4.34","52.00",""
"08/01/2015 07:00 - 08/01/2015 08:00","MBA|NO1","FCR","51.00","11.58","51.00",""
"08/01/2015 08:00 - 08/01/2015 09:00","MBA|NO1","FCR","51.00","4.34","51.00",""
"08/01/2015 09:00 - 08/01/2015 10:00","MBA|NO1","FCR","51.00","","51.00","5.79"
"08/01/2015 10:00 - 08/01/2015 11:00","MBA|NO1","FCR","51.00","26.06","51.00",""
"08/01/2015 11:00 - 08/01/2015 12:00","MBA|NO1","FCR","51.00","18.82","51.00",""
"08/01/2015 12:00 - 08/01/2015 13:00","MBA|NO1","FCR","51.00","17.37","51.00",""
"08/01/2015 13:00 - 08/01/2015 14:00","MBA|NO1","FCR","51.00","2.90","51.00",""
"08/01/2015 14:00 - 08/01/2015 15:00","MBA|NO1","FCR","51.00","21.71","51.00",""
"08/01/2015 15:00 - 08/01/2015 16:00","MBA|NO1","FCR","51.00","21.71","51.00",""
"08/01/2015 16:00 - 08/01/2015 17:00","MBA|NO1","FCR","51.00","","51.00","10.13"
"08/01/2015 17:00 - 08/01/2015 18:00","MBA|NO1","FCR","51.00","","51.00","7.24"
"08/01/2015 18:00 - 08/01/2015 19:00","MBA|NO1","FCR","51.00","","51.00","23.16"
"08/01/2015 19:00 - 08/01/2015 20:00","MBA|NO1","FCR","51.00","","51.00","10.13"
"08/01/2015 20:00 - 08/01/2015 21:00","MBA|NO1","FCR","50.00","","50.00","42.68"
"08/01/2015 21:00 - 08/01/2015 22:00","MBA|NO1","FCR","51.00","","51.00","20.30"
"08/01/2015 22:00 - 08/01/2015 23:00","MBA|NO1","FCR","46.00","","46.00","7.95"
"08/01/2015 23:00 - 09/01/2015 00:00","MBA|NO1","FCR","45.00","20.88","45.00",""
"09/01/2015 00:00 - 09/01/2015 01:00","MBA|NO1","FCR","49.00","15.18","49.00",""
"09/01/2015 01:00 - 09/01/2015 02:00","MBA|NO1","FCR","49.00","4.14","49.00",""
"09/01/2015 02:00 - 09/01/2015 03:00","MBA|NO1","FCR","49.00","","49.00","6.90"
"09/01/2015 03:00 - 09/01/2015 04:00","MBA|NO1","FCR","49.00","6.90","49.00",""
"09/01/2015 04:00 - 09/01/2015 05:00","MBA|NO1","FCR","51.00","1.38","51.00",""
"09/01/2015 05:00 - 09/01/2015 06:00","MBA|NO1","FCR","53.00","","53.00","5.65"
"09/01/2015 06:00 - 09/01/2015 07:00","MBA|NO1","FCR","51.00","8.21","51.00",""
"09/01/2015 07:00 - 09/01/2015 08:00","MBA|NO1","FCR","50.00","28.88","50.00",""
"09/01/2015 08:00 - 09/01/2015 09:00","MBA|NO1","FCR","50.00","2.75","50.00",""
"09/01/2015 09:00 - 09/01/2015 10:00","MBA|NO1","FCR","50.00","","50.00","2.75"
"09/01/2015 10:00 - 09/01/2015 11:00","MBA|NO1","FCR","50.00","17.88","50.00",""
"09/01/2015 11:00 - 09/01/2015 12:00","MBA|NO1","FCR","50.00","13.75","50.00",""
"09/01/2015 12:00 - 09/01/2015 13:00","MBA|NO1","FCR","50.00","5.50","50.00",""
"09/01/2015 13:00 - 09/01/2015 14:00","MBA|NO1","FCR","51.00","13.75","51.00",""
"09/01/2015 14:00 - 09/01/2015 15:00","MBA|NO1","FCR","51.00","16.50","51.00",""
"09/01/2015 15:00 - 09/01/2015 16:00","MBA|NO1","FCR","51.00","","51.00","2.75"
"09/01/2015 16:00 - 09/01/2015 17:00","MBA|NO1","FCR","49.00","","49.00","18.80"
"09/01/2015 17:00 - 09/01/2015 18:00","MBA|NO1","FCR","51.00","2.81","51.00",""
"09/01/2015 18:00 - 09/01/2015 19:00","MBA|NO1","FCR","49.00","","49.00","2.72"
"09/01/2015 19:00 - 09/01/2015 20:00","MBA|NO1","FCR","51.00","","51.00","37.13"
"09/01/2015 20:00 - 09/01/2015 21:00","MBA|NO1","FCR","47.00","","47.00","2.56"
"09/01/2015 21:00 - 09/01/2015 22:00","MBA|NO1","FCR","50.00","17.52","50.00",""
"09/01/2015 22:00 - 09/01/2015 23:00","MBA|NO1","FCR","51.00","1.37","51.00",""
"09/01/2015 23:00 - 10/01/2015 00:00","MBA|NO1","FCR","50.00","2.74","50.00",""
"10/01/2015 00:00 - 10/01/2015 01:00","MBA|NO1","FCR","49.00","","49.00","2.66"
"10/01/2015 01:00 - 10/01/2015 02:00","MBA|NO1","FCR","48.00","30.42","48.00",""
"10/01/2015 02:00 - 10/01/2015 03:00","MBA|NO1","FCR","49.00","","49.00","5.29"
"10/01/2015 03:00 - 10/01/2015 04:00","MBA|NO1","FCR","49.00","2.65","49.00",""
"10/01/2015 04:00 - 10/01/2015 05:00","MBA|NO1","FCR","49.00","14.55","49.00",""
"10/01/2015 05:00 - 10/01/2015 06:00","MBA|NO1","FCR","49.00","","49.00","15.87"
"10/01/2015 06:00 - 10/01/2015 07:00","MBA|NO1","FCR","49.00","","49.00","22.48"
"10/01/2015 07:00 - 10/01/2015 08:00","MBA|NO1","FCR","47.00","","47.00","5.17"
"10/01/2015 08:00 - 10/01/2015 09:00","MBA|NO1","FCR","50.00","2.70","50.00",""
"10/01/2015 09:00 - 10/01/2015 10:00","MBA|NO1","FCR","54.00","5.85","54.00",""
"10/01/2015 10:00 - 10/01/2015 11:00","MBA|NO1","FCR","54.00","11.70","54.00",""
"10/01/2015 11:00 - 10/01/2015 12:00","MBA|NO1","FCR","51.00","","51.00","22.16"
"10/01/2015 12:00 - 10/01/2015 13:00","MBA|NO1","FCR","51.00","19.39","51.00",""
"10/01/2015 13:00 - 10/01/2015 14:00","MBA|NO1","FCR","52.00","15.57","52.00",""
"10/01/2015 14:00 - 10/01/2015 15:00","MBA|NO1","FCR","52.00","","52.00","2.83"
"10/01/2015 15:00 - 10/01/2015 16:00","MBA|NO1","FCR","52.00","0.00","52.00",""
"10/01/2015 16:00 - 10/01/2015 17:00","MBA|NO1","FCR","52.00","24.06","52.00",""
"10/01/2015 17:00 - 10/01/2015 18:00","MBA|NO1","FCR","50.00","26.89","50.00",""
"10/01/2015 18:00 - 10/01/2015 19:00","MBA|NO1","FCR","50.00","4.25","50.00",""
"10/01/2015 19:00 - 10/01/2015 20:00","MBA|NO1","FCR","50.00","","50.00","8.49"
"10/01/2015 20:00 - 10/01/2015 21:00","MBA|NO1","FCR","50.00","","50.00","16.98"
"10/01/2015 21:00 - 10/01/2015 22:00","MBA|NO1","FCR","52.00","18.40","52.00",""
"10/01/2015 22:00 - 10/01/2015 23:00","MBA|NO1","FCR","52.00","","52.00","7.08"
"10/01/2015 23:00 - 11/01/2015 00:00","MBA|NO1","FCR","52.00","","52.00","9.91"
"11/01/2015 00:00 - 11/01/2015 01:00","MBA|NO1","FCR","53.00","","53.00","21.75"
"11/01/2015 01:00 - 11/01/2015 02:00","MBA|NO1","FCR","53.00","","53.00","27.55"
"11/01/2015 02:00 - 11/01/2015 03:00","MBA|NO1","FCR","53.00","","53.00","5.80"
"11/01/2015 03:00 - 11/01/2015 04:00","MBA|NO1","FCR","53.00","","53.00","8.70"
"11/01/2015 04:00 - 11/01/2015 05:00","MBA|NO1","FCR","53.00","14.50","53.00",""
"11/01/2015 05:00 - 11/01/2015 06:00","MBA|NO1","FCR","53.00","30.45","53.00",""
"11/01/2015 06:00 - 11/01/2015 07:00","MBA|NO1","FCR","53.00","","53.00","8.70"
"11/01/2015 07:00 - 11/01/2015 08:00","MBA|NO1","FCR","54.00","11.70","54.00",""
"11/01/2015 08:00 - 11/01/2015 09:00","MBA|NO1","FCR","54.00","17.55","54.00",""
"11/01/2015 09:00 - 11/01/2015 10:00","MBA|NO1","FCR","54.00","4.39","54.00",""
"11/01/2015 10:00 - 11/01/2015 11:00","MBA|NO1","FCR","54.00","","54.00","11.70"
"11/01/2015 11:00 - 11/01/2015 12:00","MBA|NO1","FCR","54.00","10.24","54.00",""
"11/01/2015 12:00 - 11/01/2015 13:00","MBA|NO1","FCR","54.00","0.00","54.00",""
"11/01/2015 13:00 - 11/01/2015 14:00","MBA|NO1","FCR","54.00","","54.00","4.39"
"11/01/2015 14:00 - 11/01/2015 15:00","MBA|NO1","FCR","54.00","","54.00","2.93"
"11/01/2015 15:00 - 11/01/2015 16:00","MBA|NO1","FCR","54.00","","54.00","4.39"
"11/01/2015 16:00 - 11/01/2015 17:00","MBA|NO1","FCR","53.00","28.95","53.00",""
"11/01/2015 17:00 - 11/01/2015 18:00","MBA|NO1","FCR","54.00","26.06","54.00",""
"11/01/2015 18:00 - 11/01/2015 19:00","MBA|NO1","FCR","53.00","","53.00","18.82"
"11/01/2015 19:00 - 11/01/2015 20:00","MBA|NO1","FCR","55.00","","55.00","35.10"
"11/01/2015 20:00 - 11/01/2015 21:00","MBA|NO1","FCR","55.00","","55.00","17.55"
"11/01/2015 21:00 - 11/01/2015 22:00","MBA|NO1","FCR","55.00","","55.00","4.39"
"11/01/2015 22:00 - 11/01/2015 23:00","MBA|NO1","FCR","55.00","","55.00","1.46"
"11/01/2015 23:00 - 12/01/2015 00:00","MBA|NO1","FCR","55.00","","55.00","1.46"
"12/01/2015 00:00 - 12/01/2015 01:00","MBA|NO1","FCR","53.00","","53.00","70.38"
"12/01/2015 01:00 - 12/01/2015 02:00","MBA|NO1","FCR","53.00","9.85","53.00",""
"12/01/2015 02:00 - 12/01/2015 03:00","MBA|NO1","FCR","53.00","","53.00","8.45"
"12/01/2015 03:00 - 12/01/2015 04:00","MBA|NO1","FCR","53.00","","53.00","25.34"
"12/01/2015 04:00 - 12/01/2015 05:00","MBA|NO1","FCR","53.00","","53.00","22.52"
