"ISP (CET/CEST)","Area","Reserve Type","Regulation Up - Accepted [17.1.D] (MW)","Regulation Up - Activated [17.1.E] (MWh)","Regulation Down - Accepted [17.1.D] (MW)","Regulation Down - Activated [17.1.E] (MWh)"
"15/06/2021 13:00 - 15/06/2021 14:00","MBA|NO1","FCR","38.00","6.65","38.00",""
"15/06/2021 14:00 - 15/06/2021 15:00","MBA|NO1","FCR","42.80","8.56","42.80",""
"15/06/2021 15:00 - 15/06/2021 16:00","MBA|NO1","FCR","42.80","7.49","42.80",""
"15/06/2021 16:00 - 15/06/2021 17:00","MBA|NO1","FCR","35.30","0.00","35.30","1.77"
"15/06/2021 17:00 - 15/06/2021 18:00","MBA|NO1","FCR","31.40","7.07","31.40",""
"15/06/2021 18:00 - 15/06/2021 19:00","MBA|NO1","FCR","38.40","19.20","38.40",""
"15/06/2021 19:00 - 15/06/2021 20:00","MBA|NO1","FCR","39.40","2.96","39.40",""
"15/06/2021 20:00 - 15/06/2021 21:00","MBA|NO1","FCR","36.40","0.00","36.40","3.64"
"15/06/2021 21:00 - 15/06/2021 22:00","MBA|NO1","FCR","35.10","2.63","35.10",""
"15/06/2021 22:00 - 15/06/2021 23:00","MBA|NO1","FCR","22.10","1.66","22.10",""
"15/06/2021 23:00 - 16/06/2021 00:00","MBA|NO1","FCR","17.10","1.71","17.10",""
"16/06/2021 00:00 - 16/06/2021 01:00","MBA|NO1","FCR","13.30","2.66","13.30",""
"16/06/2021 01:00 - 16/06/2021 02:00","MBA|NO1","FCR","14.30","0.00","14.30","3.22"
"16/06/2021 02:00 - 16/06/2021 03:00","MBA|NO1","FCR","15.40","0.00","15.40","0.39"
"16/06/2021 03:00 - 16/06/2021 04:00","MBA|NO1","FCR","15.30","3.44","15.30",""
"16/06/2021 04:00 - 16/06/2021 05:00","MBA|NO1","FCR","19.40","4.37","19.40",""
"16/06/2021 05:00 - 16/06/2021 06:00","MBA|NO1","FCR","21.10","0.00","21.10","2.11"
"16/06/2021 06:00 - 16/06/2021 07:00","MBA|NO1","FCR","21.40","0.00","21.40","5.89"
"16/06/2021 07:00 - 16/06/2021 08:00","MBA|NO1","FCR","28.30","0.00","28.30","9.91"
"16/06/2021 08:00 - 16/06/2021 09:00","MBA|NO1","FCR","27.30","0.00","27.30","9.56"
"16/06/2021 09:00 - 16/06/2021 10:00","MBA|NO1","FCR","25.40","0.00","25.40","6.99"
"16/06/2021 10:00 - 16/06/2021 11:00","MBA|NO1","FCR","23.10","0.00","23.10","8.09"
"16/06/2021 11:00 - 16/06/2021 12:00","MBA|NO1","FCR","26.40","0.00","26.40","3.96"
"16/06/2021 12:00 - 16/06/2021 13:00","MBA|NO1","FCR","25.30","0.00","25.30","5.69"
"16/06/2021 13:00 - 16/06/2021 14:00","MBA|NO1","FCR","26.30","3.95","26.30",""
"16/06/2021 14:00 - 16/06/2021 15:00","MBA|NO1","FCR","23.40","5.85","23.40",""
"16/06/2021 15:00 - 16/06/2021 16:00","MBA|NO1","FCR","22.80","8.55","22.80",""
"16/06/2021 16:00 - 16/06/2021 17:00","MBA|NO1","FCR","28.40","3.55","28.40",""
"16/06/2021 17:00 - 16/06/2021 18:00","MBA|NO1","FCR","27.10","4.74","27.10",""
"16/06/2021 18:00 - 16/06/2021 19:00","MBA|NO1","FCR","21.40","5.89","21.40",""
"16/06/2021 19:00 - 16/06/2021 20:00","MBA|NO1","FCR","21.30","3.20","21.30",""
"16/06/2021 20:00 - 16/06/2021 21:00","MBA|NO1","FCR","21.30","1.60","21.30",""
"16/06/2021 21:00 - 16/06/2021 22:00","MBA|NO1","FCR","19.40","0.00","19.40","1.46"
"16/06/2021 22:00 - 16/06/2021 23:00","MBA|NO1","FCR","16.00","0.00","16.00","3.60"
"16/06/2021 23:00 - 17/06/2021 00:00","MBA|NO1","FCR","12.20","0.00","12.20","3.36"
"17/06/2021 00:00 - 17/06/2021 01:00","MBA|NO1","FCR","16.30","1.63","16.30",""
"17/06/2021 01:00 - 17/06/2021 02:00","MBA|NO1","FCR","16.40","5.33","16.40",""
"17/06/2021 02:00 - 17/06/2021 03:00","MBA|NO1","FCR","17.10","6.84","17.10",""
"17/06/2021 03:00 - 17/06/2021 04:00","MBA|NO1","FCR","16.40","1.64","16.40",""
"17/06/2021 04:00 - 17/06/2021 05:00","MBA|NO1","FCR","16.30","0.00","16.30","5.30"
"17/06/2021 05:00 - 17/06/2021 06:00","MBA|NO1","FCR","18.40","0.46","18.40",""
"17/06/2021 06:00 - 17/06/2021 07:00","MBA|NO1","FCR","20.30","0.00","20.30","3.05"
"17/06/2021 07:00 - 17/06/2021 08:00","MBA|NO1","FCR","26.40","1.98","26.40",""
"17/06/2021 08:00 - 17/06/2021 09:00","MBA|NO1","FCR","32.10","1.61","32.10",""
"17/06/2021 09:00 - 17/06/2021 10:00","MBA|NO1","FCR","31.40","0.00","31.40","14.13"
"17/06/2021 10:00 - 17/06/2021 11:00","MBA|NO1","FCR","36.30","19.97","36.30",""
"17/06/2021 11:00 - 17/06/2021 12:00","MBA|NO1","FCR","36.30","0.00","36.30","3.63"
"17/06/2021 12:00 - 17/06/2021 13:00","MBA|NO1","FCR","35.40","0.00","35.40","9.74"
"17/06/2021 13:00 - 17/06/2021 14:00","MBA|NO1","FCR","32.00","1.60","32.00",""
"17/06/2021 14:00 - 17/06/2021 15:00","MBA|NO1","FCR","27.20","4.76","27.20",""
"17/06/2021 15:00 - 17/06/2021 16:00","MBA|NO1","FCR","27.40","0.69","27.40",""
"17/06/2021 16:00 - 17/06/2021 17:00","MBA|NO1","FCR","23.30","5.24","23.30",""
"17/06/2021 17:00 - 17/06/2021 18:00","MBA|NO1","FCR","23.40","2.93","23.40",""
"17/06/2021 18:00 - 17/06/2021 19:00","MBA|NO1","FCR","15.20","0.00","15.20","0.76"
"17/06/2021 19:00 - 17/06/2021 20:00","MBA|NO1","FCR","15.30","0.38","15.30",""
"17/06/2021 20:00 - 17/06/2021 21:00","MBA|NO1","FCR","15.30","0.00","15.30","1.91"
"17/06/2021 21:00 - 17/06/2021 22:00","MBA|NO1","FCR","15.30","0.00","15.30","6.50"
"17/06/2021 22:00 - 17/06/2021 23:00","MBA|NO1","FCR","15.40","0.00","15.40","4.62"
"17/06/2021 23:00 - 18/06/2021 00:00","MBA|NO1","FCR","15.20","0.00","15.20","3.80"
"18/06/2021 00:00 - 18/06/2021 01:00","MBA|NO1","FCR","17.30","0.00","17.30","8.22"
"18/06/2021 01:00 - 18/06/2021 02:00","MBA|NO1","FCR","12.40","1.55","12.40",""
"18/06/2021 02:00 - 18/06/2021 03:00","MBA|NO1","FCR","12.10","3.33","12.10",""
"18/06/2021 03:00 - 18/06/2021 04:00","MBA|NO1","FCR","13.40","2.01","13.40",""
"18/06/2021 04:00 - 18/06/2021 05:00","MBA|NO1","FCR","16.30","0.00","16.30","3.26"
"18/06/2021 05:00 - 18/06/2021 06:00","MBA|NO1","FCR","17.30","3.03","17.30",""
"18/06/2021 06:00 - 18/06/2021 07:00","MBA|NO1","FCR","17.40","4.79","17.40",""
"18/06/2021 07:00 - 18/06/2021 08:00","MBA|NO1","FCR","25.00","13.75","25.00",""
"18/06/2021 08:00 - 18/06/2021 09:00","MBA|NO1","FCR","27.20","2.04","27.20",""
"18/06/2021 09:00 - 18/06/2021 10:00","MBA|NO1","FCR","22.30","0.00","22.30","2.23"
"18/06/2021 10:00 - 18/06/2021 11:00","MBA|NO1","FCR","22.30","0.00","22.30","7.25"
"18/06/2021 11:00 - 18/06/2021 12:00","MBA|NO1","FCR","23.40","2.93","23.40",""
"18/06/2021 12:00 - 18/06/2021 13:00","MBA|NO1","FCR","18.60","0.00","18.60","3.72"
"18/06/2021 13:00 - 18/06/2021 14:00","MBA|NO1","FCR","18.20","0.00","18.20","5.01"
"18/06/2021 14:00 - 18/06/2021 15:00","MBA|NO1","FCR","22.40","0.00","22.40","3.36"
"18/06/2021 15:00 - 18/06/2021 16:00","MBA|NO1","FCR","21.90","0.00","21.90","0.55"
"18/06/2021 16:00 - 18/06/2021 17:00","MBA|NO1","FCR","22.10","4.97","22.10",""
"18/06/2021 17:00 - 18/06/2021 18:00","MBA|NO1","FCR","22.60","3.39","22.60",""
"18/06/2021 18:00 - 18/06/2021 19:00","MBA|NO1","FCR","21.90","4.93","21.90",""
"18/06/2021 19:00 - 18/06/2021 20:00","MBA|NO1","FCR","20.20","6.57","20.20",""
"18/06/2021 20:00 - 18/06/2021 21:00","MBA|NO1","FCR","17.80","0.00","17.80","0.45"
"18/06/2021 21:00 - 18/06/2021 22:00","MBA|NO1","FCR","15.80","0.00","15.80","0.40"
"18/06/2021 22:00 - 18/06/2021 23:00","MBA|NO1","FCR","15.60","3.12","15.60",""
"18/06/2021 23:00 - 19/06/2021 00:00","MBA|NO1","FCR","15.80","0.00","15.80","5.14"
"19/06/2021 00:00 - 19/06/2021 01:00","MBA|NO1","FCR","19.80","0.00","19.80","3.96"
"19/06/2021 01:00 - 19/06/2021 02:00","MBA|NO1","FCR","21.80","0.00","21.80","2.18"
"19/06/2021 02:00 - 19/06/2021 03:00","MBA|NO1","FCR","21.60","0.00","21.60","3.78"
"19/06/2021 03:00 - 19/06/2021 04:00","MBA|NO1","FCR","18.80","0.00","18.80","3.76"
"19/06/2021 04:00 - 19/06/2021 05:00","MBA|NO1","FCR","17.80","0.00","17.80","2.23"
"19/06/2021 05:00 - 19/06/2021 06:00","MBA|NO1","FCR","18.70","0.00","18.70","0.47"
"19/06/2021 06:00 - 19/06/2021 07:00","MBA|NO1","FCR","19.90","1.00","19.90",""
"19/06/2021 07:00 - 19/06/2021 08:00","MBA|NO1","FCR","22.40","11.20","22.40",""
"19/06/2021 08:00 - 19/06/2021 09:00","MBA|NO1","FCR","25.80","12.90","25.80",""
"19/06/2021 09:00 - 19/06/2021 10:00","MBA|NO1","FCR","30.80","2.31","30.80",""
"19/06/2021 10:00 - 19/06/2021 11:00","MBA|NO1","FCR","28.80","6.48","28.80",""
"19/06/2021 11:00 - 19/06/2021 12:00","MBA|NO1","FCR","26.80","0.00","26.80","1.34"
"19/06/2021 12:00 - 19/06/2021 13:00","MBA|NO1","FCR","31.80","7.16","31.80",""
"19/06/2021 13:00 - 19/06/2021 14:00","MBA|NO1","FCR","27.80","0.00","27.80","8.34"
"19/06/2021 14:00 - 19/06/2021 15:00","MBA|NO1","FCR","28.80","0.00","28.80","5.76"
"19/06/2021 15:00 - 19/06/2021 16:00","MBA|NO1","FCR","28.80","7.92","28.80",""
"19/06/2021 16:00 - 19/06/2021 17:00","MBA|NO1","FCR","25.80","0.00","25.80","0.65"
"19/06/2021 17:00 - 19/06/2021 18:00","MBA|NO1","FCR","28.80","0.00","28.80",""
"19/06/2021 18:00 - 19/06/2021 19:00","MBA|NO1","FCR","28.80","0.00","28.80","0.72"
"19/06/2021 19:00 - 19/06/2021 20:00","MBA|NO1","FCR","28.80","0.00","28.80","0.72"
"19/06/2021 20:00 - 19/06/2021 21:00","MBA|NO1","FCR","27.80","0.00","27.80","2.78"
"19/06/2021 21:00 - 19/06/2021 22:00","MBA|NO1","FCR","25.60","1.28","25.60",""
"19/06/2021 22:00 - 19/06/2021 23:00","MBA|NO1","FCR","27.80","0.00","27.80","3.48"
"19/06/2021 23:00 - 20/06/2021 00:00","MBA|NO1","FCR","27.80","0.00","27.80","0.70"
"20/06/2021 00:00 - 20/06/2021 01:00","MBA|NO1","FCR","19.70","6.90","19.70",""
"20/06/2021 01:00 - 20/06/2021 02:00","MBA|NO1","FCR","14.90","2.24","14.90",""
"20/06/2021 02:00 - 20/06/2021 03:00","MBA|NO1","FCR","15.40","1.54","15.40",""
"20/06/2021 03:00 - 20/06/2021 04:00","MBA|NO1","FCR","14.70","0.00","14.70","8.82"
"20/06/2021 04:00 - 20/06/2021 05:00","MBA|NO1","FCR","15.80","0.00","15.80","11.46"
"20/06/2021 05:00 - 20/06/2021 06:00","MBA|NO1","FCR","22.80","0.00","22.80",""
"20/06/2021 06:00 - 20/06/2021 07:00","MBA|NO1","FCR","21.80","0.00","21.80","4.36"
"20/06/2021 07:00 - 20/06/2021 08:00","MBA|NO1","FCR","24.60","1.85","24.60",""
"20/06/2021 08:00 - 20/06/2021 09:00","MBA|NO1","FCR","21.80","3.27","21.80",""
"20/06/2021 09:00 - 20/06/2021 10:00","MBA|NO1","FCR","25.80","12.90","25.80",""
"20/06/2021 10:00 - 20/06/2021 11:00","MBA|NO1","FCR","28.80","7.92","28.80",""
"20/06/2021 11:00 - 20/06/2021 12:00","MBA|NO1","FCR","24.80","6.82","24.80",""
"20/06/2021 12:00 - 20/06/2021 13:00","MBA|NO1","FCR","30.80","0.00","30.80","0.77"
"20/06/2021 13:00 - 20/06/2021 14:00","MBA|NO1","FCR","17.80","0.00","17.80","4.01"
"20/06/2021 14:00 - 20/06/2021 15:00","MBA|NO1","FCR","17.80","0.00","17.80","1.78"
"20/06/2021 15:00 - 20/06/2021 16:00","MBA|NO1","FCR","20.80","5.72","20.80",""
"20/06/2021 16:00 - 20/06/2021 17:00","MBA|NO1","FCR","21.80","0.00","21.80","4.91"
"20/06/2021 17:00 - 20/06/2021 18:00","MBA|NO1","FCR","24.80","1.24","24.80",""
"20/06/2021 18:00 - 20/06/2021 19:00","MBA|NO1","FCR","18.80","0.00","18.80",""
"20/06/2021 19:00 - 20/06/2021 20:00","MBA|NO1","FCR","22.80","3.99","22.80",""
"20/06/2021 20:00 - 20/06/2021 21:00","MBA|NO1","FCR","18.80","2.35","18.80",""
"20/06/2021 21:00 - 20/06/2021 22:00","MBA|NO1","FCR","20.60","0.00","20.60","0.52"
"20/06/2021 22:00 - 20/06/2021 23:00","MBA|NO1","FCR","18.80","0.47","18.80",""
"20/06/2021 23:00 - 21/06/2021 00:00","MBA|NO1","FCR","17.80","0.00","17.80","8.46"
"21/06/2021 00:00 - 21/06/2021 01:00","MBA|NO1","FCR","27.70","3.46","27.70",""
"21/06/2021 01:00 - 21/06/2021 02:00","MBA|NO1","FCR","24.90","0.62","24.90",""
"21/06/2021 02:00 - 21/06/2021 03:00","MBA|NO1","FCR","24.40","0.00","24.40","0.61"
"21/06/2021 03:00 - 21/06/2021 04:00","MBA|NO1","FCR","24.80","5.58","24.80",""
"21/06/2021 04:00 - 21/06/2021 05:00","MBA|NO1","FCR","24.80","0.00","24.80","3.10"
"21/06/2021 05:00 - 21/06/2021 06:00","MBA|NO1","FCR","19.60","0.49","19.60",""
"21/06/2021 06:00 - 21/06/2021 07:00","MBA|NO1","FCR","18.80","7.52","18.80",""
"21/06/2021 07:00 - 21/06/2021 08:00","MBA|NO1","FCR","24.80","9.30","24.80",""
"21/06/2021 08:00 - 21/06/2021 09:00","MBA|NO1","FCR","20.70","0.00","20.70","9.83"
"21/06/2021 09:00 - 21/06/2021 10:00","MBA|NO1","FCR","35.90","15.26","35.90",""
"21/06/2021 10:00 - 21/06/2021 11:00","MBA|NO1","FCR","35.40","0.00","35.40","11.51"
"21/06/2021 11:00 - 21/06/2021 12:00","MBA|NO1","FCR","33.70","0.00","33.70","12.64"
"21/06/2021 12:00 - 21/06/2021 13:00","MBA|NO1","FCR","32.80","0.00","32.80",""
"21/06/2021 13:00 - 21/06/2021 14:00","MBA|NO1","FCR","33.80","7.61","33.80",""
"21/06/2021 14:00 - 21/06/2021 15:00","MBA|NO1","FCR","34.90","3.49","34.90",""
"21/06/2021 15:00 - 21/06/2021 16:00","MBA|NO1","FCR","35.60","0.00","35.60","2.67"
"21/06/2021 16:00 - 21/06/2021 17:00","MBA|NO1","FCR","36.80","6.44","36.80",""
"21/06/2021 17:00 - 21/06/2021 18:00","MBA|NO1","FCR","37.80","0.00","37.80","15.12"
"21/06/2021 18:00 - 21/06/2021 19:00","MBA|NO1","FCR","38.80","0.00","38.80","2.91"
"21/06/2021 19:00 - 21/06/2021 20:00","MBA|NO1","FCR","40.60","2.03","40.60",""
"21/06/2021 20:00 - 21/06/2021 21:00","MBA|NO1","FCR","39.80","0.00","39.80","4.98"
"21/06/2021 21:00 - 21/06/2021 22:00","MBA|NO1","FCR","34.80","2.61","34.80",""
"21/06/2021 22:00 - 21/06/2021 23:00","MBA|NO1","FCR","30.80","0.77","30.80",""
"21/06/2021 23:00 - 22/06/2021 00:00","MBA|NO1","FCR","30.80","0.00","30.80","0.77"
"22/06/2021 00:00 - 22/06/2021 01:00","MBA|NO1","FCR","18.00","0.00","18.00","5.40"
"22/06/2021 01:00 - 22/06/2021 02:00","MBA|NO1","FCR","21.00","0.00","21.00","11.55"
"22/06/2021 02:00 - 22/06/2021 03:00","MBA|NO1","FCR","16.90","7.18","16.90",""
"22/06/2021 03:00 - 22/06/2021 04:00","MBA|NO1","FCR","17.00","8.93","17.00",""
"22/06/2021 04:00 - 22/06/2021 05:00","MBA|NO1","FCR","16.00","5.20","16.00",""
"22/06/2021 05:00 - 22/06/2021 06:00","MBA|NO1","FCR","18.90","0.00","18.90","1.89"
"22/06/2021 06:00 - 22/06/2021 07:00","MBA|NO1","FCR","19.10","0.00","19.10","2.39"
"22/06/2021 07:00 - 22/06/2021 08:00","MBA|NO1","FCR","23.60","0.00","23.60","1.18"
"22/06/2021 08:00 - 22/06/2021 09:00","MBA|NO1","FCR","29.00","0.00","29.00",""
"22/06/2021 09:00 - 22/06/2021 10:00","MBA|NO1","FCR","30.00","0.75","30.00",""
"22/06/2021 10:00 - 22/06/2021 11:00","MBA|NO1","FCR","32.90","0.00","32.90","2.47"
"22/06/2021 11:00 - 22/06/2021 12:00","MBA|NO1","FCR","33.00","0.00","33.00","12.38"
"22/06/2021 12:00 - 22/06/2021 13:00","MBA|NO1","FCR","35.00","0.00","35.00","3.50"
"22/06/2021 13:00 - 22/06/2021 14:00","MBA|NO1","FCR","30.00","1.50","30.00",""
"22/06/2021 14:00 - 22/06/2021 15:00","MBA|NO1","FCR","31.00","3.88","31.00",""
"22/06/2021 15:00 - 22/06/2021 16:00","MBA|NO1","FCR","27.00","0.68","27.00",""
"22/06/2021 16:00 - 22/06/2021 17:00","MBA|NO1","FCR","28.90","1.45","28.90",""
"22/06/2021 17:00 - 22/06/2021 18:00","MBA|NO1","FCR","30.00","0.00","30.00","0.75"
"22/06/2021 18:00 - 22/06/2021 19:00","MBA|NO1","FCR","30.00","0.00","30.00","7.50"
"22/06/2021 19:00 - 22/06/2021 20:00","MBA|NO1","FCR","27.00","2.03","27.00",""
"22/06/2021 20:00 - 22/06/2021 21:00","MBA|NO1","FCR","32.90","0.82","32.90",""
"22/06/2021 21:00 - 22/06/2021 22:00","MBA|NO1","FCR","27.00","4.73","27.00",""
"22/06/2021 22:00 - 22/06/2021 23:00","MBA|NO1","FCR","23.00","4.60","23.00",""
"22/06/2021 23:00 - 23/06/2021 00:00","MBA|NO1","FCR","16.90","0.85","16.90",""
"23/06/2021 00:00 - 23/06/2021 01:00","MBA|NO1","FCR","20.00","5.00","20.00",""
"23/06/2021 01:00 - 23/06/2021 02:00","MBA|NO1","FCR","18.00","0.00","18.00","1.35"
"23/06/2021 02:00 - 23/06/2021 03:00","MBA|NO1","FCR","18.00","0.00","18.00","5.85"
"23/06/2021 03:00 - 23/06/2021 04:00","MBA|NO1","FCR","18.00","0.00","18.00","6.75"
"23/06/2021 04:00 - 23/06/2021 05:00","MBA|NO1","FCR","18.00","0.00","18.00","8.10"
"23/06/2021 05:00 - 23/06/2021 06:00","MBA|NO1","FCR","18.00","2.70","18.00",""
"23/06/2021 06:00 - 23/06/2021 07:00","MBA|NO1","FCR","22.00","0.00","22.00","0.55"
"23/06/2021 07:00 - 23/06/2021 08:00","MBA|NO1","FCR","22.00","6.05","22.00",""
"23/06/2021 08:00 - 23/06/2021 09:00","MBA|NO1","FCR","20.90","4.70","20.90",""
"23/06/2021 09:00 - 23/06/2021 10:00","MBA|NO1","FCR","20.00","12.50","20.00",""
"23/06/2021 10:00 - 23/06/2021 11:00","MBA|NO1","FCR","21.00","14.18","21.00",""
"23/06/2021 11:00 - 23/06/2021 12:00","MBA|NO1","FCR","21.00","13.13","21.00",""
"23/06/2021 12:00 - 23/06/2021 13:00","MBA|NO1","FCR","20.90","0.00","20.90","12.02"
"23/06/2021 13:00 - 23/06/2021 14:00","MBA|NO1","FCR","22.00","0.00","22.00","3.85"
"23/06/2021 14:00 - 23/06/2021 15:00","MBA|NO1","FCR","18.00","0.00","18.00","2.25"
"23/06/2021 15:00 - 23/06/2021 16:00","MBA|NO1","FCR","20.90","0.00","20.90",""
"23/06/2021 16:00 - 23/06/2021 17:00","MBA|NO1","FCR","22.10","0.00","22.10","0.55"
"23/06/2021 17:00 - 23/06/2021 18:00","MBA|NO1","FCR","20.60","0.00","20.60","2.06"
"23/06/2021 18:00 - 23/06/2021 19:00","MBA|NO1","FCR","22.00","0.00","22.00","5.50"
"23/06/2021 19:00 - 23/06/2021 20:00","MBA|NO1","FCR","22.00","0.00","22.00","3.85"
"23/06/2021 20:00 - 23/06/2021 21:00","MBA|NO1","FCR","28.00","0.00","28.00","4.20"
"23/06/2021 21:00 - 23/06/2021 22:00","MBA|NO1","FCR","25.10","1.88","25.10",""
"23/06/2021 22:00 - 23/06/2021 23:00","MBA|NO1","FCR","21.80","0.55","21.80",""
"23/06/2021 23:00 - 24/06/2021 00:00","MBA|NO1","FCR","22.10","0.00","22.10","2.76"
"24/06/2021 00:00 - 24/06/2021 01:00","MBA|NO1","FCR","23.80","0.00","23.80","2.98"
"24/06/2021 01:00 - 24/06/2021 02:00","MBA|NO1","FCR","23.80","0.00","23.80","7.14"
"24/06/2021 02:00 - 24/06/2021 03:00","MBA|NO1","FCR","18.60","3.26","18.60",""
"24/06/2021 03:00 - 24/06/2021 04:00","MBA|NO1","FCR","18.80","2.35","18.80",""
"24/06/2021 04:00 - 24/06/2021 05:00","MBA|NO1","FCR","19.80","0.00","19.80","3.96"
"24/06/2021 05:00 - 24/06/2021 06:00","MBA|NO1","FCR","18.70","0.47","18.70",""
"24/06/2021 06:00 - 24/06/2021 07:00","MBA|NO1","FCR","28.90","0.00","28.90",""
"24/06/2021 07:00 - 24/06/2021 08:00","MBA|NO1","FCR","27.40","7.54","27.40",""
"24/06/2021 08:00 - 24/06/2021 09:00","MBA|NO1","FCR","35.70","6.25","35.70",""
"24/06/2021 09:00 - 24/06/2021 10:00","MBA|NO1","FCR","33.80","15.21","33.80",""
"24/06/2021 10:00 - 24/06/2021 11:00","MBA|NO1","FCR","42.80","0.00","42.80","6.42"
"24/06/2021 11:00 - 24/06/2021 12:00","MBA|NO1","FCR","35.90","0.00","35.90","6.28"
"24/06/2021 12:00 - 24/06/2021 13:00","MBA|NO1","FCR","35.80","0.00","35.80","0.90"
"24/06/2021 13:00 - 24/06/2021 14:00","MBA|NO1","FCR","34.80","0.00","34.80",""
"24/06/2021 14:00 - 24/06/2021 15:00","MBA|NO1","FCR","34.80","6.96","34.80",""
"24/06/2021 15:00 - 24/06/2021 16:00","MBA|NO1","FCR","36.80","0.00","36.80","1.84"
"24/06/2021 16:00 - 24/06/2021 17:00","MBA|NO1","FCR","29.60","0.00","29.60","0.74"
"24/06/2021 17:00 - 24/06/2021 18:00","MBA|NO1","FCR","36.80","0.00","36.80","2.76"
"24/06/2021 18:00 - 24/06/2021 19:00","MBA|NO1","FCR","29.80","0.00","29.80","3.73"
"24/06/2021 19:00 - 24/06/2021 20:00","MBA|NO1","FCR","34.70","0.00","34.70","4.34"
"24/06/2021 20:00 - 24/06/2021 21:00","MBA|NO1","FCR","29.90","0.00","29.90",""
"24/06/2021 21:00 - 24/06/2021 22:00","MBA|NO1","FCR","17.40","2.61","17.40",""
"24/06/2021 22:00 - 24/06/2021 23:00","MBA|NO1","FCR","25.80","1.94","25.80",""
"24/06/2021 23:00 - 25/06/2021 00:00","MBA|NO1","FCR","17.80","0.00","17.80","1.78"
"25/06/2021 00:00 - 25/06/2021 01:00","MBA|NO1","FCR","22.80","0.00","22.80","0.57"
"25/06/2021 01:00 - 25/06/2021 02:00","MBA|NO1","FCR","21.80","0.00","21.80","3.82"
"25/06/2021 02:00 - 25/06/2021 03:00","MBA|NO1","FCR","21.60","1.62","21.60",""
"25/06/2021 03:00 - 25/06/2021 04:00","MBA|NO1","FCR","15.80","2.37","15.80",""
"25/06/2021 04:00 - 25/06/2021 05:00","MBA|NO1","FCR","15.80","2.77","15.80",""
"25/06/2021 05:00 - 25/06/2021 06:00","MBA|NO1","FCR","17.70","0.00","17.70","3.10"
"25/06/2021 06:00 - 25/06/2021 07:00","MBA|NO1","FCR","17.90","0.00","17.90","1.34"
"25/06/2021 07:00 - 25/06/2021 08:00","MBA|NO1","FCR","20.40","0.00","20.40","4.08"
"25/06/2021 08:00 - 25/06/2021 09:00","MBA|NO1","FCR","20.70","2.07","20.70",""
"25/06/2021 09:00 - 25/06/2021 10:00","MBA|NO1","FCR","21.00","13.13","21.00",""
"25/06/2021 10:00 - 25/06/2021 11:00","MBA|NO1","FCR","27.00","2.03","27.00",""
"25/06/2021 11:00 - 25/06/2021 12:00","MBA|NO1","FCR","20.00","2.50","20.00",""
"25/06/2021 12:00 - 25/06/2021 13:00","MBA|NO1","FCR","20.00","0.50","20.00",""
"25/06/2021 13:00 - 25/06/2021 14:00","MBA|NO1","FCR","19.90","0.00","19.90","2.49"
"25/06/2021 14:00 - 25/06/2021 15:00","MBA|NO1","FCR","20.00","0.00","20.00",""
"25/06/2021 15:00 - 25/06/2021 16:00","MBA|NO1","FCR","20.00","0.00","20.00",""
"25/06/2021 16:00 - 25/06/2021 17:00","MBA|NO1","FCR","18.90","0.00","18.90","2.36"
"25/06/2021 17:00 - 25/06/2021 18:00","MBA|NO1","FCR","19.00","0.00","19.00","2.85"
"25/06/2021 18:00 - 25/06/2021 19:00","MBA|NO1","FCR","17.00","0.00","17.00","0.43"
"25/06/2021 19:00 - 25/06/2021 20:00","MBA|NO1","FCR","16.00","0.00","16.00",""
"25/06/2021 20:00 - 25/06/2021 21:00","MBA|NO1","FCR","18.00","0.00","18.00","0.45"
"25/06/2021 21:00 - 25/06/2021 22:00","MBA|NO1","FCR","17.90","0.45","17.90",""
"25/06/2021 22:00 - 25/06/2021 23:00","MBA|NO1","FCR","16.00","0.00","16.00","1.60"
"25/06/2021 23:00 - 26/06/2021 00:00","MBA|NO1","FCR","18.00","0.00","18.00","4.05"
"26/06/2021 00:00 - 26/06/2021 01:00","MBA|NO1","FCR","14.80","0.00","14.80","1.11"
"26/06/2021 01:00 - 26/06/2021 02:00","MBA|NO1","FCR","17.80","0.00","17.80",""
"26/06/2021 02:00 - 26/06/2021 03:00","MBA|NO1","FCR","20.60","0.00","20.60","2.58"
"26/06/2021 03:00 - 26/06/2021 04:00","MBA|NO1","FCR","20.80","0.00","20.80","6.24"
"26/06/2021 04:00 - 26/06/2021 05:00","MBA|NO1","FCR","17.80","0.00","17.80","3.12"
"26/06/2021 05:00 - 26/06/2021 06:00","MBA|NO1","FCR","17.80","12.02","17.80",""
"26/06/2021 06:00 - 26/06/2021 07:00","MBA|NO1","FCR","17.60","0.00","17.60",""
"26/06/2021 07:00 - 26/06/2021 08:00","MBA|NO1","FCR","17.80","0.00","17.80",""
"26/06/2021 08:00 - 26/06/2021 09:00","MBA|NO1","FCR","14.80","0.00","14.80",""
"26/06/2021 09:00 - 26/06/2021 10:00","MBA|NO1","FCR","17.50","0.88","17.50",""
"26/06/2021 10:00 - 26/06/2021 11:00","MBA|NO1","FCR","18.60","0.93","18.60",""
"26/06/2021 11:00 - 26/06/2021 12:00","MBA|NO1","FCR","19.40","0.49","19.40",""
"26/06/2021 12:00 - 26/06/2021 13:00","MBA|NO1","FCR","18.50","3.70","18.50",""
"26/06/2021 13:00 - 26/06/2021 14:00","MBA|NO1","FCR","17.60","3.08","17.60",""
