"ISP (CET/CEST)","Area","Reserve Type","Regulation Up - Accepted [17.1.D] (MW)","Regulation Up - Activated [17.1.E] (MWh)","Regulation Down - Accepted [17.1.D] (MW)","Regulation Down - Activated [17.1.E] (MWh)"
"25/01/2021 14:00 - 25/01/2021 15:00","MBA|NO1","FCR","36.30","0.00","36.30","2.72"
"25/01/2021 15:00 - 25/01/2021 16:00","MBA|NO1","FCR","36.60","0.00","36.60","5.49"
"25/01/2021 16:00 - 25/01/2021 17:00","MBA|NO1","FCR","36.70","0.00","36.70","14.68"
"25/01/2021 17:00 - 25/01/2021 18:00","MBA|NO1","FCR","36.60","2.75","36.60",""
"25/01/2021 18:00 - 25/01/2021 19:00","MBA|NO1","FCR","36.60","4.58","36.60",""
"25/01/2021 19:00 - 25/01/2021 20:00","MBA|NO1","FCR","36.60","10.98","36.60",""
"25/01/2021 20:00 - 25/01/2021 21:00","MBA|NO1","FCR","36.60","8.24","36.60",""
"25/01/2021 21:00 - 25/01/2021 22:00","MBA|NO1","FCR","36.60","11.90","36.60",""
"25/01/2021 22:00 - 25/01/2021 23:00","MBA|NO1","FCR","33.20","4.15","33.20",""
"25/01/2021 23:00 - 26/01/2021 00:00","MBA|NO1","FCR","31.20","0.00","31.20","3.90"
"26/01/2021 00:00 - 26/01/2021 01:00","MBA|NO1","FCR","42.20","3.17","42.20",""
"26/01/2021 01:00 - 26/01/2021 02:00","MBA|NO1","FCR","43.20","0.00","43.20","12.96"
"26/01/2021 02:00 - 26/01/2021 03:00","MBA|NO1","FCR","43.20","0.00","43.20","20.52"
"26/01/2021 03:00 - 26/01/2021 04:00","MBA|NO1","FCR","43.20","1.08","43.20",""
"26/01/2021 04:00 - 26/01/2021 05:00","MBA|NO1","FCR","41.20","6.18","41.20",""
"26/01/2021 05:00 - 26/01/2021 06:00","MBA|NO1","FCR","42.20","2.11","42.20",""
"26/01/2021 06:00 - 26/01/2021 07:00","MBA|NO1","FCR","45.20","1.13","45.20",""
"26/01/2021 07:00 - 26/01/2021 08:00","MBA|NO1","FCR","42.70","5.34","42.70",""
"26/01/2021 08:00 - 26/01/2021 09:00","MBA|NO1","FCR","42.80","0.00","42.80","6.42"
"26/01/2021 09:00 - 26/01/2021 10:00","MBA|NO1","FCR","42.70","8.54","42.70",""
"26/01/2021 10:00 - 26/01/2021 11:00","MBA|NO1","FCR","41.00","9.23","41.00",""
"26/01/2021 11:00 - 26/01/2021 12:00","MBA|NO1","FCR","40.90","11.25","40.90",""
"26/01/2021 12:00 - 26/01/2021 13:00","MBA|NO1","FCR","37.60","0.00","37.60","13.16"
"26/01/2021 13:00 - 26/01/2021 14:00","MBA|NO1","FCR","37.80","0.00","37.80","10.40"
"26/01/2021 14:00 - 26/01/2021 15:00","MBA|NO1","FCR","36.80","0.00","36.80",""
"26/01/2021 15:00 - 26/01/2021 16:00","MBA|NO1","FCR","35.40","0.89","35.40",""
"26/01/2021 16:00 - 26/01/2021 17:00","MBA|NO1","FCR","34.20","10.26","34.20",""
"26/01/2021 17:00 - 26/01/2021 18:00","MBA|NO1","FCR","34.20","3.42","34.20",""
"26/01/2021 18:00 - 26/01/2021 19:00","MBA|NO1","FCR","35.40","0.00","35.40","5.31"
"26/01/2021 19:00 - 26/01/2021 20:00","MBA|NO1","FCR","37.00","0.00","37.00","9.25"
"26/01/2021 20:00 - 26/01/2021 21:00","MBA|NO1","FCR","37.00","0.00","37.00","5.55"
"26/01/2021 21:00 - 26/01/2021 22:00","MBA|NO1","FCR","37.00","0.00","37.00",""
"26/01/2021 22:00 - 26/01/2021 23:00","MBA|NO1","FCR","34.90","11.34","34.90",""
"26/01/2021 23:00 - 27/01/2021 00:00","MBA|NO1","FCR","34.00","6.80","34.00",""
"27/01/2021 00:00 - 27/01/2021 01:00","MBA|NO1","FCR","41.20","0.00","41.20","7.21"
"27/01/2021 01:00 - 27/01/2021 02:00","MBA|NO1","FCR","41.10","0.00","41.10","3.08"
"27/01/2021 02:00 - 27/01/2021 03:00","MBA|NO1","FCR","41.20","0.00","41.20","19.57"
"27/01/2021 03:00 - 27/01/2021 04:00","MBA|NO1","FCR","40.20","0.00","40.20","12.06"
"27/01/2021 04:00 - 27/01/2021 05:00","MBA|NO1","FCR","40.20","0.00","40.20","6.03"
"27/01/2021 05:00 - 27/01/2021 06:00","MBA|NO1","FCR","44.20","3.32","44.20",""
"27/01/2021 06:00 - 27/01/2021 07:00","MBA|NO1","FCR","44.80","5.60","44.80",""
"27/01/2021 07:00 - 27/01/2021 08:00","MBA|NO1","FCR","40.40","3.03","40.40",""
"27/01/2021 08:00 - 27/01/2021 09:00","MBA|NO1","FCR","39.40","4.93","39.40",""
"27/01/2021 09:00 - 27/01/2021 10:00","MBA|NO1","FCR","39.40","8.87","39.40",""
"27/01/2021 10:00 - 27/01/2021 11:00","MBA|NO1","FCR","39.40","0.00","39.40","3.94"
"27/01/2021 11:00 - 27/01/2021 12:00","MBA|NO1","FCR","39.30","1.97","39.30",""
"27/01/2021 12:00 - 27/01/2021 13:00","MBA|NO1","FCR","41.00","0.00","41.00","21.53"
"27/01/2021 13:00 - 27/01/2021 14:00","MBA|NO1","FCR","39.70","0.00","39.70","8.93"
"27/01/2021 14:00 - 27/01/2021 15:00","MBA|NO1","FCR","39.90","0.00","39.90","21.95"
"27/01/2021 15:00 - 27/01/2021 16:00","MBA|NO1","FCR","39.00","0.00","39.00","4.88"
"27/01/2021 16:00 - 27/01/2021 17:00","MBA|NO1","FCR","37.10","2.78","37.10",""
"27/01/2021 17:00 - 27/01/2021 18:00","MBA|NO1","FCR","34.70","8.68","34.70",""
"27/01/2021 18:00 - 27/01/2021 19:00","MBA|NO1","FCR","35.90","0.90","35.90",""
"27/01/2021 19:00 - 27/01/2021 20:00","MBA|NO1","FCR","36.50","10.04","36.50",""
"27/01/2021 20:00 - 27/01/2021 21:00","MBA|NO1","FCR","37.00","4.63","37.00",""
"27/01/2021 21:00 - 27/01/2021 22:00","MBA|NO1","FCR","38.80","0.00","38.80","3.88"
"27/01/2021 22:00 - 27/01/2021 23:00","MBA|NO1","FCR","44.20","0.00","44.20","9.95"
"27/01/2021 23:00 - 28/01/2021 00:00","MBA|NO1","FCR","40.10","4.01","40.10",""
"28/01/2021 00:00 - 28/01/2021 01:00","MBA|NO1","FCR","40.20","0.00","40.20","15.08"
"28/01/2021 01:00 - 28/01/2021 02:00","MBA|NO1","FCR","38.60","0.00","38.60","7.72"
"28/01/2021 02:00 - 28/01/2021 03:00","MBA|NO1","FCR","38.60","0.00","38.60","9.65"
"28/01/2021 03:00 - 28/01/2021 04:00","MBA|NO1","FCR","35.60","12.46","35.60",""
"28/01/2021 04:00 - 28/01/2021 05:00","MBA|NO1","FCR","37.60","9.40","37.60",""
"28/01/2021 05:00 - 28/01/2021 06:00","MBA|NO1","FCR","41.60","3.12","41.60",""
"28/01/2021 06:00 - 28/01/2021 07:00","MBA|NO1","FCR","41.40","7.25","41.40",""
"28/01/2021 07:00 - 28/01/2021 08:00","MBA|NO1","FCR","42.40","0.00","42.40","5.30"
"28/01/2021 08:00 - 28/01/2021 09:00","MBA|NO1","FCR","44.40","6.66","44.40",""
"28/01/2021 09:00 - 28/01/2021 10:00","MBA|NO1","FCR","43.40","8.68","43.40",""
"28/01/2021 10:00 - 28/01/2021 11:00","MBA|NO1","FCR","43.40","17.36","43.40",""
"28/01/2021 11:00 - 28/01/2021 12:00","MBA|NO1","FCR","42.60","0.00","42.60","1.07"
"28/01/2021 12:00 - 28/01/2021 13:00","MBA|NO1","FCR","41.40","0.00","41.40","5.18"
"28/01/2021 13:00 - 28/01/2021 14:00","MBA|NO1","FCR","41.60","0.00","41.60","7.28"
"28/01/2021 14:00 - 28/01/2021 15:00","MBA|NO1","FCR","41.60","0.00","41.60",""
"28/01/2021 15:00 - 28/01/2021 16:00","MBA|NO1","FCR","41.70","0.00","41.70","5.21"
"28/01/2021 16:00 - 28/01/2021 17:00","MBA|NO1","FCR","41.50","16.60","41.50",""
"28/01/2021 17:00 - 28/01/2021 18:00","MBA|NO1","FCR","38.90","3.89","38.90",""
"28/01/2021 18:00 - 28/01/2021 19:00","MBA|NO1","FCR","41.60","7.28","41.60",""
"28/01/2021 19:00 - 28/01/2021 20:00","MBA|NO1","FCR","41.50","9.34","41.50",""
"28/01/2021 20:00 - 28/01/2021 21:00","MBA|NO1","FCR","43.20","4.32","43.20",""
"28/01/2021 21:00 - 28/01/2021 22:00","MBA|NO1","FCR","44.00","0.00","44.00","3.30"
"28/01/2021 22:00 - 28/01/2021 23:00","MBA|NO1","FCR","42.10","8.42","42.10",""
"28/01/2021 23:00 - 29/01/2021 00:00","MBA|NO1","FCR","43.00","2.15","43.00",""
"29/01/2021 00:00 - 29/01/2021 01:00","MBA|NO1","FCR","37.20","0.00","37.20","0.93"
"29/01/2021 01:00 - 29/01/2021 02:00","MBA|NO1","FCR","35.60","0.00","35.60","7.12"
"29/01/2021 02:00 - 29/01/2021 03:00","MBA|NO1","FCR","34.60","13.84","34.60",""
"29/01/2021 03:00 - 29/01/2021 04:00","MBA|NO1","FCR","34.60","19.90","34.60",""
"29/01/2021 04:00 - 29/01/2021 05:00","MBA|NO1","FCR","36.20","0.00","36.20","21.72"
"29/01/2021 05:00 - 29/01/2021 06:00","MBA|NO1","FCR","30.10","2.26","30.10",""
"29/01/2021 06:00 - 29/01/2021 07:00","MBA|NO1","FCR","32.20","4.03","32.20",""
"29/01/2021 07:00 - 29/01/2021 08:00","MBA|NO1","FCR","33.20","0.00","33.20","1.66"
"29/01/2021 08:00 - 29/01/2021 09:00","MBA|NO1","FCR","34.20","0.00","34.20","4.28"
"29/01/2021 09:00 - 29/01/2021 10:00","MBA|NO1","FCR","34.10","5.12","34.10",""
"29/01/2021 10:00 - 29/01/2021 11:00","MBA|NO1","FCR","34.00","19.55","34.00",""
"29/01/2021 11:00 - 29/01/2021 12:00","MBA|NO1","FCR","31.60","9.48","31.60",""
"29/01/2021 12:00 - 29/01/2021 13:00","MBA|NO1","FCR","31.60","5.53","31.60",""
"29/01/2021 13:00 - 29/01/2021 14:00","MBA|NO1","FCR","31.20","0.00","31.20","9.36"
"29/01/2021 14:00 - 29/01/2021 15:00","MBA|NO1","FCR","37.30","0.00","37.30","17.72"
"29/01/2021 15:00 - 29/01/2021 16:00","MBA|NO1","FCR","31.80","0.00","31.80","13.52"
"29/01/2021 16:00 - 29/01/2021 17:00","MBA|NO1","FCR","31.60","8.69","31.60",""
"29/01/2021 17:00 - 29/01/2021 18:00","MBA|NO1","FCR","30.80","7.70","30.80",""
"29/01/2021 18:00 - 29/01/2021 19:00","MBA|NO1","FCR","31.60","0.00","31.60","0.79"
"29/01/2021 19:00 - 29/01/2021 20:00","MBA|NO1","FCR","34.10","0.00","34.10",""
"29/01/2021 20:00 - 29/01/2021 21:00","MBA|NO1","FCR","36.20","0.00","36.20","9.05"
"29/01/2021 21:00 - 29/01/2021 22:00","MBA|NO1","FCR","34.10","0.00","34.10","3.41"
"29/01/2021 22:00 - 29/01/2021 23:00","MBA|NO1","FCR","33.30","0.00","33.30","16.65"
"29/01/2021 23:00 - 30/01/2021 00:00","MBA|NO1","FCR","33.80","0.00","33.80","2.54"
"30/01/2021 00:00 - 30/01/2021 01:00","MBA|NO1","FCR","34.20","2.57","34.20",""
"30/01/2021 01:00 - 30/01/2021 02:00","MBA|NO1","FCR","35.10","7.90","35.10",""
"30/01/2021 02:00 - 30/01/2021 03:00","MBA|NO1","FCR","33.00","0.00","33.00","4.95"
"30/01/2021 03:00 - 30/01/2021 04:00","MBA|NO1","FCR","33.20","0.00","33.20","7.47"
"30/01/2021 04:00 - 30/01/2021 05:00","MBA|NO1","FCR","33.10","22.34","33.10",""
"30/01/2021 05:00 - 30/01/2021 06:00","MBA|NO1","FCR","34.30","12.01","34.30",""
"30/01/2021 06:00 - 30/01/2021 07:00","MBA|NO1","FCR","40.10","14.04","40.10",""
"30/01/2021 07:00 - 30/01/2021 08:00","MBA|NO1","FCR","35.80","0.00","35.80","3.58"
"30/01/2021 08:00 - 30/01/2021 09:00","MBA|NO1","FCR","43.20","0.00","43.20",""
"30/01/2021 09:00 - 30/01/2021 10:00","MBA|NO1","FCR","35.20","0.00","35.20","7.04"
"30/01/2021 10:00 - 30/01/2021 11:00","MBA|NO1","FCR","34.20","0.00","34.20","19.67"
"30/01/2021 11:00 - 30/01/2021 12:00","MBA|NO1","FCR","35.20","0.00","35.20","28.16"
"30/01/2021 12:00 - 30/01/2021 13:00","MBA|NO1","FCR","40.20","0.00","40.20","25.13"
"30/01/2021 13:00 - 30/01/2021 14:00","MBA|NO1","FCR","48.10","0.00","48.10","25.25"
"30/01/2021 14:00 - 30/01/2021 15:00","MBA|NO1","FCR","43.80","0.00","43.80","18.62"
"30/01/2021 15:00 - 30/01/2021 16:00","MBA|NO1","FCR","42.80","34.24","42.80",""
"30/01/2021 16:00 - 30/01/2021 17:00","MBA|NO1","FCR","26.80","15.41","26.80",""
"30/01/2021 17:00 - 30/01/2021 18:00","MBA|NO1","FCR","29.20","2.92","29.20",""
"30/01/2021 18:00 - 30/01/2021 19:00","MBA|NO1","FCR","32.20","0.81","32.20",""
"30/01/2021 19:00 - 30/01/2021 20:00","MBA|NO1","FCR","32.20","0.00","32.20","8.86"
"30/01/2021 20:00 - 30/01/2021 21:00","MBA|NO1","FCR","47.20","0.00","47.20","4.72"
"30/01/2021 21:00 - 30/01/2021 22:00","MBA|NO1","FCR","40.10","0.00","40.10",""
"30/01/2021 22:00 - 30/01/2021 23:00","MBA|NO1","FCR","45.00","0.00","45.00","4.50"
"30/01/2021 23:00 - 31/01/2021 00:00","MBA|NO1","FCR","35.20","0.00","35.20","12.32"
"31/01/2021 00:00 - 31/01/2021 01:00","MBA|NO1","FCR","34.80","0.00","34.80","14.79"
"31/01/2021 01:00 - 31/01/2021 02:00","MBA|NO1","FCR","34.70","0.00","34.70","0.87"
"31/01/2021 02:00 - 31/01/2021 03:00","MBA|NO1","FCR","34.70","10.41","34.70",""
"31/01/2021 03:00 - 31/01/2021 04:00","MBA|NO1","FCR","33.80","0.00","33.80","0.85"
"31/01/2021 04:00 - 31/01/2021 05:00","MBA|NO1","FCR","33.70","0.00","33.70","7.58"
"31/01/2021 05:00 - 31/01/2021 06:00","MBA|NO1","FCR","32.70","0.00","32.70","3.27"
"31/01/2021 06:00 - 31/01/2021 07:00","MBA|NO1","FCR","33.90","3.39","33.90",""
"31/01/2021 07:00 - 31/01/2021 08:00","MBA|NO1","FCR","33.30","5.00","33.30",""
"31/01/2021 08:00 - 31/01/2021 09:00","MBA|NO1","FCR","36.80","2.76","36.80",""
"31/01/2021 09:00 - 31/01/2021 10:00","MBA|NO1","FCR","40.80","10.20","40.80",""
"31/01/2021 10:00 - 31/01/2021 11:00","MBA|NO1","FCR","34.80","13.92","34.80",""
"31/01/2021 11:00 - 31/01/2021 12:00","MBA|NO1","FCR","34.70","0.00","34.70","15.62"
"31/01/2021 12:00 - 31/01/2021 13:00","MBA|NO1","FCR","34.80","0.00","34.80","25.23"
"31/01/2021 13:00 - 31/01/2021 14:00","MBA|NO1","FCR","31.80","0.00","31.80","10.34"
"31/01/2021 14:00 - 31/01/2021 15:00","MBA|NO1","FCR","31.80","0.00","31.80","6.36"
"31/01/2021 15:00 - 31/01/2021 16:00","MBA|NO1","FCR","32.80","0.82","32.80",""
"31/01/2021 16:00 - 31/01/2021 17:00","MBA|NO1","FCR","31.80","6.36","31.80",""
"31/01/2021 17:00 - 31/01/2021 18:00","MBA|NO1","FCR","33.20","0.00","33.20","14.94"
"31/01/2021 18:00 - 31/01/2021 19:00","MBA|NO1","FCR","30.20","0.00","30.20","3.02"
"31/01/2021 19:00 - 31/01/2021 20:00","MBA|NO1","FCR","30.20","9.06","30.20",""
"31/01/2021 20:00 - 31/01/2021 21:00","MBA|NO1","FCR","29.80","8.94","29.80",""
"31/01/2021 21:00 - 31/01/2021 22:00","MBA|NO1","FCR","41.70","12.51","41.70",""
"31/01/2021 22:00 - 31/01/2021 23:00","MBA|NO1","FCR","40.70","0.00","40.70","7.12"
"31/01/2021 23:00 - 01/02/2021 00:00","MBA|NO1","FCR","38.80","9.70","38.80",""
"01/02/2021 00:00 - 01/02/2021 01:00","MBA|NO1","FCR","38.80","2.91","38.80",""
"01/02/2021 01:00 - 01/02/2021 02:00","MBA|NO1","FCR","39.70","0.00","39.70","13.90"
"01/02/2021 02:00 - 01/02/2021 03:00","MBA|NO1","FCR","39.70","0.00","39.70","7.94"
"01/02/2021 03:00 - 01/02/2021 04:00","MBA|NO1","FCR","36.80","0.00","36.80","4.60"
"01/02/2021 04:00 - 01/02/2021 05:00","MBA|NO1","FCR","38.80","15.52","38.80",""
"01/02/2021 05:00 - 01/02/2021 06:00","MBA|NO1","FCR","32.10","2.41","32.10",""
"01/02/2021 06:00 - 01/02/2021 07:00","MBA|NO1","FCR","33.30","3.33","33.30",""
"01/02/2021 07:00 - 01/02/2021 08:00","MBA|NO1","FCR","32.40","7.29","32.40",""
"01/02/2021 08:00 - 01/02/2021 09:00","MBA|NO1","FCR","28.90","6.50","28.90",""
"01/02/2021 09:00 - 01/02/2021 10:00","MBA|NO1","FCR","29.00","0.00","29.00","7.98"
"01/02/2021 10:00 - 01/02/2021 11:00","MBA|NO1","FCR","29.00","0.00","29.00","9.43"
"01/02/2021 11:00 - 01/02/2021 12:00","MBA|NO1","FCR","29.00","10.15","29.00",""
"01/02/2021 12:00 - 01/02/2021 13:00","MBA|NO1","FCR","27.80","5.56","27.80",""
"01/02/2021 13:00 - 01/02/2021 14:00","MBA|NO1","FCR","27.80","4.87","27.80",""
"01/02/2021 14:00 - 01/02/2021 15:00","MBA|NO1","FCR","27.80","4.17","27.80",""
"01/02/2021 15:00 - 01/02/2021 16:00","MBA|NO1","FCR","27.80","4.17","27.80",""
"01/02/2021 16:00 - 01/02/2021 17:00","MBA|NO1","FCR","29.00","0.73","29.00",""
"01/02/2021 17:00 - 01/02/2021 18:00","MBA|NO1","FCR","28.90","5.06","28.90",""
"01/02/2021 18:00 - 01/02/2021 19:00","MBA|NO1","FCR","29.10","3.64","29.10",""
"01/02/2021 19:00 - 01/02/2021 20:00","MBA|NO1","FCR","28.90","5.06","28.90",""
"01/02/2021 20:00 - 01/02/2021 21:00","MBA|NO1","FCR","29.10","2.91","29.10",""
"01/02/2021 21:00 - 01/02/2021 22:00","MBA|NO1","FCR","29.00","3.63","29.00",""
"01/02/2021 22:00 - 01/02/2021 23:00","MBA|NO1","FCR","29.10","0.00","29.10","5.82"
"01/02/2021 23:00 - 02/02/2021 00:00","MBA|NO1","FCR","32.30","2.42","32.30",""
"02/02/2021 00:00 - 02/02/2021 01:00","MBA|NO1","FCR","33.20","4.15","33.20",""
"02/02/2021 01:00 - 02/02/2021 02:00","MBA|NO1","FCR","37.10","17.62","37.10",""
"02/02/2021 02:00 - 02/02/2021 03:00","MBA|NO1","FCR","37.00","12.95","37.00",""
"02/02/2021 03:00 - 02/02/2021 04:00","MBA|NO1","FCR","37.90","0.00","37.90","5.69"
"02/02/2021 04:00 - 02/02/2021 05:00","MBA|NO1","FCR","35.60","0.89","35.60",""
"02/02/2021 05:00 - 02/02/2021 06:00","MBA|NO1","FCR","32.80","0.82","32.80",""
"02/02/2021 06:00 - 02/02/2021 07:00","MBA|NO1","FCR","38.40","0.00","38.40","12.48"
"02/02/2021 07:00 - 02/02/2021 08:00","MBA|NO1","FCR","33.90","2.54","33.90",""
"02/02/2021 08:00 - 02/02/2021 09:00","MBA|NO1","FCR","33.70","0.00","33.70","5.06"
"02/02/2021 09:00 - 02/02/2021 10:00","MBA|NO1","FCR","33.90","3.39","33.90",""
"02/02/2021 10:00 - 02/02/2021 11:00","MBA|NO1","FCR","33.90","7.63","33.90",""
"02/02/2021 11:00 - 02/02/2021 12:00","MBA|NO1","FCR","32.90","7.40","32.90",""
"02/02/2021 12:00 - 02/02/2021 13:00","MBA|NO1","FCR","33.90","9.32","33.90",""
"02/02/2021 13:00 - 02/02/2021 14:00","MBA|NO1","FCR","33.90","0.00","33.90","4.24"
"02/02/2021 14:00 - 02/02/2021 15:00","MBA|NO1","FCR","33.90","0.00","33.90","0.85"
"02/02/2021 15:00 - 02/02/2021 16:00","MBA|NO1","FCR","33.90","0.00","33.90",""
"02/02/2021 16:00 - 02/02/2021 17:00","MBA|NO1","FCR","34.90","0.00","34.90",""
"02/02/2021 17:00 - 02/02/2021 18:00","MBA|NO1","FCR","35.90","0.00","35.90","1.80"
"02/02/2021 18:00 - 02/02/2021 19:00","MBA|NO1","FCR","35.80","0.00","35.80","2.69"
"02/02/2021 19:00 - 02/02/2021 20:00","MBA|NO1","FCR","35.90","0.00","35.90","6.28"
"02/02/2021 20:00 - 02/02/2021 21:00","MBA|NO1","FCR","35.20","0.00","35.20",""
"02/02/2021 21:00 - 02/02/2021 22:00","MBA|NO1","FCR","35.20","1.76","35.20",""
"02/02/2021 22:00 - 02/02/2021 23:00","MBA|NO1","FCR","34.30","0.00","34.30","16.29"
"02/02/2021 23:00 - 03/02/2021 00:00","MBA|NO1","FCR","37.20","0.00","37.20","7.44"
"03/02/2021 00:00 - 03/02/2021 01:00","MBA|NO1","FCR","39.20","0.00","39.20","2.94"
"03/02/2021 01:00 - 03/02/2021 02:00","MBA|NO1","FCR","32.70","8.99","32.70",""
"03/02/2021 02:00 - 03/02/2021 03:00","MBA|NO1","FCR","32.70","8.18","32.70",""
"03/02/2021 03:00 - 03/02/2021 04:00","MBA|NO1","FCR","32.80","8.20","32.80",""
"03/02/2021 04:00 - 03/02/2021 05:00","MBA|NO1","FCR","41.10","0.00","41.10","7.19"
"03/02/2021 05:00 - 03/02/2021 06:00","MBA|NO1","FCR","38.70","0.00","38.70","8.71"
"03/02/2021 06:00 - 03/02/2021 07:00","MBA|NO1","FCR","44.60","0.00","44.60","5.58"
"03/02/2021 07:00 - 03/02/2021 08:00","MBA|NO1","FCR","41.70","0.00","41.70","5.21"
"03/02/2021 08:00 - 03/02/2021 09:00","MBA|NO1","FCR","43.50","0.00","43.50","2.18"
"03/02/2021 09:00 - 03/02/2021 10:00","MBA|NO1","FCR","38.70","6.77","38.70",""
"03/02/2021 10:00 - 03/02/2021 11:00","MBA|NO1","FCR","37.70","3.77","37.70",""
"03/02/2021 11:00 - 03/02/2021 12:00","MBA|NO1","FCR","37.70","0.00","37.70","7.54"
"03/02/2021 12:00 - 03/02/2021 13:00","MBA|NO1","FCR","37.60","0.00","37.60","16.92"
"03/02/2021 13:00 - 03/02/2021 14:00","MBA|NO1","FCR","37.40","0.00","37.40","14.03"
"03/02/2021 14:00 - 03/02/2021 15:00","MBA|NO1","FCR","36.70","0.00","36.70","12.85"
"03/02/2021 15:00 - 03/02/2021 16:00","MBA|NO1","FCR","34.70","0.00","34.70","6.07"
"03/02/2021 16:00 - 03/02/2021 17:00","MBA|NO1","FCR","34.60","5.19","34.60",""
"03/02/2021 17:00 - 03/02/2021 18:00","MBA|NO1","FCR","37.70","6.60","37.70",""
"03/02/2021 18:00 - 03/02/2021 19:00","MBA|NO1","FCR","37.60","10.34","37.60",""
"03/02/2021 19:00 - 03/02/2021 20:00","MBA|NO1","FCR","39.30","11.79","39.30",""
"03/02/2021 20:00 - 03/02/2021 21:00","MBA|NO1","FCR","35.20","2.64","35.20",""
"03/02/2021 21:00 - 03/02/2021 22:00","MBA|NO1","FCR","33.20","3.32","33.20",""
"03/02/2021 22:00 - 03/02/2021 23:00","MBA|NO1","FCR","38.20","0.00","38.20","1.91"
"03/02/2021 23:00 - 04/02/2021 00:00","MBA|NO1","FCR","33.00","0.83","33.00",""
"04/02/2021 00:00 - 04/02/2021 01:00","MBA|NO1","FCR","32.80","0.00","32.80",""
"04/02/2021 01:00 - 04/02/2021 02:00","MBA|NO1","FCR","31.20","0.00","31.20","9.36"
"04/02/2021 02:00 - 04/02/2021 03:00","MBA|NO1","FCR","33.20","14.94","33.20",""
"04/02/2021 03:00 - 04/02/2021 04:00","MBA|NO1","FCR","33.10","1.66","33.10",""
"04/02/2021 04:00 - 04/02/2021 05:00","MBA|NO1","FCR","33.30","17.48","33.30",""
"04/02/2021 05:00 - 04/02/2021 06:00","MBA|NO1","FCR","31.50","8.66","31.50",""
"04/02/2021 06:00 - 04/02/2021 07:00","MBA|NO1","FCR","37.60","7.52","37.60",""
"04/02/2021 07:00 - 04/02/2021 08:00","MBA|NO1","FCR","41.40","5.18","41.40",""
"04/02/2021 08:00 - 04/02/2021 09:00","MBA|NO1","FCR","49.10","0.00","49.10","3.68"
"04/02/2021 09:00 - 04/02/2021 10:00","MBA|NO1","FCR","50.30","0.00","50.30","17.61"
"04/02/2021 10:00 - 04/02/2021 11:00","MBA|NO1","FCR","49.40","0.00","49.40","8.65"
"04/02/2021 11:00 - 04/02/2021 12:00","MBA|NO1","FCR","41.50","0.00","41.50","5.19"
"04/02/2021 12:00 - 04/02/2021 13:00","MBA|NO1","FCR","41.40","0.00","41.40","20.70"
"04/02/2021 13:00 - 04/02/2021 14:00","MBA|NO1","FCR","38.40","2.88","38.40",""
"04/02/2021 14:00 - 04/02/2021 15:00","MBA|NO1","FCR","41.40","4.14","41.40",""
"04/02/2021 15:00 - 04/02/2021 16:00","MBA|NO1","FCR","40.60","0.00","40.60","23.35"
"04/02/2021 16:00 - 04/02/2021 17:00","MBA|NO1","FCR","42.20","0.00","42.20","24.27"
"04/02/2021 17:00 - 04/02/2021 18:00","MBA|NO1","FCR","43.00","0.00","43.00","6.45"
"04/02/2021 18:00 - 04/02/2021 19:00","MBA|NO1","FCR","42.10","4.21","42.10",""
"04/02/2021 19:00 - 04/02/2021 20:00","MBA|NO1","FCR","41.40","0.00","41.40","19.67"
"04/02/2021 20:00 - 04/02/2021 21:00","MBA|NO1","FCR","38.40","0.00","38.40","4.80"
"04/02/2021 21:00 - 04/02/2021 22:00","MBA|NO1","FCR","43.20","3.24","43.20",""
"04/02/2021 22:00 - 04/02/2021 23:00","MBA|NO1","FCR","43.40","0.00","43.40","6.51"
"04/02/2021 23:00 - 05/02/2021 00:00","MBA|NO1","FCR","55.00","8.25","55.00",""
"05/02/2021 00:00 - 05/02/2021 01:00","MBA|NO1","FCR","39.80","3.98","39.80",""
"05/02/2021 01:00 - 05/02/2021 02:00","MBA|NO1","FCR","40.70","6.11","40.70",""
"05/02/2021 02:00 - 05/02/2021 03:00","MBA|NO1","FCR","37.70","4.71","37.70",""
"05/02/2021 03:00 - 05/02/2021 04:00","MBA|NO1","FCR","29.90","7.48","29.90",""
"05/02/2021 04:00 - 05/02/2021 05:00","MBA|NO1","FCR","29.70","3.71","29.70",""
"05/02/2021 05:00 - 05/02/2021 06:00","MBA|NO1","FCR","31.70","3.96","31.70",""
"05/02/2021 06:00 - 05/02/2021 07:00","MBA|NO1","FCR","36.20","0.00","36.20","16.29"
"05/02/2021 07:00 - 05/02/2021 08:00","MBA|NO1","FCR","36.20","0.00","36.20","19.91"
"05/02/2021 08:00 - 05/02/2021 09:00","MBA|NO1","FCR","49.20","4.92","49.20",""
"05/02/2021 09:00 - 05/02/2021 10:00","MBA|NO1","FCR","37.20","2.79","37.20",""
"05/02/2021 10:00 - 05/02/2021 11:00","MBA|NO1","FCR","39.20","0.00","39.20","16.66"
"05/02/2021 11:00 - 05/02/2021 12:00","MBA|NO1","FCR","36.10","0.00","36.10","7.22"
"05/02/2021 12:00 - 05/02/2021 13:00","MBA|NO1","FCR","33.80","4.23","33.80",""
"05/02/2021 13:00 - 05/02/2021 14:00","MBA|NO1","FCR","33.70","5.06","33.70",""
"05/02/2021 14:00 - 05/02/2021 15:00","MBA|NO1","FCR","31.70","6.34","31.70",""
