"ISP (CET/CEST)","Area","Reserve Type","Regulation Up - Accepted [17.1.D] (MW)","Regulation Up - Activated [17.1.E] (MWh)","Regulation Down - Accepted [17.1.D] (MW)","Regulation Down - Activated [17.1.E] (MWh)"
"14/02/2018 07:00 - 14/02/2018 08:00","MBA|NO1","FCR","40.80","0.00","40.80","16.87"
"14/02/2018 08:00 - 14/02/2018 09:00","MBA|NO1","FCR","44.70","0.00","44.70","27.92"
"14/02/2018 09:00 - 14/02/2018 10:00","MBA|NO1","FCR","38.80","0.00","38.80","15.93"
"14/02/2018 10:00 - 14/02/2018 11:00","MBA|NO1","FCR","38.80","4.69","38.80",""
"14/02/2018 11:00 - 14/02/2018 12:00","MBA|NO1","FCR","39.70","0.00","39.70","17.31"
"14/02/2018 12:00 - 14/02/2018 13:00","MBA|NO1","FCR","35.80","0.00","35.80","13.34"
"14/02/2018 13:00 - 14/02/2018 14:00","MBA|NO1","FCR","41.80","0.00","41.80","20.90"
"14/02/2018 14:00 - 14/02/2018 15:00","MBA|NO1","FCR","41.70","0.00","41.70","3.13"
"14/02/2018 15:00 - 14/02/2018 16:00","MBA|NO1","FCR","43.90","12.71","43.90",""
"14/02/2018 16:00 - 14/02/2018 17:00","MBA|NO1","FCR","42.80","0.00","42.80","7.24"
"14/02/2018 17:00 - 14/02/2018 18:00","MBA|NO1","FCR","39.80","0.00","39.80","3.87"
"14/02/2018 18:00 - 14/02/2018 19:00","MBA|NO1","FCR","37.70","0.00","37.70","1.85"
"14/02/2018 19:00 - 14/02/2018 20:00","MBA|NO1","FCR","36.90","0.00","36.90","13.53"
"14/02/2018 20:00 - 14/02/2018 21:00","MBA|NO1","FCR","32.70","0.00","32.70","13.95"
"14/02/2018 21:00 - 14/02/2018 22:00","MBA|NO1","FCR","33.80","5.60","33.80",""
"14/02/2018 22:00 - 14/02/2018 23:00","MBA|NO1","FCR","33.90","0.00","33.90","11.19"
"14/02/2018 23:00 - 15/02/2018 00:00","MBA|NO1","FCR","36.40","0.00","36.40","21.05"
"15/02/2018 00:00 - 15/02/2018 01:00","MBA|NO1","FCR","33.80","8.27","33.80",""
"15/02/2018 01:00 - 15/02/2018 02:00","MBA|NO1","FCR","33.80","9.93","33.80",""
"15/02/2018 02:00 - 15/02/2018 03:00","MBA|NO1","FCR","33.70","7.44","33.70",""
"15/02/2018 03:00 - 15/02/2018 04:00","MBA|NO1","FCR","33.90","9.09","33.90",""
"15/02/2018 04:00 - 15/02/2018 05:00","MBA|NO1","FCR","33.70","5.79","33.70",""
"15/02/2018 05:00 - 15/02/2018 06:00","MBA|NO1","FCR","33.80","2.48","33.80",""
"15/02/2018 06:00 - 15/02/2018 07:00","MBA|NO1","FCR","33.90","8.67","33.90",""
"15/02/2018 07:00 - 15/02/2018 08:00","MBA|NO1","FCR","31.80","1.62","31.80",""
"15/02/2018 08:00 - 15/02/2018 09:00","MBA|NO1","FCR","33.80","0.00","33.80","18.06"
"15/02/2018 09:00 - 15/02/2018 10:00","MBA|NO1","FCR","33.70","0.00","33.70","5.15"
"15/02/2018 10:00 - 15/02/2018 11:00","MBA|NO1","FCR","35.80","9.17","35.80",""
"15/02/2018 11:00 - 15/02/2018 12:00","MBA|NO1","FCR","35.80","2.75","35.80",""
"15/02/2018 12:00 - 15/02/2018 13:00","MBA|NO1","FCR","33.80","11.31","33.80",""
"15/02/2018 13:00 - 15/02/2018 14:00","MBA|NO1","FCR","33.80","15.66","33.80",""
"15/02/2018 14:00 - 15/02/2018 15:00","MBA|NO1","FCR","31.70","8.93","31.70",""
"15/02/2018 15:00 - 15/02/2018 16:00","MBA|NO1","FCR","31.90","0.00","31.90","12.99"
"15/02/2018 16:00 - 15/02/2018 17:00","MBA|NO1","FCR","38.70","0.00","38.70","4.89"
"15/02/2018 17:00 - 15/02/2018 18:00","MBA|NO1","FCR","38.80","3.81","38.80",""
"15/02/2018 18:00 - 15/02/2018 19:00","MBA|NO1","FCR","33.50","0.00","33.50","1.67"
"15/02/2018 19:00 - 15/02/2018 20:00","MBA|NO1","FCR","38.40","0.00","38.40","2.86"
"15/02/2018 20:00 - 15/02/2018 21:00","MBA|NO1","FCR","37.90","0.00","37.90","5.56"
"15/02/2018 21:00 - 15/02/2018 22:00","MBA|NO1","FCR","37.80","6.49","37.80",""
"15/02/2018 22:00 - 15/02/2018 23:00","MBA|NO1","FCR","37.80","5.56","37.80",""
"15/02/2018 23:00 - 16/02/2018 00:00","MBA|NO1","FCR","37.80","0.00","37.80","12.98"
"16/02/2018 00:00 - 16/02/2018 01:00","MBA|NO1","FCR","39.80","9.49","39.80",""
"16/02/2018 01:00 - 16/02/2018 02:00","MBA|NO1","FCR","39.80","0.00","39.80","4.75"
"16/02/2018 02:00 - 16/02/2018 03:00","MBA|NO1","FCR","39.70","0.00","39.70","4.75"
"16/02/2018 03:00 - 16/02/2018 04:00","MBA|NO1","FCR","39.90","0.00","39.90","0.95"
"16/02/2018 04:00 - 16/02/2018 05:00","MBA|NO1","FCR","39.70","0.95","39.70",""
"16/02/2018 05:00 - 16/02/2018 06:00","MBA|NO1","FCR","39.80","0.00","39.80",""
"16/02/2018 06:00 - 16/02/2018 07:00","MBA|NO1","FCR","26.90","0.00","26.90","0.64"
"16/02/2018 07:00 - 16/02/2018 08:00","MBA|NO1","FCR","39.40","0.00","39.40",""
"16/02/2018 08:00 - 16/02/2018 09:00","MBA|NO1","FCR","38.80","4.72","38.80",""
"16/02/2018 09:00 - 16/02/2018 10:00","MBA|NO1","FCR","38.90","20.77","38.90",""
"16/02/2018 10:00 - 16/02/2018 11:00","MBA|NO1","FCR","40.70","8.77","40.70",""
"16/02/2018 11:00 - 16/02/2018 12:00","MBA|NO1","FCR","40.90","0.00","40.90","11.69"
"16/02/2018 12:00 - 16/02/2018 13:00","MBA|NO1","FCR","40.70","0.00","40.70","7.14"
"16/02/2018 13:00 - 16/02/2018 14:00","MBA|NO1","FCR","40.80","0.00","40.80","9.90"
"16/02/2018 14:00 - 16/02/2018 15:00","MBA|NO1","FCR","42.80","0.00","42.80","18.62"
"16/02/2018 15:00 - 16/02/2018 16:00","MBA|NO1","FCR","40.80","0.00","40.80","16.82"
"16/02/2018 16:00 - 16/02/2018 17:00","MBA|NO1","FCR","32.80","4.86","32.80",""
"16/02/2018 17:00 - 16/02/2018 18:00","MBA|NO1","FCR","35.80","8.85","35.80",""
"16/02/2018 18:00 - 16/02/2018 19:00","MBA|NO1","FCR","30.70","0.00","30.70","3.68"
"16/02/2018 19:00 - 16/02/2018 20:00","MBA|NO1","FCR","40.90","0.00","40.90","15.63"
"16/02/2018 20:00 - 16/02/2018 21:00","MBA|NO1","FCR","42.80","0.00","42.80","8.25"
"16/02/2018 21:00 - 16/02/2018 22:00","MBA|NO1","FCR","41.80","11.90","41.80",""
"16/02/2018 22:00 - 16/02/2018 23:00","MBA|NO1","FCR","41.80","1.99","41.80",""
"16/02/2018 23:00 - 17/02/2018 00:00","MBA|NO1","FCR","41.70","0.00","41.70","9.92"
"17/02/2018 00:00 - 17/02/2018 01:00","MBA|NO1","FCR","38.80","0.00","38.80","4.68"
"17/02/2018 01:00 - 17/02/2018 02:00","MBA|NO1","FCR","39.80","13.72","39.80",""
"17/02/2018 02:00 - 17/02/2018 03:00","MBA|NO1","FCR","39.70","18.78","39.70",""
"17/02/2018 03:00 - 17/02/2018 04:00","MBA|NO1","FCR","39.90","31.57","39.90",""
"17/02/2018 04:00 - 17/02/2018 05:00","MBA|NO1","FCR","39.70","20.10","39.70",""
"17/02/2018 05:00 - 17/02/2018 06:00","MBA|NO1","FCR","46.50","12.60","46.50",""
"17/02/2018 06:00 - 17/02/2018 07:00","MBA|NO1","FCR","46.40","11.45","46.40",""
"17/02/2018 07:00 - 17/02/2018 08:00","MBA|NO1","FCR","43.10","0.00","43.10","10.76"
"17/02/2018 08:00 - 17/02/2018 09:00","MBA|NO1","FCR","44.90","15.43","44.90",""
"17/02/2018 09:00 - 17/02/2018 10:00","MBA|NO1","FCR","47.40","9.34","47.40",""
"17/02/2018 10:00 - 17/02/2018 11:00","MBA|NO1","FCR","39.50","0.00","39.50","0.99"
"17/02/2018 11:00 - 17/02/2018 12:00","MBA|NO1","FCR","47.40","0.00","47.40","24.52"
"17/02/2018 12:00 - 17/02/2018 13:00","MBA|NO1","FCR","47.50","0.00","47.50","21.02"
"17/02/2018 13:00 - 17/02/2018 14:00","MBA|NO1","FCR","40.70","0.00","40.70",""
"17/02/2018 14:00 - 17/02/2018 15:00","MBA|NO1","FCR","41.80","2.09","41.80",""
"17/02/2018 15:00 - 17/02/2018 16:00","MBA|NO1","FCR","42.80","14.13","42.80",""
"17/02/2018 16:00 - 17/02/2018 17:00","MBA|NO1","FCR","45.80","14.85","45.80",""
"17/02/2018 17:00 - 17/02/2018 18:00","MBA|NO1","FCR","46.80","17.16","46.80",""
"17/02/2018 18:00 - 17/02/2018 19:00","MBA|NO1","FCR","46.80","0.00","46.80","28.62"
"17/02/2018 19:00 - 17/02/2018 20:00","MBA|NO1","FCR","46.70","0.00","46.70","26.31"
"17/02/2018 20:00 - 17/02/2018 21:00","MBA|NO1","FCR","37.90","0.00","37.90","10.28"
"17/02/2018 21:00 - 17/02/2018 22:00","MBA|NO1","FCR","37.70","11.22","37.70",""
"17/02/2018 22:00 - 17/02/2018 23:00","MBA|NO1","FCR","31.80","0.00","31.80",""
"17/02/2018 23:00 - 18/02/2018 00:00","MBA|NO1","FCR","41.90","0.00","41.90","17.90"
"18/02/2018 00:00 - 18/02/2018 01:00","MBA|NO1","FCR","35.80","0.00","35.80","16.71"
"18/02/2018 01:00 - 18/02/2018 02:00","MBA|NO1","FCR","34.80","0.00","34.80","15.12"
"18/02/2018 02:00 - 18/02/2018 03:00","MBA|NO1","FCR","35.70","3.36","35.70",""
"18/02/2018 03:00 - 18/02/2018 04:00","MBA|NO1","FCR","37.90","0.00","37.90","10.17"
"18/02/2018 04:00 - 18/02/2018 05:00","MBA|NO1","FCR","37.70","0.00","37.70","17.57"
"18/02/2018 05:00 - 18/02/2018 06:00","MBA|NO1","FCR","38.80","11.09","38.80",""
"18/02/2018 06:00 - 18/02/2018 07:00","MBA|NO1","FCR","38.90","0.00","38.90","11.09"
"18/02/2018 07:00 - 18/02/2018 08:00","MBA|NO1","FCR","36.90","0.00","36.90","12.02"
"18/02/2018 08:00 - 18/02/2018 09:00","MBA|NO1","FCR","37.20","22.18","37.20",""
"18/02/2018 09:00 - 18/02/2018 10:00","MBA|NO1","FCR","38.50","8.40","38.50",""
"18/02/2018 10:00 - 18/02/2018 11:00","MBA|NO1","FCR","39.40","0.00","39.40","0.93"
"18/02/2018 11:00 - 18/02/2018 12:00","MBA|NO1","FCR","37.50","0.00","37.50","15.14"
"18/02/2018 12:00 - 18/02/2018 13:00","MBA|NO1","FCR","36.40","0.00","36.40","10.68"
"18/02/2018 13:00 - 18/02/2018 14:00","MBA|NO1","FCR","33.80","15.66","33.80",""
"18/02/2018 14:00 - 18/02/2018 15:00","MBA|NO1","FCR","34.80","18.15","34.80",""
"18/02/2018 15:00 - 18/02/2018 16:00","MBA|NO1","FCR","34.70","17.28","34.70",""
"18/02/2018 16:00 - 18/02/2018 17:00","MBA|NO1","FCR","40.30","9.93","40.30",""
"18/02/2018 17:00 - 18/02/2018 18:00","MBA|NO1","FCR","38.30","13.21","38.30",""
"18/02/2018 18:00 - 18/02/2018 19:00","MBA|NO1","FCR","46.50","6.93","46.50",""
"18/02/2018 19:00 - 18/02/2018 20:00","MBA|NO1","FCR","46.30","0.00","46.30","10.38"
"18/02/2018 20:00 - 18/02/2018 21:00","MBA|NO1","FCR","44.50","0.00","44.50","26.68"
"18/02/2018 21:00 - 18/02/2018 22:00","MBA|NO1","FCR","49.20","0.00","49.20","19.41"
"18/02/2018 22:00 - 18/02/2018 23:00","MBA|NO1","FCR","49.40","7.19","49.40",""
"18/02/2018 23:00 - 19/02/2018 00:00","MBA|NO1","FCR","42.40","0.00","42.40","14.59"
"19/02/2018 00:00 - 19/02/2018 01:00","MBA|NO1","FCR","37.30","14.04","37.30",""
"19/02/2018 01:00 - 19/02/2018 02:00","MBA|NO1","FCR","37.50","16.86","37.50",""
"19/02/2018 02:00 - 19/02/2018 03:00","MBA|NO1","FCR","38.20","12.55","38.20",""
"19/02/2018 03:00 - 19/02/2018 04:00","MBA|NO1","FCR","38.40","0.00","38.40","4.63"
"19/02/2018 04:00 - 19/02/2018 05:00","MBA|NO1","FCR","40.40","0.00","40.40","13.57"
"19/02/2018 05:00 - 19/02/2018 06:00","MBA|NO1","FCR","42.00","0.00","42.00","1.04"
"19/02/2018 06:00 - 19/02/2018 07:00","MBA|NO1","FCR","39.30","5.06","39.30",""
"19/02/2018 07:00 - 19/02/2018 08:00","MBA|NO1","FCR","43.10","0.00","43.10","8.77"
"19/02/2018 08:00 - 19/02/2018 09:00","MBA|NO1","FCR","43.40","3.29","43.40",""
"19/02/2018 09:00 - 19/02/2018 10:00","MBA|NO1","FCR","43.30","8.77","43.30",""
"19/02/2018 10:00 - 19/02/2018 11:00","MBA|NO1","FCR","42.50","5.42","42.50",""
"19/02/2018 11:00 - 19/02/2018 12:00","MBA|NO1","FCR","35.30","5.44","35.30",""
"19/02/2018 12:00 - 19/02/2018 13:00","MBA|NO1","FCR","42.50","1.05","42.50",""
"19/02/2018 13:00 - 19/02/2018 14:00","MBA|NO1","FCR","42.20","0.00","42.20","5.27"
"19/02/2018 14:00 - 19/02/2018 15:00","MBA|NO1","FCR","42.50","0.00","42.50","16.87"
"19/02/2018 15:00 - 19/02/2018 16:00","MBA|NO1","FCR","45.20","0.00","45.20","30.05"
"19/02/2018 16:00 - 19/02/2018 17:00","MBA|NO1","FCR","41.30","0.00","41.30","11.59"
"19/02/2018 17:00 - 19/02/2018 18:00","MBA|NO1","FCR","38.30","14.04","38.30",""
"19/02/2018 18:00 - 19/02/2018 19:00","MBA|NO1","FCR","38.30","6.55","38.30",""
"19/02/2018 19:00 - 19/02/2018 20:00","MBA|NO1","FCR","40.50","0.00","40.50","13.92"
"19/02/2018 20:00 - 19/02/2018 21:00","MBA|NO1","FCR","45.30","6.77","45.30",""
"19/02/2018 21:00 - 19/02/2018 22:00","MBA|NO1","FCR","45.30","5.70","45.30",""
"19/02/2018 22:00 - 19/02/2018 23:00","MBA|NO1","FCR","44.50","0.00","44.50","3.26"
"19/02/2018 23:00 - 20/02/2018 00:00","MBA|NO1","FCR","44.20","13.69","44.20",""
"20/02/2018 00:00 - 20/02/2018 01:00","MBA|NO1","FCR","44.30","0.00","44.30","6.34"
"20/02/2018 01:00 - 20/02/2018 02:00","MBA|NO1","FCR","38.50","0.00","38.50","1.84"
"20/02/2018 02:00 - 20/02/2018 03:00","MBA|NO1","FCR","39.20","5.70","39.20",""
"20/02/2018 03:00 - 20/02/2018 04:00","MBA|NO1","FCR","40.30","14.71","40.30",""
"20/02/2018 04:00 - 20/02/2018 05:00","MBA|NO1","FCR","43.50","0.00","43.50",""
"20/02/2018 05:00 - 20/02/2018 06:00","MBA|NO1","FCR","44.20","0.00","44.20","3.32"
"20/02/2018 06:00 - 20/02/2018 07:00","MBA|NO1","FCR","47.30","0.00","47.30","9.45"
"20/02/2018 07:00 - 20/02/2018 08:00","MBA|NO1","FCR","48.10","0.00","48.10","6.06"
"20/02/2018 08:00 - 20/02/2018 09:00","MBA|NO1","FCR","41.90","0.00","41.90","15.74"
"20/02/2018 09:00 - 20/02/2018 10:00","MBA|NO1","FCR","42.00","0.00","42.00","1.07"
"20/02/2018 10:00 - 20/02/2018 11:00","MBA|NO1","FCR","43.00","11.80","43.00",""
"20/02/2018 11:00 - 20/02/2018 12:00","MBA|NO1","FCR","48.00","0.00","48.00","16.79"
"20/02/2018 12:00 - 20/02/2018 13:00","MBA|NO1","FCR","40.00","0.00","40.00","19.79"
"20/02/2018 13:00 - 20/02/2018 14:00","MBA|NO1","FCR","39.80","15.84","39.80",""
"20/02/2018 14:00 - 20/02/2018 15:00","MBA|NO1","FCR","42.10","13.10","42.10",""
"20/02/2018 15:00 - 20/02/2018 16:00","MBA|NO1","FCR","43.90","15.85","43.90",""
"20/02/2018 16:00 - 20/02/2018 17:00","MBA|NO1","FCR","44.10","0.00","44.10","12.46"
"20/02/2018 17:00 - 20/02/2018 18:00","MBA|NO1","FCR","44.10","0.00","44.10","1.11"
"20/02/2018 18:00 - 20/02/2018 19:00","MBA|NO1","FCR","46.80","0.00","46.80","4.78"
"20/02/2018 19:00 - 20/02/2018 20:00","MBA|NO1","FCR","47.00","0.00","47.00","11.95"
"20/02/2018 20:00 - 20/02/2018 21:00","MBA|NO1","FCR","49.00","8.54","49.00",""
"20/02/2018 21:00 - 20/02/2018 22:00","MBA|NO1","FCR","48.40","15.58","48.40",""
"20/02/2018 22:00 - 20/02/2018 23:00","MBA|NO1","FCR","48.30","4.76","48.30",""
"20/02/2018 23:00 - 21/02/2018 00:00","MBA|NO1","FCR","45.30","5.46","45.30",""
"21/02/2018 00:00 - 21/02/2018 01:00","MBA|NO1","FCR","46.00","6.70","46.00",""
"21/02/2018 01:00 - 21/02/2018 02:00","MBA|NO1","FCR","48.10","7.03","48.10",""
"21/02/2018 02:00 - 21/02/2018 03:00","MBA|NO1","FCR","47.80","7.03","47.80",""
"21/02/2018 03:00 - 21/02/2018 04:00","MBA|NO1","FCR","43.40","19.45","43.40",""
"21/02/2018 04:00 - 21/02/2018 05:00","MBA|NO1","FCR","43.40","1.08","43.40",""
"21/02/2018 05:00 - 21/02/2018 06:00","MBA|NO1","FCR","43.30","0.00","43.30","1.08"
"21/02/2018 06:00 - 21/02/2018 07:00","MBA|NO1","FCR","43.40","11.92","43.40",""
"21/02/2018 07:00 - 21/02/2018 08:00","MBA|NO1","FCR","37.40","0.00","37.40","15.55"
"21/02/2018 08:00 - 21/02/2018 09:00","MBA|NO1","FCR","39.70","0.00","39.70","5.99"
"21/02/2018 09:00 - 21/02/2018 10:00","MBA|NO1","FCR","39.60","0.00","39.60","8.99"
"21/02/2018 10:00 - 21/02/2018 11:00","MBA|NO1","FCR","38.70","0.00","38.70","1.97"
"21/02/2018 11:00 - 21/02/2018 12:00","MBA|NO1","FCR","45.70","0.00","45.70","18.29"
"21/02/2018 12:00 - 21/02/2018 13:00","MBA|NO1","FCR","45.50","0.00","45.50","5.72"
"21/02/2018 13:00 - 21/02/2018 14:00","MBA|NO1","FCR","43.80","0.00","43.80","10.97"
"21/02/2018 14:00 - 21/02/2018 15:00","MBA|NO1","FCR","40.60","0.00","40.60","19.14"
"21/02/2018 15:00 - 21/02/2018 16:00","MBA|NO1","FCR","48.60","9.71","48.60",""
"21/02/2018 16:00 - 21/02/2018 17:00","MBA|NO1","FCR","43.00","0.00","43.00","2.21"
"21/02/2018 17:00 - 21/02/2018 18:00","MBA|NO1","FCR","46.20","0.00","46.20","12.70"
"21/02/2018 18:00 - 21/02/2018 19:00","MBA|NO1","FCR","43.70","0.00","43.70","21.29"
"21/02/2018 19:00 - 21/02/2018 20:00","MBA|NO1","FCR","47.30","0.00","47.30","18.45"
"21/02/2018 20:00 - 21/02/2018 21:00","MBA|NO1","FCR","38.50","7.73","38.50",""
"21/02/2018 21:00 - 21/02/2018 22:00","MBA|NO1","FCR","47.50","0.00","47.50","2.35"
"21/02/2018 22:00 - 21/02/2018 23:00","MBA|NO1","FCR","48.20","9.78","48.20",""
"21/02/2018 23:00 - 22/02/2018 00:00","MBA|NO1","FCR","49.40","0.00","49.40","12.11"
"22/02/2018 00:00 - 22/02/2018 01:00","MBA|NO1","FCR","44.30","0.00","44.30","6.53"
"22/02/2018 01:00 - 22/02/2018 02:00","MBA|NO1","FCR","44.50","7.63","44.50",""
"22/02/2018 02:00 - 22/02/2018 03:00","MBA|NO1","FCR","44.20","6.53","44.20",""
"22/02/2018 03:00 - 22/02/2018 04:00","MBA|NO1","FCR","44.30","13.06","44.30",""
"22/02/2018 04:00 - 22/02/2018 05:00","MBA|NO1","FCR","48.10","0.00","48.10","5.95"
"22/02/2018 05:00 - 22/02/2018 06:00","MBA|NO1","FCR","45.90","3.33","45.90",""
"22/02/2018 06:00 - 22/02/2018 07:00","MBA|NO1","FCR","45.00","0.00","45.00","3.21"
"22/02/2018 07:00 - 22/02/2018 08:00","MBA|NO1","FCR","37.10","0.00","37.10","3.68"
"22/02/2018 08:00 - 22/02/2018 09:00","MBA|NO1","FCR","37.20","7.35","37.20",""
"22/02/2018 09:00 - 22/02/2018 10:00","MBA|NO1","FCR","36.90","0.00","36.90","2.75"
"22/02/2018 10:00 - 22/02/2018 11:00","MBA|NO1","FCR","37.10","0.00","37.10","11.94"
"22/02/2018 11:00 - 22/02/2018 12:00","MBA|NO1","FCR","41.60","0.00","41.60","19.37"
"22/02/2018 12:00 - 22/02/2018 13:00","MBA|NO1","FCR","48.80","0.00","48.80","13.68"
"22/02/2018 13:00 - 22/02/2018 14:00","MBA|NO1","FCR","48.60","0.00","48.60","18.65"
"22/02/2018 14:00 - 22/02/2018 15:00","MBA|NO1","FCR","46.80","0.00","46.80","3.62"
"22/02/2018 15:00 - 22/02/2018 16:00","MBA|NO1","FCR","45.20","11.08","45.20",""
"22/02/2018 16:00 - 22/02/2018 17:00","MBA|NO1","FCR","45.40","0.00","45.40","4.44"
"22/02/2018 17:00 - 22/02/2018 18:00","MBA|NO1","FCR","38.20","2.79","38.20",""
"22/02/2018 18:00 - 22/02/2018 19:00","MBA|NO1","FCR","40.30","4.98","40.30",""
"22/02/2018 19:00 - 22/02/2018 20:00","MBA|NO1","FCR","41.00","4.97","41.00",""
"22/02/2018 20:00 - 22/02/2018 21:00","MBA|NO1","FCR","50.10","0.00","50.10","18.22"
"22/02/2018 21:00 - 22/02/2018 22:00","MBA|NO1","FCR","47.80","0.00","47.80","15.27"
"22/02/2018 22:00 - 22/02/2018 23:00","MBA|NO1","FCR","53.20","0.00","53.20","15.95"
"22/02/2018 23:00 - 23/02/2018 00:00","MBA|NO1","FCR","45.00","0.00","45.00","3.27"
"23/02/2018 00:00 - 23/02/2018 01:00","MBA|NO1","FCR","33.30","0.00","33.30","0.82"
"23/02/2018 01:00 - 23/02/2018 02:00","MBA|NO1","FCR","34.50","19.82","34.50",""
"23/02/2018 02:00 - 23/02/2018 03:00","MBA|NO1","FCR","34.30","10.30","34.30",""
"23/02/2018 03:00 - 23/02/2018 04:00","MBA|NO1","FCR","34.50","12.89","34.50",""
"23/02/2018 04:00 - 23/02/2018 05:00","MBA|NO1","FCR","41.90","5.07","41.90",""
"23/02/2018 05:00 - 23/02/2018 06:00","MBA|NO1","FCR","42.90","0.00","42.90","1.05"
"23/02/2018 06:00 - 23/02/2018 07:00","MBA|NO1","FCR","44.80","5.53","44.80",""
"23/02/2018 07:00 - 23/02/2018 08:00","MBA|NO1","FCR","41.60","0.00","41.60","12.73"
"23/02/2018 08:00 - 23/02/2018 09:00","MBA|NO1","FCR","46.60","0.00","46.60","5.90"
"23/02/2018 09:00 - 23/02/2018 10:00","MBA|NO1","FCR","44.80","12.47","44.80",""
"23/02/2018 10:00 - 23/02/2018 11:00","MBA|NO1","FCR","44.40","11.23","44.40",""
"23/02/2018 11:00 - 23/02/2018 12:00","MBA|NO1","FCR","47.60","0.00","47.60","10.47"
"23/02/2018 12:00 - 23/02/2018 13:00","MBA|NO1","FCR","46.30","0.00","46.30","12.68"
"23/02/2018 13:00 - 23/02/2018 14:00","MBA|NO1","FCR","44.50","0.00","44.50","12.22"
"23/02/2018 14:00 - 23/02/2018 15:00","MBA|NO1","FCR","45.50","0.00","45.50","18.22"
"23/02/2018 15:00 - 23/02/2018 16:00","MBA|NO1","FCR","44.40","0.00","44.40","28.88"
"23/02/2018 16:00 - 23/02/2018 17:00","MBA|NO1","FCR","44.50","0.00","44.50","8.80"
"23/02/2018 17:00 - 23/02/2018 18:00","MBA|NO1","FCR","46.20","5.77","46.20",""
"23/02/2018 18:00 - 23/02/2018 19:00","MBA|NO1","FCR","46.40","0.00","46.40","6.92"
"23/02/2018 19:00 - 23/02/2018 20:00","MBA|NO1","FCR","46.50","0.00","46.50","9.23"
"23/02/2018 20:00 - 23/02/2018 21:00","MBA|NO1","FCR","43.40","0.00","43.40","2.19"
"23/02/2018 21:00 - 23/02/2018 22:00","MBA|NO1","FCR","39.60","0.00","39.60","14.05"
"23/02/2018 22:00 - 23/02/2018 23:00","MBA|NO1","FCR","40.30","16.08","40.30",""
"23/02/2018 23:00 - 24/02/2018 00:00","MBA|NO1","FCR","40.50","6.90","40.50",""
"24/02/2018 00:00 - 24/02/2018 01:00","MBA|NO1","FCR","30.00","0.00","30.00",""
"24/02/2018 01:00 - 24/02/2018 02:00","MBA|NO1","FCR","29.80","19.66","29.80",""
"24/02/2018 02:00 - 24/02/2018 03:00","MBA|NO1","FCR","30.00","12.85","30.00",""
"24/02/2018 03:00 - 24/02/2018 04:00","MBA|NO1","FCR","32.80","0.00","32.80","0.84"
"24/02/2018 04:00 - 24/02/2018 05:00","MBA|NO1","FCR","32.90","12.57","32.90",""
"24/02/2018 05:00 - 24/02/2018 06:00","MBA|NO1","FCR","33.10","19.28","33.10",""
"24/02/2018 06:00 - 24/02/2018 07:00","MBA|NO1","FCR","35.80","0.00","35.80","3.65"
"24/02/2018 07:00 - 24/02/2018 08:00","MBA|NO1","FCR","34.90","0.00","34.90","2.72"
"24/02/2018 08:00 - 24/02/2018 09:00","MBA|NO1","FCR","35.10","0.00","35.10","9.96"
"24/02/2018 09:00 - 24/02/2018 10:00","MBA|NO1","FCR","37.70","0.00","37.70","11.51"
"24/02/2018 10:00 - 24/02/2018 11:00","MBA|NO1","FCR","38.00","0.00","38.00","21.08"
"24/02/2018 11:00 - 24/02/2018 12:00","MBA|NO1","FCR","37.70","0.00","37.70","20.12"
"24/02/2018 12:00 - 24/02/2018 13:00","MBA|NO1","FCR","37.80","0.00","37.80","2.88"
"24/02/2018 13:00 - 24/02/2018 14:00","MBA|NO1","FCR","38.00","0.00","38.00","4.79"
"24/02/2018 14:00 - 24/02/2018 15:00","MBA|NO1","FCR","36.70","0.00","36.70","8.58"
"24/02/2018 15:00 - 24/02/2018 16:00","MBA|NO1","FCR","37.10","2.86","37.10",""
"24/02/2018 16:00 - 24/02/2018 17:00","MBA|NO1","FCR","37.10","0.00","37.10","5.75"
"24/02/2018 17:00 - 24/02/2018 18:00","MBA|NO1","FCR","36.50","6.44","36.50",""
"24/02/2018 18:00 - 24/02/2018 19:00","MBA|NO1","FCR","37.10","0.00","37.10","22.36"
"24/02/2018 19:00 - 24/02/2018 20:00","MBA|NO1","FCR","40.10","0.00","40.10","14.28"
"24/02/2018 20:00 - 24/02/2018 21:00","MBA|NO1","FCR","34.60","0.00","34.60","4.38"
"24/02/2018 21:00 - 24/02/2018 22:00","MBA|NO1","FCR","32.00","0.00","32.00","2.47"
"24/02/2018 22:00 - 24/02/2018 23:00","MBA|NO1","FCR","30.80","6.92","30.80",""
"24/02/2018 23:00 - 25/02/2018 00:00","MBA|NO1","FCR","30.90","0.00","30.90","7.68"
"25/02/2018 00:00 - 25/02/2018 01:00","MBA|NO1","FCR","29.00","6.15","29.00",""
"25/02/2018 01:00 - 25/02/2018 02:00","MBA|NO1","FCR","28.80","8.46","28.80",""
"25/02/2018 02:00 - 25/02/2018 03:00","MBA|NO1","FCR","28.90","12.28","28.90",""
"25/02/2018 03:00 - 25/02/2018 04:00","MBA|NO1","FCR","29.10","1.54","29.10",""
"25/02/2018 04:00 - 25/02/2018 05:00","MBA|NO1","FCR","28.90","0.00","28.90","2.30"
"25/02/2018 05:00 - 25/02/2018 06:00","MBA|NO1","FCR","29.10","10.76","29.10",""
